Update Time,Jurisdiction,Route,MRM,Description,Label
"01/14/2025 01:11 PM","Fairfax (County)","I-95S",169,"On I-95 at mile marker 169 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Major Incident - Traffic - Disabled Vehicle"
"01/14/2025 01:23 PM","Richmond (City)","VA-195S Ramp 1A",0.12,"On VA-195S Ramp 1A at mile marker 0.1 in the City of Richmond, motorists can expect delays due to a disabled tractor trailer. The south exit ramp is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"01/14/2025 01:01 PM","Dinwiddie (County)","I-85S",64.3,"On I-85 at mile marker 64.3 in the County of Dinwiddie, motorists can expect delays due to a disabled tractor trailer. The south right shoulder is closed.","Major Incident - Traffic - Disabled Tractor Trailer"
"01/14/2025 01:03 PM","Stafford (County)","I-95S",139.9,"On I-95 at mile marker 139.9 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Major Incident - Traffic - Disabled Vehicle"
"01/14/2025 12:44 PM","Greensville (County)","I-95N",5,"On I-95 North at mile marker 5 in the County of Greensville, motorists can expect delays due to a vehicle fire.","Minor Incident - Traffic - Vehicle Fire"
"01/14/2025 12:35 PM","Brunswick (County)","Rt. 712N (Brunswick County)",4.23,"On Rt. 712 North in the County of Brunswick, in the vicinity of Liberty Rd; Reedy Creek Rd; Rt. 634N/S (Brunswick County), motorists can expect delays due to a disabled tractor trailer.","Minor Incident - Traffic - Disabled Tractor Trailer"
"01/14/2025 12:58 PM","Chesapeake (City)","I-264E",1.04,"On I-264 East at mile marker 1 in the City of Chesapeake, near Greenwood Drive, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"01/14/2025 01:22 PM","Richmond (City)","I-95N",77.4,"On I-95 North at mile marker 77.4 in the City of Richmond, motorists can expect delays due to an incident.","Minor Incident - Traffic - Other Traffic"
"01/14/2025 12:25 PM","Rockingham (County)","I-81S",262,"On I-81 at mile marker 262 in the County of Rockingham, motorists can expect delays due to a tractor trailer crash. The south right shoulder is closed.","Major Incident - Traffic - Tractor Trailer Crash"
"01/14/2025 12:57 PM","Prince William (County)","I-66E",44.9,"On I-66 at mile marker 44.9 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Major Incident - Traffic - Disabled Vehicle"
"01/14/2025 01:11 PM","Prince William (County)","I-95N",156.6,"On I-95 at mile marker 156.6 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Major Incident - Traffic - Disabled Vehicle"
"01/14/2025 01:05 PM","Fairfax (County)","VA-28N",34.6,"On VA-28 in the County of Fairfax, in the vicinity of Willard Rd; Rt. 8457W (Fairfax County); Rt. 6215W (Fairfax County), motorists can expect delays due to a disabled tractor trailer. The north entrance ramp narrows.","Minor Incident - Traffic - Disabled Tractor Trailer"
