Update Time,Jurisdiction,Route,MRM,Description,Label
"12/12/2025, 03:59 PM ET","Fairfax (County)","I-66E",56.8,"On I-66 at mile marker 56.8 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The east right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"12/12/2025, 03:47 PM ET","Prince William (County)","I-95N",157.2,"On I-95 at mile marker 157.2 in the County of Prince William, motorists can expect delays due to a vehicle crash. The north entrance ramp narrows.","Minor Incident - Traffic - Vehicle Crash"
"12/12/2025, 04:00 PM ET","Fairfax (County)","On I-495N Express Lanes at mile marker 42.8","","On I-495N Express Lanes at mile marker 42.8 in the County of Fairfax, motorists can expect major delays due to congestion. Traffic backups are approximately 1.0 mile.","Minor Incident - Traffic - Congestion/Delay"
"12/12/2025, 04:05 PM ET","Botetourt (County)","US-11N",161.7,"On US-11 in the County of Botetourt, in the vicinity of Olde Rt 604; Rt. 811E/W (Botetourt County), motorists can expect delays due to a vehicle crash. The north right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"12/12/2025, 03:24 PM ET","Fairfax (County)","On I-495S Express Lanes at mile marker 50.0","","On I-495S Express Lanes at mile marker 50.0 in the County of Fairfax, motorists can expect potential delays due to a disabled vehicle. The south left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 04:15 PM ET","Norfolk (City)","I-64E",276.9,"On I-64 at mile marker 276.9 in the City of Norfolk, near 564 Interchange, motorists can expect potential delays due to an incident. The east left lane and center lane are closed.","Major Incident - Traffic - Other Traffic"
"12/12/2025, 03:47 PM ET","Spotsylvania (County)","I-95N",126.3,"On I-95 at mile marker 126.3 in the County of Spotsylvania, motorists can expect delays due to a disabled tractor trailer. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"12/12/2025, 03:44 PM ET","Hampton (City)","I-64E",270,"On I-64 East in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to congestion. Traffic backups are approximately 3.0 miles.","Major Incident - Traffic - Congestion/Delay"
"12/12/2025, 04:13 PM ET","Prince William (County)","I-66W",41.2,"On I-66 at mile marker 41.2 in the County of Prince William, motorists can expect delays due to a multi-vehicle crash. The west left shoulder and left lane are closed. The west exit ramp narrows. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Multi-Vehicle Crash"
"12/12/2025, 04:13 PM ET","Newport News (City)","I-664N",3.7,"On I-664 at mile marker 3.7 in the City of Newport News, near Roanoke Avenue, motorists can expect delays due to a tractor trailer crash. All north lanes are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"12/12/2025, 04:11 PM ET","Chesterfield (County)","I-95N",55.6,"On I-95 at mile marker 55.6 in the County of Chesterfield, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 03:51 PM ET","Shenandoah (County)","I-81S",267.4,"On I-81 at mile marker 267.4 in the County of Shenandoah, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 04:12 PM ET","New Kent (County)","I-64W",208.8,"On I-64 at mile marker 208.8 in the County of New Kent, motorists can expect delays due to a vehicle crash. The west right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"12/12/2025, 04:00 PM ET","Newport News (City)","I-664S",7.8,"On I-664 South in the City of Newport News, at Monitor Merrimac Memorial Bridge Tunnel South, motorists can expect delays due to congestion. Traffic backups are approximately 1.5 miles.","Major Incident - Traffic - Congestion/Delay"
"12/12/2025, 03:51 PM ET","Lunenburg (County)","Rt. 655N (Lunenburg County)",10.3,"On Rt. 655 North in the County of Lunenburg, in the vicinity of Oral Oaks Rd; Rt. 635N/S (Lunenburg County), motorists can expect delays due to a disabled tractor trailer.","Minor Incident - Traffic - Disabled Tractor Trailer"
"12/12/2025, 03:07 PM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 6.25 miles.","Major Incident - Traffic - Congestion/Delay"
"12/12/2025, 03:58 PM ET","Stafford (County)","I-95S",148,"On I-95 at mile marker 148 in the County of Stafford, motorists can expect delays due to a disabled tractor trailer. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"12/12/2025, 04:07 PM ET","Fairfax (County)","I-495N",55.6,"On I-495 at mile marker 55.6 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 03:57 PM ET","Fairfax (County)","VA-28S",32,"On VA-28 in the County of Fairfax, in the vicinity of Braddock Rd; Rt. 620E/W (Fairfax County), motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 04:14 PM ET","Fairfax (County)","I-495S",45.4,"On I-495 at mile marker 45.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 04:15 PM ET","Louisa (County)","I-64W",137.2,"On I-64 at mile marker 137.2 in the County of Louisa, motorists can expect delays due to a vehicle crash. The west left shoulder and left lane are closed. Traffic backups are approximately 1.0 mile.","Major Incident - Traffic - Vehicle Crash"
