Update Time,Jurisdiction,Route,MRM,Description,Label
"12/25/2025, 05:12 PM ET","Augusta (County)","I-81S",222,"On I-81 at mile marker 222 in the County of Augusta, motorists can expect delays due to a disabled tractor trailer. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"12/25/2025, 05:19 PM ET","York (County)","I-64W",233.1,"On I-64 at mile marker 233.1 in the County of York, near Croaker Road, motorists can expect delays due to a vehicle crash. The west right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"12/25/2025, 04:44 PM ET","Prince William (County)","I-95S",149.5,"On I-95 at mile marker 149.5 in the County of Prince William, motorists can expect delays due to a disabled tractor trailer. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"12/25/2025, 05:18 PM ET","Fairfax (County)","I-95N",164.9,"On I-95 at mile marker 164.9 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/25/2025, 05:06 PM ET","Chesapeake (City)","I-664S",20,"On I-664 at mile marker 20 in the City of Chesapeake, near Bowers Hill Interchange, motorists can expect delays due to a disabled vehicle. The south exit 15A narrows.","Minor Incident - Traffic - Disabled Vehicle"
"12/25/2025, 05:15 PM ET","Newport News (City)","I-64E",252.2,"On I-64 at mile marker 252.2 in the City of Newport News, near Atkinson Boulevard, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/25/2025, 04:44 PM ET","Spotsylvania (County)","I-95S",121.1,"On I-95 at mile marker 121.1 in the County of Spotsylvania, motorists can expect delays due to a disabled vehicle. The south left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/25/2025, 05:19 PM ET","Newport News (City)","I-664S",7.8,"On I-664 South in the City of Newport News, at Monitor Merrimac Memorial Bridge Tunnel South, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"12/25/2025, 05:11 PM ET","Hampton (City)","I-64W",262.7,"On I-64 at mile marker 262.7 in the City of Hampton, near Neil Armstrong Parkway, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/25/2025, 05:01 PM ET","Rockingham (County)","I-81S",252,"On I-81 at mile marker 252 in the County of Rockingham, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/25/2025, 05:05 PM ET","Prince William (County)","I-95N",152.7,"On I-95 at mile marker 152.7 in the County of Prince William, motorists can expect delays due to a vehicle crash. The north exit 152A narrows.","Minor Incident - Traffic - Vehicle Crash"
"12/25/2025, 03:39 PM ET","Buckingham (County)","Rt. 604N (Buckingham County)",9.5,"On Rt. 604 North in the County of Buckingham, in the vicinity of Sycamore Creek Rd; Rt. 664N/S (Buckingham County), motorists can expect delays due to weather. Lane closures exist.","Weather Incident - Other Weather - Advisory"
"12/25/2025, 04:46 PM ET","Fairfax (County)","I-66E",58.3,"On I-66 at mile marker 58.3 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east entrance ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
