Update Time,Jurisdiction,Route,MRM,Description,Label
"04/26/2025 08:29 PM ET","Prince William (County)","I-95R",152.8,"On I-95R at mile marker 152.8 in the County of Prince William, motorists can expect potential delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/26/2025 07:15 PM ET","Augusta (County)","I-64E",99.9,"On I-64 East at mile marker 99.9 in the County of Augusta, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"04/26/2025 09:26 PM ET","Prince William (County)","I-66W",43.8,"On I-66 at mile marker 43.8 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/26/2025 09:32 PM ET","Northampton (County)","US-13S",55.7,"On US-13 South in the County of Northampton, at Chesapeake Bay Bridge Tunnel South, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"04/26/2025 08:30 PM ET","Fairfax (County)","I-95S",166,"On I-95 at mile marker 166 in the County of Fairfax, motorists can expect delays due to an incident. The south exit ramp narrows.","Minor Incident - Traffic - Other Traffic"
"04/26/2025 09:34 PM ET","Brunswick (County)","I-85S",35.4,"On I-85 South at mile marker 35.4 in the County of Brunswick, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"04/26/2025 09:35 PM ET","Fairfax (County)","I-95S",163,"On I-95 South at mile marker 163 in the County of Fairfax, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"04/26/2025 09:20 PM ET","Goochland (County)","I-64E",173.5,"On I-64 at mile marker 173.5 in the County of Goochland, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/26/2025 06:39 PM ET","Clarke (County)","US-50E",26.6,"On US-50 in the County of Clarke, in the vicinity of Blandy Farm Ln; Xovr, motorists can expect delays due to a vehicle crash. The east left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"04/26/2025 09:24 PM ET","Stafford (County)","I-95N",134.8,"On I-95 at mile marker 134.8 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/26/2025 09:21 PM ET","Newport News (City)","I-64E",255.4,"On I-64 at mile marker 255.4 in the City of Newport News, near Jefferson Avenue, motorists can expect delays due to a vehicle crash. The east inside left shoulder, right center lane, right lane, and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"04/26/2025 09:06 PM ET","Carroll (County)","I-77S",24.1,"On I-77 South at mile marker 24.1 in the County of Carroll, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"04/26/2025 09:05 PM ET","Carroll (County)","I-77N",0,"On I-77 North at mile marker 0 in the County of Carroll, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"04/26/2025 09:26 PM ET","Westmoreland (County)","VA-203E",9.2,"On VA-203 East in the County of Westmoreland, in the vicinity of Pier Pl; Rt. 1006N/S (Westmoreland County), motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"04/26/2025 07:16 PM ET","Augusta (County)","I-64W",99.9,"On I-64 West at mile marker 99.9 in the County of Augusta, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"04/26/2025 09:04 PM ET","Fairfax (County)","I-66W",63.8,"On I-66 at mile marker 63.8 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/26/2025 08:49 PM ET","Fairfax (County)","I-495S",54,"On I-495 South at mile marker 54 in the County of Fairfax, motorists can expect delays due to standing water. Lane closures exist.","Minor Incident - Standing Water - Advisory"
"04/26/2025 09:25 PM ET","Richmond (County)","US-360E",186.4,"On US-360 East in the County of Richmond, at Downing Bridge, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"04/26/2025 09:32 PM ET","Suffolk (City)","US-58E",477.2,"On US-58 East in the City of Suffolk, in the vicinity of Ramp Intersection, motorists can expect delays due to other security/police activity.","Minor Incident - Security/Police Activity - Other Security/Police Activity"
"04/26/2025 09:33 PM ET","Virginia Beach (City)","US-13N",55.7,"On US-13 North in the City of Virginia Beach, at Chesapeake Bay Bridge Tunnel North, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
