Update Time,Jurisdiction,Route,MRM,Description,Label
"06/18/2025, 08:07 AM ET","Loudoun (County)","Rt. 719N (Loudoun County)",17.4,"On Rt. 719 North in the County of Loudoun, in the vicinity of Honey Locust La, motorists can expect delays due to an incident.","Minor Incident - Traffic - Other Traffic"
"06/18/2025, 08:23 AM ET","Fairfax (County)","On I-66W Express Lanes at mile marker 53.2","","On I-66W Express Lanes at mile marker 53.2 in the County of Fairfax, motorists can expect potential delays due to an incident. The west left shoulder is closed.","Minor Incident - Traffic - Other Traffic"
"06/18/2025, 08:37 AM ET","Chesterfield (County)","US-360W",127.1,"On US-360 in the County of Chesterfield, in the vicinity of the ramp from Rt. 288, motorists can expect delays due to a tractor trailer crash. All west lanes are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"06/18/2025, 08:07 AM ET","Spotsylvania (County)","I-95S",120.5,"On I-95 at mile marker 120.5 in the County of Spotsylvania, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/18/2025, 08:33 AM ET","Newport News (City)","I-664S",7.8,"On I-664 South in the City of Newport News, at Monitor Merrimac Memorial Bridge Tunnel South, motorists can expect delays due to congestion. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Congestion/Delay"
"06/18/2025, 08:35 AM ET","Loudoun (County)","Rt. 901S (Loudoun County)",2.7,"On Rt. 901 South in the County of Loudoun, in the vicinity of Crossroads Dr; Marshfield Dr; Rt. 1872E/W (Loudoun County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"06/18/2025, 08:33 AM ET","Stafford (County)","I-95S",143.9,"On I-95 at mile marker 143.9 in the County of Stafford, motorists can expect delays due to an incident. The south right lane is closed.","Major Incident - Traffic - Other Traffic"
"06/18/2025, 08:38 AM ET","Amelia (County)","US-360E",98.7,"On US-360 East in the County of Amelia, in the vicinity of Jackson Ln; Rt. 665N/S (Amelia County), motorists can expect delays due to a tractor trailer crash. Lane closures exist.","Minor Incident - Traffic - Tractor Trailer Crash"
"06/18/2025, 06:39 AM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 3.5 miles.","Major Incident - Traffic - Congestion/Delay"
"06/18/2025, 08:22 AM ET","Stafford (County)","I-95S",146.9,"On I-95 at mile marker 146.9 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/18/2025, 08:39 AM ET","James City (County)","I-64W",246.7,"On I-64 at mile marker 246.7 in the County of James City, near Lee Hall, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/18/2025, 08:35 AM ET","Washington (County)","Rt. 645W (Washington County)",3.8,"On Rt. 645 West in the County of Washington, in the vicinity of Industrial Park Rd; Rt. 1717N/S (Washington County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"06/18/2025, 06:36 AM ET","Fairfax (County)","On I-95R Express Lanes Exit Ramp To Fairfax County Parkway","","On I-95R Express Lanes Exit Ramp To Fairfax County Parkway in the County of Fairfax, motorists can expect potential delays due to a disabled vehicle. The north left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/18/2025, 08:00 AM ET","Fairfax (County)","On I-66E Express Lanes exit ramp to Route 28","","On I-66E Express Lanes exit ramp to Route 28 in the County of Fairfax, motorists can expect potential delays due to an incident. The east left shoulder is closed.","Minor Incident - Traffic - Other Traffic"
"06/18/2025, 08:31 AM ET","Chesterfield (County)","VA-76W",1.5,"On VA-76 in the County of Chesterfield, in the vicinity of the ramp to VA-288, motorists can expect delays due to a vehicle crash. The west left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"06/18/2025, 08:04 AM ET","Arlington (County)","I-395N HOV",9.7,"On I-395N HOV North at mile marker 9.7 in the County of Arlington, motorists can expect major delays due to congestion. Traffic backups are approximately 1.0 mile.","Minor Incident - Traffic - Congestion/Delay"
"06/18/2025, 07:45 AM ET","Arlington (County)","I-395N HOV",9.5,"On I-395N HOV at mile marker 9.5 in the County of Arlington, motorists can expect potential delays due to a vehicle crash. The north left lane is closed.","Major Incident - Traffic - Vehicle Crash"
"06/18/2025, 08:19 AM ET","Spotsylvania (County)","I-95N",132.2,"On I-95 at mile marker 132.2 in the County of Spotsylvania, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/18/2025, 08:38 AM ET","Fairfax (County)","I-66E",51.4,"On I-66 at mile marker 51.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/18/2025, 08:34 AM ET","Prince William (County)","I-95N",152.2,"On I-95 at mile marker 152.2 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/18/2025, 08:34 AM ET","New Kent (County)","I-64W",209,"On I-64 at mile marker 209 in the County of New Kent, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/18/2025, 08:29 AM ET","Henrico (County)","I-95N",76.2,"On I-95 at mile marker 76.2 in the County of Henrico, motorists can expect delays due to a multi-vehicle crash. The north left shoulder and left lane are closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"06/18/2025, 08:25 AM ET","Shenandoah (County)","I-81N",296,"On I-81 at mile marker 296 in the County of Shenandoah, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/18/2025, 07:55 AM ET","Hampton (City)","I-64E",270,"On I-64 East in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to congestion. Traffic backups are approximately 3.0 miles.","Major Incident - Traffic - Congestion/Delay"
