Update Time,Jurisdiction,Route,MRM,Description,Label
"05/13/2025 10:19 PM ET","Augusta (County)","I-64E",99.9,"On I-64 East at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"05/14/2025 06:17 AM ET","Rockingham (County)","I-81N",247.5,"On I-81 at mile marker 247.5 in the County of Rockingham, motorists can expect delays due to a vehicle crash. The north left shoulder and left lane are closed. The north exit ramp narrows.","Major Incident - Traffic - Vehicle Crash"
"05/13/2025 07:40 PM ET","Hanover (County)","Rt. 617N (Hanover County)",7.9,"On Rt. 617 in the County of Hanover, in the vicinity of Mountain Rd; US-33E/W;BOUGHAN RD, motorists can expect delays due to standing water. All north lanes are closed. All south lanes are closed.","Major Incident - Standing Water - Closed"
"05/14/2025 06:04 AM ET","Alleghany (County)","VA-311N",43.4,"On VA-311 in the County of Alleghany, in the vicinity of Gravel Ridge Dr; Rt. 600N/S (Alleghany County), motorists can expect delays due to a multi-vehicle crash. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"05/13/2025 07:42 PM ET","West Point (Town)","Rt. 1126E (King William County)",0,"On Rt. 1126 East in the Town of West Point, in the vicinity of Dead End, motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"05/13/2025 09:54 PM ET","Hanover (County)","Rt. 656N (Hanover County)",7,"On Rt. 656 North in the County of Hanover, in the vicinity of Cheroy Rd; Rt. 659N/S (Hanover County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"05/13/2025 07:22 PM ET","Augusta (County)","I-64W",99.9,"On I-64 West at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"05/14/2025 06:15 AM ET","Norfolk (City)","I-64E",277.9,"On I-64 at mile marker 277.9 in the City of Norfolk, near Tidewater Drive, motorists can expect delays due to a disabled vehicle. The east right lane, right shoulder, and exit 277B are closed.","Major Incident - Traffic - Disabled Vehicle"
"05/13/2025 05:39 PM ET","Nelson (County)","US-250E",74.7,"On US-250 East in the County of Nelson, in the vicinity of Afton Mountain Rd; VA-6E/W, motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"05/13/2025 07:39 PM ET","Chesterfield (County)","Rt. 3600N (Chesterfield County)",1.7,"On Rt. 3600 North in the County of Chesterfield, in the vicinity of Laurel Trail Rd; Rt. 4600N/S (Chesterfield County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"05/14/2025 06:11 AM ET","Botetourt (County)","US-220N",82.1,"On US-220 North in the County of Botetourt, in the vicinity of Trinity Rd; Rt. 670N/S (Botetourt County); Rt. 677N/S (Botetourt County); / TRINITY RD, motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"05/14/2025 06:07 AM ET","Fairfax (County)","I-95N",165.9,"On I-95 at mile marker 165.9 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The north left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"05/14/2025 06:18 AM ET","Roanoke (County)","I-81N",140,"On I-81 at mile marker 140 in the County of Roanoke, motorists can expect delays due to a disabled tractor trailer. The north exit ramp narrows.","Minor Incident - Traffic - Disabled Tractor Trailer"
"05/13/2025 09:58 PM ET","Chesterfield (County)","Rt. 898E (Chesterfield County)",0.8,"On Rt. 898 East in the County of Chesterfield, in the vicinity of Ramblewood Dr, motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"05/14/2025 06:15 AM ET","James City (County)","Rt. 1014N (James City County)",0,"On Rt. 1014 North in the County of James City, in the vicinity of S Riverside Dr; Rt. 716E/W (James City County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"05/13/2025 07:41 PM ET","West Point (Town)","Rt. 1101N (King William County)",0.2,"On Rt. 1101 North in the Town of West Point, in the vicinity of 18th St; Rt. 1114E/W (King William County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"05/14/2025 06:09 AM ET","Fairfax (County)","I-495N",54,"On I-495 at mile marker 54 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north exit 54B narrows.","Minor Incident - Traffic - Disabled Vehicle"
"05/14/2025 04:09 AM ET","Stafford (County)","Rt. 623E (Stafford County)",0.8,"On Rt. 623 in the County of Stafford, in the vicinity of Harrell Rd; Woodlawn Dr; Rt. 1027N/S (Stafford County), near Braemar Place, motorists can expect delays due to standing water. All east lanes are closed. All west lanes are closed.","Major Incident - Standing Water - Closed"
"05/13/2025 10:00 PM ET","New Kent (County)","Rt. 1002N (New Kent County)",0.9,"On Rt. 1002 North in the County of New Kent, in the vicinity of Pocahontas Trl; Pocahontas Trl E; US-60E, motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"05/13/2025 07:55 PM ET","Caroline (County)","Rt. 652N (Caroline County)",14.7,"On Rt. 652 in the County of Caroline, in the vicinity of Mcduff Dr; Rt. 705N/S (Caroline County), motorists can expect delays due to standing water. All north lanes are closed.","Major Incident - Standing Water - Closed"
"05/14/2025 05:56 AM ET","Fairfax (County)","I-95N",166.2,"On I-95 at mile marker 166.2 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/13/2025 07:40 PM ET","Chesterfield (County)","Rt. 2290N (Chesterfield County)",0,"On Rt. 2290 North in the County of Chesterfield, in the vicinity of Belmont Rd; Clairton Rd; Rt. 2273N/S (Chesterfield County); Rt. 651E/W (Chesterfield County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"05/13/2025 08:19 PM ET","Caroline (County)","Rt. 625N (Caroline County)",9,"On Rt. 625 North in the County of Caroline, in the vicinity of Supply Rd; Rt. 625E/W (Essex County); County/City/Town Line: ESSEX CL/CAROLINE CL, motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
