Update Time,Jurisdiction,Route,MRM,Description,Label
"09/16/2025, 03:46 PM ET","Newport News (City)","I-664S",7.8,"On I-664 South in the City of Newport News, at Monitor Merrimac Memorial Bridge Tunnel South, motorists can expect delays due to congestion. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Congestion/Delay"
"09/16/2025, 04:09 PM ET","Fairfax (County)","I-95N",174,"On I-95 at mile marker 174 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The north left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"09/16/2025, 04:10 PM ET","Fairfax (County)","On I-495S Express Lanes at mile marker 53","","On I-495S Express Lanes at mile marker 53 in the County of Fairfax, motorists can expect potential delays due to a vehicle crash. The south left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"09/16/2025, 03:45 PM ET","Chesterfield (County)","Rt. 898E (Chesterfield County)",0.8,"On Rt. 898 in the County of Chesterfield, in the vicinity of Ramblewood Dr, motorists can expect delays due to a vehicle crash. All east lanes are closed. All west lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"09/16/2025, 03:37 PM ET","Alleghany (County)","Rt. 1104E (Alleghany County)",0,"On Rt. 1104 in the County of Alleghany, in the vicinity of Madison St E; US-60E/W, US-220N/S; US-60E, US-220S;VALLEY RIDGE RD, motorists can expect delays due to a vehicle crash. All east lanes are closed. All west lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"09/16/2025, 04:17 PM ET","Shenandoah (County)","I-81N",268.1,"On I-81 North at mile marker 268.1 in the County of Shenandoah, motorists can expect delays due to congestion. Traffic backups are approximately 10.0 miles.","Major Incident - Traffic - Congestion/Delay"
"09/16/2025, 04:00 PM ET","Suffolk (City)","I-664N",8.9,"On I-664 North in the City of Suffolk, at Monitor Merrimac Memorial Bridge Tunnel North, motorists can expect delays due to congestion. Traffic backups are approximately 2.5 miles.","Major Incident - Traffic - Congestion/Delay"
"09/16/2025, 03:28 PM ET","Northampton (County)","US-13S",55.7,"On US-13 South in the County of Northampton, at Chesapeake Bay Bridge Tunnel South, motorists can expect delays due to high wind.","Weather Incident - High Wind - Advisory"
"09/16/2025, 04:15 PM ET","Montgomery (County)","I-81S",110.8,"On I-81 at mile marker 110.8 in the County of Montgomery, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/16/2025, 04:09 PM ET","Pittsylvania (County)","US-29P",0.7,"On US-29P in the County of Pittsylvania, in the vicinity of US-29S, US-58W, motorists can expect delays due to a tractor trailer crash. The south entrance ramp is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"09/16/2025, 03:54 PM ET","Prince George (County)","I-95S",48,"On I-95 at mile marker 48 in the County of Prince George, motorists can expect delays due to a vehicle crash. The south exit 48A narrows.","Minor Incident - Traffic - Vehicle Crash"
"09/16/2025, 04:12 PM ET","Norfolk (City)","I-264W",9.5,"On I-264 at mile marker 9.5 in the City of Norfolk, near Ballentine Boulevard, motorists can expect delays due to a disabled vehicle. The west left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/16/2025, 03:28 PM ET","Virginia Beach (City)","US-13N",55.7,"On US-13 North in the City of Virginia Beach, at Chesapeake Bay Bridge Tunnel North, motorists can expect delays due to high wind.","Weather Incident - High Wind - Advisory"
"09/16/2025, 03:11 PM ET","Fairfax (County)","Rt. 620W (Fairfax County)",11.9,"On Rt. 620 in the County of Fairfax, in the vicinity of North Hill Dr; Rt. 7082N/S (Fairfax County), motorists can expect delays due to an incident. The west right lane and right shoulder are closed.","Major Incident - Traffic - Other Traffic"
"09/16/2025, 03:13 PM ET","Carroll (County)","I-77N",0,"On I-77 North at mile marker 0 in the County of Carroll, motorists can expect delays due to high wind.","Weather Incident - High Wind - Advisory"
"09/16/2025, 03:55 PM ET","Fairfax (County)","I-495N",44,"On I-495 at mile marker 44 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/16/2025, 04:13 PM ET","Gloucester (County)","US-17N",78.7,"On US-17 North in the County of Gloucester, in the vicinity of Hall Town Rd; Rt. 677E/W (Gloucester County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"09/16/2025, 04:16 PM ET","Newport News (City)","I-64W",250.9,"On I-64 at mile marker 250.9 in the City of Newport News, near Fort Eustis Boulevard, motorists can expect delays due to a vehicle crash. The west left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"09/16/2025, 04:07 PM ET","York (County)","I-64E",241.8,"On I-64 at mile marker 241.8 in the County of York, near Penniman Road, motorists can expect delays due to a vehicle crash. The east left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"09/16/2025, 04:15 PM ET","Fauquier (County)","US-50E",42.3,"On US-50 in the County of Fauquier, in the vicinity of Atoka Rd; Rt. 713N/S (Fauquier County), motorists can expect delays due to a vehicle crash. All east lanes are closed. All west lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"09/16/2025, 04:00 PM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 4.0 miles.","Major Incident - Traffic - Congestion/Delay"
"09/16/2025, 04:14 PM ET","Fairfax (County)","Rt. 651W (Fairfax County)",3.1,"On Rt. 651 West in the County of Fairfax, in the vicinity of Burnetta Dr; Guinea Rd; Rt. 5637E/W (Fairfax County); Rt. 651E (Fairfax County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"09/16/2025, 04:19 PM ET","Hampton (City)","I-64E",270,"On I-64 East in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to congestion. Traffic backups are approximately 3.0 miles.","Major Incident - Traffic - Congestion/Delay"
"09/16/2025, 04:18 PM ET","York (County)","I-64E",241.2,"On I-64 at mile marker 241.2 in the County of York, near Colonial Parkway, motorists can expect delays due to a vehicle crash. The east right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"09/16/2025, 03:15 PM ET","Carroll (County)","I-77S",24.1,"On I-77 South at mile marker 24.1 in the County of Carroll, motorists can expect delays due to high wind.","Weather Incident - High Wind - Advisory"
"09/16/2025, 04:17 PM ET","Fairfax (County)","I-95N",176,"On I-95 at mile marker 176 in the County of Fairfax, motorists can expect delays due to a tractor trailer crash. The north right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"09/16/2025, 02:11 PM ET","Henrico (County)","I-64E",200.4,"On I-64 at mile marker 200.4 in the County of Henrico, motorists can expect delays due to weather. The east right lane and right shoulder are closed.","Weather Incident - Other Weather - Advisory"
"09/16/2025, 04:19 PM ET","Arlington (County)","I-395S",6.4,"On I-395 at mile marker 6.4 in the County of Arlington, motorists can expect delays due to a vehicle crash. The south left shoulder, left lane, center lane, and right shoulder are closed. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Vehicle Crash"
"09/16/2025, 04:09 PM ET","Chesterfield (County)","I-95N",69,"On I-95 at mile marker 69 in the County of Chesterfield, motorists can expect delays due to a vehicle crash. The north right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"09/16/2025, 03:40 PM ET","Chesapeake (City)","I-64E",295.8,"On I-64 at mile marker 295.8 in the City of Chesapeake, near George Washington Highway, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/16/2025, 03:26 PM ET","Fairfax (County)","I-66W",59.4,"On I-66 at mile marker 59.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/16/2025, 04:19 PM ET","Loudoun (County)","US-50E",42.3,"On US-50 East in the County of Loudoun, in the vicinity of Atoka Rd; Rt. 713N/S (Fauquier County), motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"09/16/2025, 03:52 PM ET","Loudoun (County)","Rt. 690N (Loudoun County)",13.3,"On Rt. 690 North in the County of Loudoun, in the vicinity of Clearbrook La, motorists can expect delays due to weather. Lane closures exist.","Weather Incident - Other Weather - Advisory"
"09/16/2025, 04:06 PM ET","Spotsylvania (County)","I-95N",119.8,"On I-95 at mile marker 119.8 in the County of Spotsylvania, motorists can expect delays due to a vehicle crash. The north left shoulder and right shoulder are closed.","Minor Incident - Traffic - Vehicle Crash"
