Update Time,Jurisdiction,Route,MRM,Description,Label
"05/20/2025 02:07 PM ET","Virginia Beach (City)","I-64E",285.5,"On I-64 at mile marker 285.5 in the City of Virginia Beach, near Twin Bridges, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/20/2025 02:21 PM ET","Fairfax (County)","I-66W",63.8,"On I-66 at mile marker 63.8 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/20/2025 02:24 PM ET","Washington (County)","I-81S",7.8,"On I-81 at mile marker 7.8 in the County of Washington, motorists can expect delays due to a tractor trailer crash. The south right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"05/20/2025 02:22 PM ET","Wythe (County)","I-81N",71.9,"On I-81 at mile marker 71.9 in the County of Wythe, motorists can expect delays due to a vehicle crash. The north right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"05/20/2025 02:08 PM ET","Henrico (County)","I-95S",80.9,"On I-95 South at mile marker 80.9 in the County of Henrico, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"05/20/2025 02:26 PM ET","Virginia Beach (City)","I-64W",288.7,"On I-64 at mile marker 288.7 in the City of Virginia Beach, near Indian River Road, motorists can expect delays due to a vehicle crash. The west right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"05/20/2025 02:22 PM ET","Hanover (County)","I-95S",88,"On I-95 South at mile marker 88 in the County of Hanover, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"05/20/2025 02:26 PM ET","Fairfax (County)","I-95S",174.6,"On I-95 at mile marker 174.6 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south left outside lane, left center lane, and center lane are closed.","Major Incident - Traffic - Disabled Vehicle"
"05/20/2025 02:22 PM ET","Bedford (County)","Rt. 811N (Bedford County)",1.2,"On Rt. 811 North in the County of Bedford, in the vicinity of New London Rd; Somerset Dr; Rt. 709N/S (Bedford County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"05/20/2025 02:18 PM ET","Fairfax (County)","On I-495N Express Lanes at mile marker 44.9","","On I-495N Express Lanes at mile marker 44.9 in the County of Fairfax, motorists can expect potential delays due to congestion.","Minor Incident - Traffic - Congestion/Delay"
"05/20/2025 01:58 PM ET","Chesterfield (County)","Rt. 628E (Chesterfield County)",5.9,"On Rt. 628 in the County of Chesterfield, in the vicinity of Matoaca Rd; Rt. 600N/S (Chesterfield County), motorists can expect delays due to a tractor trailer crash. All east lanes are closed. All west lanes are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"05/20/2025 02:11 PM ET","Chesapeake (City)","I-64E",293.3,"On I-64 at mile marker 293.3 in the City of Chesapeake, near High Rise Bridge, motorists can expect delays due to a disabled vehicle. The east left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/20/2025 02:27 PM ET","Norfolk (City)","I-64E",272.3,"On I-64 at mile marker 272.3 in the City of Norfolk, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/20/2025 12:38 PM ET","Southampton (County)","Rt. 608N (Southampton County)",1.4,"On Rt. 608 North in the County of Southampton, in the vicinity of Popes Station Rd; Rt. 609E/W (Southampton County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"05/20/2025 01:52 PM ET","Fairfax (County)","I-395N",5.4,"On I-395 at mile marker 5.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/19/2025 10:26 PM ET","Chesterfield (County)","Rt. 2290N (Chesterfield County)",0,"On Rt. 2290 North in the County of Chesterfield, in the vicinity of Belmont Rd; Clairton Rd; Rt. 2273N/S (Chesterfield County); Rt. 651E/W (Chesterfield County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"05/20/2025 02:25 PM ET","Botetourt (County)","US-220N",79.9,"On US-220 in the County of Botetourt, in the vicinity of Greenfield St; Rt. 673E/W (Botetourt County), motorists can expect delays due to a multi-vehicle crash. The north right lane and right shoulder are closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"05/20/2025 01:50 PM ET","Fairfax (County)","On I-66E Express Lanes at mile marker 51.3","","On I-66E Express Lanes at mile marker 51.3 in the County of Fairfax, motorists can expect potential delays due to a disabled vehicle. The east left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
