Update Time,Jurisdiction,Route,MRM,Description,Label
"03/08/2025 07:36 PM ET","Chesterfield (County)","I-295N",16,"On I-295 at mile marker 16 in the County of Chesterfield, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/08/2025 07:58 PM ET","Chesterfield (County)","I-95N",61.8,"On I-95 at mile marker 61.8 in the County of Chesterfield, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/08/2025 08:08 PM ET","Fairfax (County)","I-95S",171,"On I-95 at mile marker 171 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/08/2025 06:27 AM ET","Brunswick (County)","Rt. 629E (Brunswick County)",5.7,"On Rt. 629 East in the County of Brunswick, in the vicinity of Waqua Creek Rd; Rt. 630N/S (Brunswick County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"03/08/2025 07:58 PM ET","Fairfax (County)","I-495N",55.4,"On I-495 at mile marker 55.4 in the County of Fairfax, motorists can expect delays due to a disabled tractor trailer. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"03/08/2025 07:38 PM ET","Chesterfield (County)","I-95S",72,"On I-95 at mile marker 72 in the County of Chesterfield, motorists can expect delays due to a vehicle crash. The south right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"03/08/2025 08:03 PM ET","Fredericksburg (City)","I-95S",131.1,"On I-95 at mile marker 131.1 in the City of Fredericksburg, motorists can expect delays due to a vehicle crash. The south left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"03/08/2025 07:44 PM ET","Henry (County)","VA-457E",3.3,"On VA-457 East in the County of Henry, in the vicinity of County/City/Town Line: MARTINSVILLE, motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"03/08/2025 07:43 PM ET","Franklin (County)","VA-122N",8.3,"On VA-122 in the County of Franklin, in the vicinity of Jubal Early Hwy; VA-116N/S, motorists can expect delays due to a tractor trailer crash. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"03/08/2025 07:46 PM ET","Prince William (County)","I-95N",159,"On I-95 at mile marker 159 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/08/2025 07:26 PM ET","King George (County)","VA-218E",8.8,"On VA-218 East in the County of King George, in the vicinity of Bowie Rd; Hawkins Ln; Passapatanzy Dr; Williams Farm Rd; Rt. 600N/S (King George County), motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"03/08/2025 05:57 PM ET","Carroll (County)","I-77S",24.1,"On I-77 South at mile marker 24.1 in the County of Carroll, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"03/08/2025 08:08 PM ET","Fairfax (County)","I-495S",53.4,"On I-495 at mile marker 53.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/08/2025 08:06 PM ET","Norfolk (City)","I-264E",8.2,"On I-264 at mile marker 8.2 in the City of Norfolk, near Tidewater Drive, motorists can expect delays due to a vehicle crash. The east entrance ramp narrows.","Minor Incident - Traffic - Vehicle Crash"
"03/08/2025 05:56 PM ET","Carroll (County)","I-77N",0,"On I-77 North at mile marker 0 in the County of Carroll, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"03/08/2025 06:43 PM ET","Hanover (County)","I-95S",89,"On I-95 at mile marker 89 in the County of Hanover, motorists can expect delays due to a disabled tractor trailer. The south exit 89 narrows.","Minor Incident - Traffic - Disabled Tractor Trailer"
