Update Time,Jurisdiction,Route,MRM,Description,Label
"11/16/2025, 01:58 PM ET","Spotsylvania (County)","I-95N",124.4,"On I-95 at mile marker 124.4 in the County of Spotsylvania, motorists can expect delays due to a multi-vehicle crash. The north left shoulder and left lane are closed. Traffic backups are approximately 4.0 miles.","Major Incident - Traffic - Multi-Vehicle Crash"
"11/16/2025, 01:33 PM ET","Westmoreland (County)","VA-204E",0,"On VA-204 East in the County of Westmoreland, in the vicinity of Kings Hwy; VA-3E/W, motorists can expect delays due to weather.","Weather Incident - Other Weather - Advisory"
"11/16/2025, 01:46 PM ET","Spotsylvania (County)","I-95N",120.6,"On I-95 at mile marker 120.6 in the County of Spotsylvania, motorists can expect delays due to a disabled vehicle. The north left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/16/2025, 02:12 PM ET","Chesapeake (City)","I-664N",19,"On I-664 at mile marker 19 in the City of Chesapeake, near US-58 Interchange, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/16/2025, 01:52 PM ET","Prince William (County)","I-95S",152.7,"On I-95 at mile marker 152.7 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/16/2025, 02:04 PM ET","Fairfax (County)","I-95S",174.2,"On I-95 at mile marker 174.2 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south exit ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"11/16/2025, 02:04 PM ET","Fairfax (County)","I-495N",49.6,"On I-495 at mile marker 49.6 in the County of Fairfax, motorists can expect delays due to a multi-vehicle crash. The north entrance ramp narrows.","Minor Incident - Traffic - Multi-Vehicle Crash"
"11/16/2025, 01:42 PM ET","King George (County)","VA-3W",47.9,"On VA-3 West in the County of King George, in the vicinity of Rt. 607N/S (King George County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"11/16/2025, 01:19 PM ET","Stafford (County)","I-95N",134.6,"On I-95 at mile marker 134.6 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/16/2025, 01:12 PM ET","Hanover (County)","I-95S",96.6,"On I-95 South at mile marker 96.6 in the County of Hanover, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
