Update Time,Jurisdiction,Route,MRM,Description,Label
"07/18/2025, 09:33 PM ET","Chesterfield (County)","Rt. 4937N (Chesterfield County)",0.1,"On Rt. 4937 in the County of Chesterfield, in the vicinity of Cedar Cliff Rd; Rt. 4939N/S (Chesterfield County), motorists can expect delays due to weather. All north lanes are closed. All south lanes are closed.","Weather Incident - Other Weather - Closed"
"07/18/2025, 09:31 PM ET","Norfolk (City)","I-64R",280.6,"On I-64R at mile marker 280.6 in the City of Norfolk, near Robin Hood Road, motorists can expect delays due to a disabled vehicle. The east left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/18/2025, 09:28 PM ET","Dinwiddie (County)","Rt. 624N (Dinwiddie County)",2,"On Rt. 624 in the County of Dinwiddie, in the vicinity of White Oak Rd; Rt. 613E/W (Dinwiddie County), motorists can expect delays due to weather. All north lanes are closed. All south lanes are closed.","Weather Incident - Other Weather - Closed"
"07/18/2025, 08:48 PM ET","Dinwiddie (County)","Rt. 650E (Dinwiddie County)",1.6,"On Rt. 650 in the County of Dinwiddie, in the vicinity of Manson Church Rd; Rt. 651E/W (Dinwiddie County), motorists can expect delays due to weather. All east lanes are closed. All west lanes are closed.","Weather Incident - Other Weather - Closed"
"07/18/2025, 09:01 PM ET","Chesterfield (County)","Rt. 643E (Chesterfield County)",0,"On Rt. 643 East in the County of Chesterfield, in the vicinity of Belmont Rd; Turner Rd; Rt. 651E/W (Chesterfield County); Rt. 650N/S (Chesterfield County), motorists can expect delays due to standing water.","Weather Incident - Standing Water - Advisory"
"07/18/2025, 09:32 PM ET","Fairfax (County)","I-66E",50.7,"On I-66 at mile marker 50.7 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/18/2025, 09:04 PM ET","Carroll (County)","I-77S",24.1,"On I-77 South at mile marker 24.1 in the County of Carroll, motorists can expect delays due to high wind.","Weather Incident - High Wind - Advisory"
"07/18/2025, 09:02 PM ET","Amelia (County)","Rt. 640N (Amelia County)",5,"On Rt. 640 in the County of Amelia, in the vicinity of Old Court House Rd; Rt. 649E/W (Amelia County), motorists can expect delays due to weather. All north lanes are closed. All south lanes are closed.","Weather Incident - Other Weather - Closed"
"07/18/2025, 09:18 PM ET","Montgomery (County)","I-81N",108.2,"On I-81 in the County of Montgomery, at Radford NB Rest Area, motorists can expect delays due to an incident. The north exit ramp is closed.","Minor Incident - Traffic - Other Traffic"
"07/18/2025, 09:01 PM ET","Lunenburg (County)","Rt. 619E (Lunenburg County)",2,"On Rt. 619 in the County of Lunenburg, in the vicinity of Bacon Fork Rd; Rt. 610N/S (Lunenburg County), motorists can expect delays due to weather. All east lanes are closed. All west lanes are closed.","Weather Incident - Other Weather - Closed"
"07/18/2025, 09:34 PM ET","Norfolk (City)","I-64E",273.4,"On I-64 at mile marker 273.4 in the City of Norfolk, near 4th View Street, motorists can expect delays due to a vehicle crash. The east right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"07/18/2025, 08:11 PM ET","Amelia (County)","Rt. 622N (Amelia County)",5.8,"On Rt. 622 in the County of Amelia, in the vicinity of Namozine Rd; Rt. 708N/S (Amelia County), motorists can expect delays due to weather. All north lanes are closed. All south lanes are closed.","Weather Incident - Other Weather - Closed"
"07/18/2025, 09:01 PM ET","Chesterfield (County)","Rt. 701E (Chesterfield County)",3,"On Rt. 701 East in the County of Chesterfield, in the vicinity of Whitepine Rd; Rt. 701W (Chesterfield County), motorists can expect delays due to standing water.","Weather Incident - Standing Water - Advisory"
"07/18/2025, 09:27 PM ET","Spotsylvania (County)","I-95N",130,"On I-95 at mile marker 130 in the County of Spotsylvania, motorists can expect delays due to a tractor trailer crash. The north exit 130A narrows.","Minor Incident - Traffic - Tractor Trailer Crash"
"07/18/2025, 08:56 PM ET","Dinwiddie (County)","Rt. 610N (Dinwiddie County)",4.5,"On Rt. 610 in the County of Dinwiddie, in the vicinity of Manson Church Rd; Whitmore Rd; Rt. 651E/W (Dinwiddie County), motorists can expect delays due to weather. All north lanes are closed. All south lanes are closed.","Weather Incident - Other Weather - Closed"
"07/18/2025, 08:53 PM ET","Patrick (County)","Rt. 691N (Patrick County)",2.1,"On Rt. 691 North in the County of Patrick, in the vicinity of Old Mill Rd; Rt. 766N/S (Patrick County); Rt. 772N/S (Patrick County), motorists can expect delays due to weather. Lane closures exist.","Weather Incident - Other Weather - Advisory"
"07/18/2025, 09:01 PM ET","Henrico (County)","I-95N",81.2,"On I-95 at mile marker 81.2 in the County of Henrico, motorists can expect delays due to standing water. The north right lane, right shoulder, and exit 82 are closed.","Weather Incident - Standing Water - Advisory"
"07/18/2025, 09:06 PM ET","Chesterfield (County)","Rt. 620S (Chesterfield County)",0.9,"On Rt. 620 in the County of Chesterfield, in the vicinity of the ramp to I-95N, motorists can expect delays due to a disabled tractor trailer. The south right lane and right shoulder are closed.","Major Incident - Traffic - Disabled Tractor Trailer"
"07/18/2025, 09:30 PM ET","Amelia (County)","Rt. 708N (Amelia County)",6.1,"On Rt. 708 in the County of Amelia, in the vicinity of Wills Rd; Rt. 610N/S (Amelia County), motorists can expect delays due to standing water. All north lanes are closed. All south lanes are closed.","Weather Incident - Standing Water - Closed"
"07/18/2025, 09:31 PM ET","Stafford (County)","I-95N",147.3,"On I-95 at mile marker 147.3 in the County of Stafford, motorists can expect delays due to a tractor trailer crash. The north right lane and right shoulder are closed. Traffic backups are approximately 3.0 miles.","Major Incident - Traffic - Tractor Trailer Crash"
"07/18/2025, 09:25 PM ET","Prince William (County)","I-95N",149.6,"On I-95 at mile marker 149.6 in the County of Prince William, motorists can expect delays due to a multi-vehicle crash. The north left shoulder is closed.","Minor Incident - Traffic - Multi-Vehicle Crash"
"07/18/2025, 08:58 PM ET","Amelia (County)","Rt. 617E (Amelia County)",7.2,"On Rt. 617 East in the County of Amelia, in the vicinity of S Genito Rd; Rt. 616N/S (Amelia County), motorists can expect delays due to weather.","Weather Incident - Other Weather - Advisory"
"07/18/2025, 09:19 PM ET","Washington (County)","I-81N",32,"On I-81 at mile marker 32 in the County of Washington, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/18/2025, 09:37 PM ET","Augusta (County)","VA-256E",0.1,"On VA-256 in the County of Augusta, in the vicinity of the ramp from and to I-81S, motorists can expect delays due to a vehicle crash. All east lanes are closed. All west lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"07/18/2025, 09:24 PM ET","Arlington (County)","I-395S",9.3,"On I-395 at mile marker 9.3 in the County of Arlington, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/18/2025, 09:01 PM ET","Chesterfield (County)","Rt. 661N (Chesterfield County)",0.6,"On Rt. 661 in the County of Chesterfield, in the vicinity of Winterpock Rd; Rt. 621N/S (Chesterfield County), motorists can expect delays due to standing water. All north lanes are closed. All south lanes are closed.","Weather Incident - Standing Water - Closed"
"07/18/2025, 09:00 PM ET","Prince William (County)","I-66E",42.3,"On I-66 at mile marker 42.3 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/18/2025, 09:02 PM ET","Amelia (County)","Rt. 616N (Amelia County)",4,"On Rt. 616 in the County of Amelia, in the vicinity of St James Rd; Rt. 617E/W (Amelia County), motorists can expect delays due to weather. All north lanes are closed.","Weather Incident - Other Weather - Closed"
"07/18/2025, 09:39 PM ET","Hampton (City)","I-64E",270,"On I-64 in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to a vehicle crash. All east lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"07/18/2025, 08:59 PM ET","Hanover (County)","Rt. 801E (Hanover County)",0.4,"On Rt. 801 in the County of Hanover, in the vicinity of Rt. 2259N/S (Hanover County), motorists can expect delays due to weather. All east lanes are closed. All west lanes are closed.","Weather Incident - Other Weather - Closed"
"07/18/2025, 09:01 PM ET","Chesterfield (County)","Rt. 643E (Chesterfield County)",0,"On Rt. 643 in the County of Chesterfield, in the vicinity of Belmont Rd; Turner Rd; Rt. 651E/W (Chesterfield County); Rt. 650N/S (Chesterfield County), motorists can expect delays due to standing water. All east lanes are closed. All west lanes are closed.","Weather Incident - Standing Water - Closed"
