Update Time,Jurisdiction,Route,MRM,Description,Label
"05/02/2025 09:19 AM ET","Hanover (County)","I-95N",92,"On I-95 North at mile marker 92 in the County of Hanover, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"05/02/2025 09:17 AM ET","Chesterfield (County)","I-95N",72.9,"On I-95 at mile marker 72.9 in the County of Chesterfield, motorists can expect delays due to a tractor trailer crash. The north right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"05/02/2025 09:05 AM ET","Scott (County)","Rt. 612E (Scott County)",0,"On Rt. 612 East in the County of Scott, in the vicinity of Gillenwater Chapel Rd; Rt. 681N/S (Scott County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"05/02/2025 07:36 AM ET","Fairfax (County)","I-495S",54.6,"On I-495 at mile marker 54.6 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/02/2025 09:24 AM ET","Virginia Beach (City)","I-264E",14.8,"On I-264 at mile marker 14.8 in the City of Virginia Beach, near Witchduck Road, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/02/2025 09:21 AM ET","Henrico (County)","I-295S",51,"On I-295 at mile marker 51 in the County of Henrico, motorists can expect delays due to a vehicle crash. The south right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"05/02/2025 08:35 AM ET","Henrico (County)","I-95S",85.5,"On I-95 at mile marker 85.5 in the County of Henrico, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/02/2025 09:22 AM ET","Norfolk (City)","I-64W",272.4,"On I-64 in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect potential delays due to a bridge/tunnel stoppage. All west lanes are closed.","Major Incident - Traffic - Bridge/Tunnel Stoppage"
"05/02/2025 09:06 AM ET","Fairfax (County)","I-495N",44.2,"On I-495 at mile marker 44.2 in the County of Fairfax, motorists can expect delays due to a disabled tractor trailer. The north right lane is closed.","Major Incident - Traffic - Disabled Tractor Trailer"
"05/02/2025 09:23 AM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion.","Minor Incident - Traffic - Congestion/Delay"
"05/02/2025 09:23 AM ET","Dinwiddie (County)","I-85S",46.8,"On I-85 South at mile marker 46.8 in the County of Dinwiddie, motorists can expect delays due to a brush fire. Lane closures exist.","Minor Incident - Disaster (Natural/Man-Made) - Brush Fire"
"05/02/2025 09:06 AM ET","Caroline (County)","I-95N",107.2,"On I-95 at mile marker 107.2 in the County of Caroline, motorists can expect delays due to a vehicle fire. The north right lane and right shoulder are closed. Traffic backups are approximately 3.5 miles.","Major Incident - Traffic - Vehicle Fire"
"05/02/2025 09:16 AM ET","Fairfax (County)","On I-66E Express Lanes at mile marker 51.8","","On I-66E Express Lanes at mile marker 51.8 in the County of Fairfax, motorists can expect potential delays due to a disabled vehicle. The east left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/02/2025 08:57 AM ET","Rockbridge (County)","US-11N",205.1,"On US-11 in the County of Rockbridge, in the vicinity of the ramp from and to I-64W, motorists can expect delays due to a vehicle crash. The north left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
