Update Time,Jurisdiction,Route,MRM,Description,Label
"02/11/2025 12:54 PM ET","Campbell (County)","US-460E",212,"On US-460 East in the County of Campbell, in the vicinity of Oxford Furnace Rd; Rt. 662N/S (Campbell County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"02/11/2025 01:17 PM ET","Roanoke (County)","I-581N",6.64,"On I-581 North at mile marker 6.6 in the County of Roanoke, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"02/11/2025 10:25 AM ET","Carroll (County)","I-77S",24.1,"On I-77 South at mile marker 24.1 in the County of Carroll, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"02/11/2025 01:14 PM ET","Middlesex (County)","Rt. 619S (Middlesex County)",2.18,"On Rt. 619 South in the County of Middlesex, in the vicinity of General Puller Hwy, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"02/11/2025 09:31 AM ET","Augusta (County)","I-64W",99.9,"On I-64 West at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"02/11/2025 12:59 PM ET","Chesterfield (County)","VA-150S",13.2,"On VA-150 in the County of Chesterfield, in the vicinity of the ramp from Rt. 651, motorists can expect delays due to a vehicle crash. The south left shoulder, left lane, and center lane are closed.","Major Incident - Traffic - Vehicle Crash"
"02/11/2025 01:15 PM ET","Henrico (County)","I-64W",184,"On I-64 at mile marker 184 in the County of Henrico, motorists can expect delays due to a vehicle crash. The west right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"02/11/2025 01:03 PM ET","Chesterfield (County)","VA-150N",11.29,"On VA-150 North in the County of Chesterfield, in the vicinity of the ramp to VA-10, motorists can expect delays due to icy conditions.","Minor Incident - Icy Conditions - Advisory"
"02/11/2025 01:18 PM ET","Henrico (County)","I-64W",183,"On I-64 West at mile marker 183 in the County of Henrico, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"02/11/2025 01:09 PM ET","Bland (County)","I-77S",64.5,"On I-77 at mile marker 64.5 in the County of Bland, motorists can expect delays due to a tractor trailer crash. The south right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"02/11/2025 12:40 PM ET","Patrick (County)","VA-8N",25.8,"On VA-8 in the County of Patrick, in the vicinity of C C Camp Ln; Rt. 605E/W (Patrick County), motorists can expect potential delays due to a disabled tractor trailer. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Disabled Tractor Trailer"
"02/11/2025 12:58 PM ET","York (County)","I-64W",239.28,"On I-64 at mile marker 239.3 in the County of York, near Camp Peary, motorists can expect delays due to a vehicle crash. The west right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"02/11/2025 10:25 AM ET","Carroll (County)","I-77N",0,"On I-77 North at mile marker 0 in the County of Carroll, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"02/11/2025 12:29 PM ET","Amelia (County)","Rt. 636N (Amelia County)",0.25,"On Rt. 636 North in the County of Amelia, in the vicinity of Old Chula Rd; Rt. 740N/S (Amelia County), motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"02/11/2025 01:14 PM ET","Halifax (County)","US-58E",339.13,"On US-58 in the County of Halifax, in the vicinity of Bill Tuck Hwy; Pools Mill Trl; Rt. 731E/W (Halifax County), motorists can expect delays due to a tractor trailer crash. The east left shoulder and left lane are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"02/11/2025 01:00 PM ET","New Kent (County)","VA-30W",50.41,"On VA-30 in the County of New Kent, in the vicinity of Eltham Rd E; New Kent Hwy; VA-30E, VA-249E; VA-33E, motorists can expect delays due to a vehicle crash. The west left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"02/11/2025 01:18 PM ET","Henrico (County)","I-295S",29.4,"On I-295 at mile marker 29.4 in the County of Henrico, motorists can expect delays due to a vehicle crash. The south right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"02/11/2025 01:17 PM ET","Rockbridge (County)","US-60E",65.8,"On US-60 in the County of Rockbridge, in the vicinity of County/City/Town Line: BUENA VISTA, motorists can expect delays due to a tractor trailer crash. All east lanes are closed. All west lanes are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"02/11/2025 01:17 PM ET","James City (County)","I-64W",236.1,"On I-64 West at mile marker 236.1 in the County of James City, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"02/11/2025 01:10 PM ET","Henrico (County)","I-64W",195,"On I-64 at mile marker 195 in the County of Henrico, motorists can expect delays due to a vehicle crash. The west center lane, right lane, and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"02/11/2025 01:09 PM ET","Virginia Beach (City)","I-264E",16.71,"On I-264 at mile marker 16.7 in the City of Virginia Beach, near Independence Boulevard, motorists can expect delays due to a vehicle crash. The east right lane, right shoulder, entrance ramp, and exit 17B are closed.","Major Incident - Traffic - Vehicle Crash"
"02/11/2025 12:59 PM ET","Hampton (City)","I-64W",268.11,"On I-64 at mile marker 268.1 in the City of Hampton, near Settlers Landing Road, motorists can expect delays due to a vehicle crash. The west exit 267 narrows.","Minor Incident - Traffic - Vehicle Crash"
"02/11/2025 01:02 PM ET","Henrico (County)","I-295S",20.6,"On I-295 at mile marker 20.6 in the County of Henrico, motorists can expect delays due to a vehicle crash. The south right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"02/11/2025 12:53 PM ET","Roanoke (County)","US-221N",83.84,"On US-221 North in the County of Roanoke, in the vicinity of Airpoint Dr; Airpoint Rd; Rt. 1445E/W (Roanoke County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"02/11/2025 01:09 PM ET","Prince William (County)","I-66W",45.4,"On I-66 at mile marker 45.4 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"02/11/2025 01:15 PM ET","York (County)","I-64W",239.68,"On I-64 at mile marker 239.7 in the County of York, near Queens Creek, motorists can expect delays due to a vehicle crash. The west right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"02/11/2025 01:17 PM ET","York (County)","I-64W",235.76,"On I-64 at mile marker 235.8 in the County of York, near Lightfoot Road, motorists can expect delays due to a vehicle crash. The west right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"02/11/2025 07:00 AM ET","Sussex (County)","I-95S",20.4,"On I-95 at mile marker 20.4 in the County of Sussex, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"02/11/2025 01:18 PM ET","Henrico (County)","I-95N",82,"On I-95 at mile marker 82 in the County of Henrico, motorists can expect delays due to a vehicle crash. The north center lane, right lane, and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"02/11/2025 12:31 PM ET","Roanoke (City)","I-581N",0,"On I-581 at mile marker 0 in the City of Roanoke, motorists can expect delays due to a multi-vehicle crash. All north lanes are closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"02/11/2025 09:30 AM ET","Augusta (County)","I-64E",99.9,"On I-64 East at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
