Update Time,Jurisdiction,Route,MRM,Description,Label
"07/13/2025, 03:55 AM ET","Prince George (County)","Rt. 641N (Prince George County)",0.8,"On Rt. 641 in the County of Prince George, in the vicinity of Millstone Dr; Rt. 1105E/W (Prince George County), motorists can expect delays due to standing water. The north left shoulder and right shoulder are closed. The south left shoulder and right shoulder are closed.","Minor Incident - Standing Water - Advisory"
"07/13/2025, 11:06 AM ET","Fairfax (County)","On I-66W Express Lanes at mile marker 62.8","","On I-66W Express Lanes at mile marker 62.8 in the County of Fairfax, motorists can expect potential delays due to a disabled vehicle. The west left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/13/2025, 06:27 AM ET","Chesterfield (County)","Rt. 746N (Chesterfield County)",6,"On Rt. 746 in the County of Chesterfield, in the vicinity of E Hundred Rd; VA-10W, motorists can expect delays due to standing water. All north lanes are closed.","Major Incident - Standing Water - Closed"
"07/13/2025, 06:27 AM ET","Hanover (County)","Rt. 613E (Hanover County)",0.8,"On Rt. 613 East in the County of Hanover, in the vicinity of Mcclellan Rd; Rt. 628N/S (Hanover County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"07/13/2025, 10:55 AM ET","Loudoun (County)","US-15N",221.7,"On US-15 North in the County of Loudoun, in the vicinity of Raspberry Plain La, motorists can expect delays due to an incident.","Minor Incident - Traffic - Other Traffic"
"07/13/2025, 06:27 AM ET","Prince George (County)","Rt. 607E (Prince George County)",2.4,"On Rt. 607 East in the County of Prince George, in the vicinity of Sunnybrook Rd; FR-122N/S, motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"07/13/2025, 06:27 AM ET","Chesterfield (County)","Rt. 755E (Chesterfield County)",0.8,"On Rt. 755 East in the County of Chesterfield, in the vicinity of Redington Dr; Rt. 2070E/W (Chesterfield County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"07/13/2025, 11:12 AM ET","Spotsylvania (County)","I-95S",123.2,"On I-95 at mile marker 123.2 in the County of Spotsylvania, motorists can expect delays due to a disabled tractor trailer. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"07/13/2025, 11:04 AM ET","Caroline (County)","I-95N",110.8,"On I-95 at mile marker 110.8 in the County of Caroline, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/13/2025, 10:08 AM ET","Augusta (County)","I-81S",206.6,"On I-81 at mile marker 206.6 in the County of Augusta, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/13/2025, 06:28 AM ET","Chesterfield (County)","Rt. 672N (Chesterfield County)",2.5,"On Rt. 672 in the County of Chesterfield, in the vicinity of Redbridge Rd; Rt. 2510E/W (Chesterfield County), motorists can expect delays due to standing water. All north lanes are closed. All south lanes are closed.","Major Incident - Standing Water - Closed"
"07/13/2025, 11:01 AM ET","Carroll (County)","I-77S",12,"On I-77 at mile marker 12 in the County of Carroll, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/13/2025, 06:27 AM ET","Chesterfield (County)","Rt. 701E (Chesterfield County)",3,"On Rt. 701 East in the County of Chesterfield, in the vicinity of Whitepine Rd; Rt. 701W (Chesterfield County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"07/13/2025, 10:59 AM ET","Dinwiddie (County)","I-85S",52,"On I-85 at mile marker 52 in the County of Dinwiddie, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/13/2025, 11:01 AM ET","Norfolk (City)","I-64E",273.6,"On I-64 at mile marker 273.6 in the City of Norfolk, near 4th View Street, motorists can expect delays due to a disabled vehicle. The east left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/13/2025, 11:01 AM ET","Shenandoah (County)","I-81S",295.4,"On I-81 at mile marker 295.4 in the County of Shenandoah, motorists can expect delays due to a tractor trailer crash. The south right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"07/13/2025, 10:39 AM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 3.5 miles.","Major Incident - Traffic - Congestion/Delay"
"07/13/2025, 11:12 AM ET","Chesterfield (County)","I-95S",69.7,"On I-95 at mile marker 69.7 in the County of Chesterfield, motorists can expect delays due to a tractor trailer crash. The south exit 69 narrows.","Minor Incident - Traffic - Tractor Trailer Crash"
"07/13/2025, 11:12 AM ET","Prince William (County)","I-66E",40.4,"On I-66 at mile marker 40.4 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/13/2025, 06:27 AM ET","Hanover (County)","Rt. 635E (Hanover County)",1.3,"On Rt. 635 East in the County of Hanover, in the vicinity of Colts Neck Rd; Rt. 1507N/S (Hanover County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
