Update Time,Jurisdiction,Route,MRM,Description,Label
"04/01/2025 12:13 AM ET","Fairfax (County)","I-66W",55,"On I-66 at mile marker 55 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/01/2025 12:16 AM ET","Prince William (County)","I-95N",152,"On I-95 at mile marker 152 in the County of Prince William, motorists can expect delays due to a vehicle crash. The north left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"04/01/2025 12:00 AM ET","Loudoun (County)","Rt. 659S (Loudoun County)",7.8,"On Rt. 659 in the County of Loudoun, in the vicinity of Briarfield La; Evergreen Mills Rd; Rt. 621N/S (Loudoun County), motorists can expect delays due to a disabled vehicle. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Disabled Vehicle"
"04/01/2025 12:18 AM ET","Stafford (County)","I-95N",147.8,"On I-95 at mile marker 147.8 in the County of Stafford, motorists can expect delays due to a multi-vehicle crash. The north right lane and right shoulder are closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"03/31/2025 11:12 PM ET","Stafford (County)","I-95S",147.5,"On I-95 at mile marker 147.5 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The south left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/01/2025 12:09 AM ET","Henrico (County)","I-64E",196.2,"On I-64 at mile marker 196.2 in the County of Henrico, motorists can expect delays due to a vehicle crash. The east left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"04/01/2025 12:17 AM ET","Prince George (County)","I-95S",46.8,"On I-95 at mile marker 46.8 in the County of Prince George, motorists can expect delays due to a vehicle crash. The south right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"03/31/2025 11:55 PM ET","Richmond (County)","Rt. 624N (Richmond County)",3.5,"On Rt. 624 in the County of Richmond, in the vicinity of Chestnut Hill Rd; Rt. 621N/S (Richmond County), motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"04/01/2025 12:14 AM ET","Stafford (County)","I-95S",148,"On I-95 at mile marker 148 in the County of Stafford, motorists can expect delays due to a vehicle crash. The south left shoulder, left lane, and center lane are closed.","Major Incident - Traffic - Vehicle Crash"
"03/31/2025 11:02 PM ET","Fairfax (County)","Rt. 644E (Fairfax County)",7,"On Rt. 644 East in the County of Fairfax, in the vicinity of Elder Ave; Rt. 1223N/S (Fairfax County), motorists can expect delays due to standing water. Lane closures exist.","Minor Incident - Standing Water - Advisory"
"04/01/2025 12:17 AM ET","Prince William (County)","On I-66E Express Lanes at mile marker 46.3","","On I-66E Express Lanes at mile marker 46.3 in the County of Prince William, motorists can expect potential delays due to a vehicle crash. The east right lane is closed.","Major Incident - Traffic - Vehicle Crash"
"04/01/2025 12:17 AM ET","Fairfax (County)","On Burke Lake Road North at Foxhollow Lane","","On Burke Lake Road North at Foxhollow Lane in the County of Fairfax, motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"04/01/2025 12:02 AM ET","Hanover (County)","I-95N",92,"On I-95 at mile marker 92 in the County of Hanover, motorists can expect delays due to a disabled tractor trailer. The north exit 92B narrows.","Minor Incident - Traffic - Disabled Tractor Trailer"
"04/01/2025 12:17 AM ET","Arlington (County)","I-395S",7.5,"On I-395 at mile marker 7.5 in the County of Arlington, motorists can expect delays due to a vehicle crash. The south right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"04/01/2025 12:18 AM ET","Bland (County)","I-77S",67,"On I-77 South in the County of Bland, at East River Mountain Tunnel South, motorists can expect delays due to a bridge/tunnel stoppage.","Minor Incident - Traffic - Bridge/Tunnel Stoppage"
"04/01/2025 12:11 AM ET","Chesapeake (City)","I-464S",3,"On I-464 at mile marker 3 in the City of Chesapeake, near Freeman Avenue, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
