Update Time,Jurisdiction,Route,MRM,Description,Label
"05/05/2025 09:18 AM ET","Prince William (County)","On I-66E Express Lanes at mile marker 47.4","","On I-66E Express Lanes at mile marker 47.4 in the County of Prince William, motorists can expect potential delays due to a disabled tractor trailer. The east left shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"05/05/2025 10:55 AM ET","Shenandoah (County)","I-81S",269,"On I-81 South at mile marker 269 in the County of Shenandoah, motorists can expect delays due to congestion. Traffic backups are approximately 3.5 miles.","Major Incident - Traffic - Congestion/Delay"
"05/05/2025 10:42 AM ET","Prince William (County)","I-95S",154.6,"On I-95 at mile marker 154.6 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed. The south exit ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"05/05/2025 11:16 AM ET","Prince William (County)","I-95N",149.6,"On I-95 at mile marker 149.6 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/05/2025 11:05 AM ET","Virginia Beach (City)","I-264E",15.1,"On I-264 at mile marker 15.1 in the City of Virginia Beach, near Witchduck Road, motorists can expect delays due to a multi-vehicle crash. The east right center lane, right outside lane, right shoulder, and entrance ramp are closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"05/05/2025 11:09 AM ET","Arlington (County)","I-395N",7.6,"On I-395 at mile marker 7.6 in the County of Arlington, motorists can expect delays due to a disabled vehicle. The north left lane is closed.","Major Incident - Traffic - Disabled Vehicle"
"05/05/2025 09:38 AM ET","Augusta (County)","I-64W",99.9,"On I-64 West at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"05/05/2025 09:37 AM ET","Augusta (County)","I-64E",99.9,"On I-64 East at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"05/05/2025 10:48 AM ET","Loudoun (County)","Rt. 2201S (Loudoun County)",0.5,"On Rt. 2201 in the County of Loudoun, in the vicinity of S Riding Blvd; Stonewall Pond St; Rt. 2207E/W (Loudoun County), motorists can expect delays due to an incident. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Other Traffic"
"05/05/2025 11:16 AM ET","Frederick (County)","I-81S",309.6,"On I-81 at mile marker 309.6 in the County of Frederick, motorists can expect delays due to a vehicle crash. The south left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"05/05/2025 11:14 AM ET","Henrico (County)","I-295N",31.3,"On I-295 North at mile marker 31.3 in the County of Henrico, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"05/05/2025 11:11 AM ET","James City (County)","I-64E",230.9,"On I-64 at mile marker 230.9 in the County of James City, near Croaker Road, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/05/2025 10:07 AM ET","Henrico (County)","I-64E",176.7,"On I-64 at mile marker 176.7 in the County of Henrico, motorists can expect delays due to a tractor trailer crash. The east right center lane, right lane, and right shoulder are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"05/05/2025 09:52 AM ET","Henrico (County)","I-64E",177,"On I-64 at mile marker 177 in the County of Henrico, motorists can expect delays due to a tractor trailer crash. The east right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"05/05/2025 11:03 AM ET","Stafford (County)","I-95N",145.3,"On I-95 at mile marker 145.3 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/05/2025 11:14 AM ET","Rockbridge (County)","I-81S",202,"On I-81 South at mile marker 202 in the County of Rockbridge, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"05/05/2025 10:50 AM ET","Fairfax (County)","I-95R",167,"On I-95R at mile marker 167 in the County of Fairfax, motorists can expect potential delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/05/2025 11:16 AM ET","Fairfax (County)","I-395N",0.7,"On I-395 at mile marker 0.7 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/05/2025 11:16 AM ET","Fairfax (County)","I-95N",166.4,"On I-95 at mile marker 166.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
