Update Time,Jurisdiction,Route,MRM,Description,Label
"09/17/2025, 06:55 PM ET","Accomack (County)","Rt. 605N (Accomack County)",13.5,"On Rt. 605 North in the County of Accomack, in the vicinity of Locustville Rd; Rt. 789N/S (Accomack County), motorists can expect delays due to standing water.","Weather Incident - Standing Water - Advisory"
"09/18/2025, 12:12 AM ET","Newport News (City)","I-64E",255.5,"On I-64 at mile marker 255.5 in the City of Newport News, near Jefferson Avenue, motorists can expect delays due to a disabled vehicle. The east entrance ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"09/18/2025, 12:37 AM ET","Spotsylvania (County)","VA-208E",24.5,"On VA-208 North in the County of Spotsylvania, in the vicinity of Courthouse Rd, motorists can expect delays due to standing water. Lane closures exist.","Weather Incident - Standing Water - Closed"
"09/18/2025, 01:05 AM ET","Norfolk (City)","I-264E",9.2,"On I-264 at mile marker 9.2 in the City of Norfolk, near Ballentine Boulevard, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/17/2025, 08:37 PM ET","Loudoun (County)","Rt. 617E (Loudoun County)",1.1,"On Rt. 617 East in the County of Loudoun, in the vicinity of Stone School La, motorists can expect delays due to weather. Lane closures exist.","Weather Incident - Other Weather - Advisory"
"09/17/2025, 08:31 PM ET","Chesterfield (County)","Rt. 643E (Chesterfield County)",0,"On Rt. 643 East in the County of Chesterfield, in the vicinity of Belmont Rd; Turner Rd; Rt. 651E/W (Chesterfield County); Rt. 650N/S (Chesterfield County), motorists can expect delays due to standing water.","Weather Incident - Standing Water - Advisory"
"09/18/2025, 12:56 AM ET","Henry (County)","Rt. 778E (Henry County)",1.3,"On Rt. 778 in the County of Henry, in the vicinity of Barrows Mill Rd; Howard Dr; Omega Dr; Rt. 1080E/W (Henry County), motorists can expect delays due to a vehicle crash. All east lanes are closed. All west lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"09/17/2025, 06:55 PM ET","Accomack (County)","VA-180E",11.3,"On VA-180 East in the County of Accomack, in the vicinity of Atlantic Ave; Rt. 1701N/S (Accomack County), motorists can expect delays due to standing water.","Weather Incident - Standing Water - Advisory"
"09/18/2025, 01:14 AM ET","Hampton (City)","I-64E",261.9,"On I-64 at mile marker 261.9 in the City of Hampton, near Hampton Roads Center Parkway, motorists can expect delays due to a vehicle crash. The east left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"09/18/2025, 12:57 AM ET","Henrico (County)","I-95S",83.7,"On I-95 at mile marker 83.7 in the County of Henrico, motorists can expect delays due to a vehicle crash. The south left shoulder, left lane, and center lane are closed.","Major Incident - Traffic - Vehicle Crash"
"09/17/2025, 06:55 PM ET","Accomack (County)","VA-182E",3.7,"On VA-182 East in the County of Accomack, in the vicinity of Bradfords Neck Rd; Upshurs Neck Rd; Rt. 605N/S (Accomack County), motorists can expect delays due to standing water.","Weather Incident - Standing Water - Advisory"
