Update Time,Jurisdiction,Route,MRM,Description,Label
"04/02/2025 07:12 AM ET","Augusta (County)","Rt. 610W (Augusta County)",2.8,"On Rt. 610 in the County of Augusta, in the vicinity of Patton Farm Rd; Rt. 633N/S (Augusta County), motorists can expect delays due to a tractor trailer crash. All west lanes are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"04/02/2025 07:11 AM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 3.5 miles.","Major Incident - Traffic - Congestion/Delay"
"04/02/2025 06:59 AM ET","Chesapeake (City)","I-664S",15.8,"On I-664 at mile marker 15.8 in the City of Chesapeake, near Portsmouth Boulevard, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/02/2025 07:12 AM ET","Hampton (City)","I-64E",270,"On I-64 East in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to congestion. Traffic backups are approximately 3.0 miles.","Major Incident - Traffic - Congestion/Delay"
"04/02/2025 07:13 AM ET","Richmond (City)","I-95S",78.8,"On I-95 South at mile marker 78.8 in the City of Richmond, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"04/02/2025 07:11 AM ET","Chesapeake (City)","I-64W",293.4,"On I-64 West in the City of Chesapeake, at High Rise Bridge, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"04/02/2025 07:02 AM ET","Norfolk (City)","I-64R",284.2,"On I-64R at mile marker 284.1 in the City of Norfolk, near 264 Interchange, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/02/2025 07:02 AM ET","Chesterfield (County)","VA-288S",18.3,"On VA-288 in the County of Chesterfield, in the vicinity of the ramp to VA-288, motorists can expect delays due to a vehicle crash. The south exit ramp narrows.","Minor Incident - Traffic - Vehicle Crash"
"04/02/2025 07:03 AM ET","Fairfax (County)","I-95S",175.6,"On I-95 at mile marker 175.6 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/02/2025 07:10 AM ET","Newport News (City)","I-664S",7.8,"On I-664 South in the City of Newport News, at Monitor Merrimac Memorial Bridge Tunnel South, motorists can expect delays due to congestion. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Congestion/Delay"
"04/02/2025 06:53 AM ET","Stafford (County)","I-95N",132.8,"On I-95 at mile marker 132.8 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The north left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/02/2025 07:07 AM ET","Bland (County)","I-77S",47.8,"On I-77 in the County of Bland, at Big Walker Mountain Tunnel South, motorists can expect delays due to a bridge/tunnel stoppage. The south left shoulder and left lane are closed.","Major Incident - Traffic - Bridge/Tunnel Stoppage"
"04/02/2025 07:05 AM ET","York (County)","I-64E",243,"On I-64 at mile marker 243 in the County of York, near Busch Gardens, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
