Update Time,Jurisdiction,Route,MRM,Description,Label
"12/13/2025, 10:37 PM ET","Fredericksburg (City)","US-1N",145.9,"On US-1 in the City of Fredericksburg, in the vicinity of Twin Lake Dr; Wellington Lakes Dr; City Rt. 3950E/W (City of Fredericksburg), motorists can expect delays due to a vehicle crash. All north lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"12/13/2025, 10:32 PM ET","Goochland (County)","VA-288N",29.4,"On VA-288 in the County of Goochland, in the vicinity of the ramp to Tuckahoe Creek Parkway, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/13/2025, 10:30 PM ET","Spotsylvania (County)","I-95N",132,"On I-95 at mile marker 132 in the County of Spotsylvania, motorists can expect delays due to a vehicle crash. The north right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"12/13/2025, 10:33 PM ET","Greensville (County)","I-95S",17,"On I-95 South at mile marker 17 in the County of Greensville, motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"12/13/2025, 09:53 PM ET","Powhatan (County)","US-60W",167.1,"On US-60 West in the County of Powhatan, in the vicinity of Turnaround; Rt. 622N/S (Powhatan County), motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"12/13/2025, 10:36 PM ET","Richmond (City)","I-95S",79.3,"On I-95 at mile marker 79.3 in the City of Richmond, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/13/2025, 10:35 PM ET","Fairfax (County)","I-95N",171.6,"On I-95 at mile marker 171.6 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/13/2025, 08:44 PM ET","Fairfax (County)","VA-193E",5.1,"On VA-193 in the County of Fairfax, in the vicinity of Old Dominion Dr; Rt. 738E/W (Fairfax County), motorists can expect delays due to a vehicle crash. All east lanes are closed. All west lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"12/13/2025, 06:04 PM ET","Fairfax (County)","VA-28S",32,"On VA-28 in the County of Fairfax, in the vicinity of Braddock Rd; Rt. 620E/W (Fairfax County), motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/13/2025, 10:34 PM ET","Fairfax (County)","I-495N",46.2,"On I-495 at mile marker 46.2 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/13/2025, 09:49 PM ET","Campbell (County)","US-29N",64.9,"On US-29 in the County of Campbell, in the vicinity of Hyland Dr; Rt. 1602E/W (Campbell County), motorists can expect delays due to a vehicle fire. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Vehicle Fire"
