Update Time,Jurisdiction,Route,MRM,Description,Label
"11/04/2025, 04:53 PM ET","Lancaster (County)","Rt. 673N (Lancaster County)",1.6,"On Rt. 673 North in the County of Lancaster, in the vicinity of Devils Bottom Rd; Rt. 614E/W (Lancaster County), motorists can expect delays due to weather. Lane closures exist.","Weather Incident - Other Weather - Advisory"
"11/04/2025, 05:16 PM ET","Fairfax (County)","I-395N",2.3,"On I-395 at mile marker 2.3 in the County of Fairfax, motorists can expect delays due to a multi-vehicle crash. The north center lane, right lane, and right shoulder are closed. The north exit ramp narrows.","Major Incident - Traffic - Multi-Vehicle Crash"
"11/04/2025, 04:57 PM ET","Henrico (County)","I-295S",27.6,"On I-295 at mile marker 27.6 in the County of Henrico, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/04/2025, 05:11 PM ET","Chesapeake (City)","I-64W",289.6,"On I-64 at mile marker 289.6 in the City of Chesapeake, near Greenbriar Parkway, motorists can expect delays due to a disabled vehicle. The west inside right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/04/2025, 05:16 PM ET","Hampton (City)","I-64E",270,"On I-64 East in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to congestion. Traffic backups are approximately 1.5 miles.","Major Incident - Traffic - Congestion/Delay"
"11/04/2025, 05:06 PM ET","Pulaski (County)","I-81S",95.6,"On I-81 at mile marker 95.6 in the County of Pulaski, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/04/2025, 05:01 PM ET","Spotsylvania (County)","I-95N",128.5,"On I-95 at mile marker 128.5 in the County of Spotsylvania, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/04/2025, 05:15 PM ET","Fairfax (County)","I-95N",174,"On I-95 at mile marker 174 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/04/2025, 05:15 PM ET","Bedford (County)","US-221N",132.7,"On US-221 in the County of Bedford, in the vicinity of Otter River Dr; Rt. 9752N/S (Bedford County), motorists can expect delays due to a vehicle crash. All north lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"11/04/2025, 05:07 PM ET","Chesterfield (County)","I-95S",71.8,"On I-95 at mile marker 71.8 in the County of Chesterfield, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/04/2025, 04:55 PM ET","Fairfax (County)","I-66E",64.6,"On I-66 at mile marker 64.6 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/04/2025, 05:06 PM ET","Fairfax (County)","I-395N",2.5,"On I-395 at mile marker 2.5 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north exit ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"11/04/2025, 05:08 PM ET","Page (County)","Rt. 654N (Page County)",2.9,"On Rt. 654 in the County of Page, in the vicinity of Sedwick Rd; Rt. 653N/S (Page County), motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"11/04/2025, 11:46 AM ET","Chesterfield (County)","Rt. 1603E (Chesterfield County)",0,"On Rt. 1603 East in the County of Chesterfield, in the vicinity of Harrowgate Rd; VA-144N/S, motorists can expect delays due to weather. Lane closures exist.","Weather Incident - Other Weather - Advisory"
"11/04/2025, 04:31 PM ET","Fairfax (County)","On I-495N Express Lanes at mile marker 44.9","","On I-495N Express Lanes at mile marker 44.9 in the County of Fairfax, motorists can expect potential delays due to congestion.","Minor Incident - Traffic - Congestion/Delay"
"11/04/2025, 04:44 PM ET","Chesterfield (County)","I-95S",71,"On I-95 at mile marker 71 in the County of Chesterfield, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/04/2025, 05:01 PM ET","Stafford (County)","I-95N",135.7,"On I-95 at mile marker 135.7 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/04/2025, 04:42 PM ET","Fairfax (County)","VA-28S",35.5,"On VA-28 South in the County of Fairfax, in the vicinity of Ramp Intersection:MCLEAREN RD., motorists can expect delays due to a multi-vehicle crash.","Minor Incident - Traffic - Multi-Vehicle Crash"
"11/04/2025, 04:50 PM ET","Rockbridge (County)","I-81S",180.4,"On I-81 at mile marker 180.4 in the County of Rockbridge, motorists can expect delays due to a disabled tractor trailer. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"11/04/2025, 05:16 PM ET","Chesapeake (City)","I-64E",299.7,"On I-64 at mile marker 299.7 in the City of Chesapeake, near Bower Hill Interchange, motorists can expect delays due to a vehicle crash. The east exit 299B narrows.","Minor Incident - Traffic - Vehicle Crash"
