Update Time,Jurisdiction,Route,MRM,Description,Label
"04/26/2025 08:24 AM ET","Fairfax (County)","I-66E",49.8,"On I-66 at mile marker 49.8 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/26/2025 08:26 AM ET","Prince William (County)","US-15S",197.5,"On US-15 in the County of Prince William, in the vicinity of Dominion Valley Dr; Graduation Dr, motorists can expect delays due to a vehicle crash. All south lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"04/26/2025 08:06 AM ET","Carroll (County)","I-77S",24.1,"On I-77 South at mile marker 24.1 in the County of Carroll, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"04/26/2025 07:22 AM ET","Hanover (County)","Rt. 638N (Hanover County)",4,"On Rt. 638 North in the County of Hanover, in the vicinity of Atlee Rd; US-301N, VA-2N, motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"04/26/2025 08:30 AM ET","Botetourt (County)","I-81N",156,"On I-81 at mile marker 156 in the County of Botetourt, motorists can expect delays due to a disabled vehicle. The north exit ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"04/26/2025 08:08 AM ET","Stafford (County)","I-95N",146.7,"On I-95 at mile marker 146.7 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/26/2025 08:05 AM ET","Carroll (County)","I-77N",0,"On I-77 North at mile marker 0 in the County of Carroll, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"04/26/2025 08:27 AM ET","Rockbridge (County)","I-81S",188.7,"On I-81 South at mile marker 188.7 in the County of Rockbridge, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"04/26/2025 08:25 AM ET","Fairfax (County)","I-495S",52,"On I-495 at mile marker 52 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The south entrance ramp narrows.","Minor Incident - Traffic - Vehicle Crash"
"04/26/2025 08:01 AM ET","Alexandria (City)","I-395S",2.5,"On I-395 at mile marker 2.5 in the City of Alexandria, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
