Update Time,Jurisdiction,Route,MRM,Description,Label
"04/03/2025 07:01 AM ET","Carroll (County)","I-77N",0,"On I-77 North at mile marker 0 in the County of Carroll, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"04/03/2025 07:04 AM ET","Arlington (County)","I-66E",68.1,"On I-66 at mile marker 68.1 in the County of Arlington, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/03/2025 07:06 AM ET","Prince William (County)","I-95S",162.1,"On I-95 at mile marker 162.1 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/03/2025 07:13 AM ET","Shenandoah (County)","I-81S",272,"On I-81 at mile marker 272 in the County of Shenandoah, motorists can expect delays due to a vehicle fire. The south right shoulder is closed.","Minor Incident - Traffic - Vehicle Fire"
"04/03/2025 07:15 AM ET","Chesapeake (City)","I-64E",299.6,"On I-64 at mile marker 299.6 in the City of Chesapeake, near Bowers Hill Interchange, motorists can expect delays due to a disabled vehicle. The east left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/03/2025 07:00 AM ET","Spotsylvania (County)","I-95N",118,"On I-95 at mile marker 118 in the County of Spotsylvania, motorists can expect delays due to a disabled vehicle. The north exit ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"04/03/2025 06:53 AM ET","Fairfax (County)","I-95S",170.2,"On I-95 at mile marker 170.2 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/03/2025 06:07 AM ET","Fairfax (County)","ON I-66E Express Lanes at mile marker 58.8","","ON I-66E Express Lanes at mile marker 58.8 in the County of Fairfax, motorists can expect potential delays due to a disabled vehicle. The east left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/03/2025 07:09 AM ET","Fairfax (County)","I-95N",172,"On I-95 at mile marker 172 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/03/2025 07:01 AM ET","Carroll (County)","I-77S",24.1,"On I-77 South at mile marker 24.1 in the County of Carroll, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"04/03/2025 06:19 AM ET","Prince William (County)","I-95R",158.7,"On I-95R at mile marker 158.7 in the County of Prince William, motorists can expect potential delays due to a vehicle crash. The north left lane and right shoulder are alternating closures.","Major Incident - Traffic - Vehicle Crash"
"04/03/2025 07:02 AM ET","Carroll (County)","I-77N",0,"On I-77 North at mile marker 0 in the County of Carroll, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"04/03/2025 07:10 AM ET","Hampton (City)","I-64E",270,"On I-64 East in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to congestion. Traffic backups are approximately 3.0 miles.","Major Incident - Traffic - Congestion/Delay"
"04/03/2025 02:01 AM ET","Augusta (County)","I-64E",99.9,"On I-64 East at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"04/03/2025 07:09 AM ET","Fairfax (County)","Rt. 683W (Fairfax County)",1.6,"On Rt. 683 in the County of Fairfax, in the vicinity of Kelso Rd; Rt. 6120N/S (Fairfax County), motorists can expect delays due to a vehicle crash. All east lanes are closed. All west lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"04/03/2025 07:00 AM ET","Carroll (County)","I-77S",24.1,"On I-77 South at mile marker 24.1 in the County of Carroll, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"04/03/2025 02:02 AM ET","Augusta (County)","I-64W",99.9,"On I-64 West at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"04/03/2025 07:02 AM ET","Loudoun (County)","Rt. 625W (Loudoun County)",7.3,"On Rt. 625 in the County of Loudoun, in the vicinity of Larch Ct; Traction Pl; Rt. 1062N/S (Loudoun County); Rt. 1414N/S (Loudoun County), motorists can expect delays due to a vehicle crash. The west left lane and right lane are closed.","Major Incident - Traffic - Vehicle Crash"
"04/03/2025 06:47 AM ET","Fairfax (County)","I-495S",52.7,"On I-495 at mile marker 52.7 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/03/2025 07:01 AM ET","Prince William (County)","I-66E",42.5,"On I-66 at mile marker 42.5 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/03/2025 07:14 AM ET","Montgomery (County)","I-81N",122.5,"On I-81 at mile marker 122.5 in the County of Montgomery, motorists can expect delays due to a tractor trailer crash. The north right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"04/03/2025 06:56 AM ET","Chesterfield (County)","VA-288N",6.4,"On VA-288 in the County of Chesterfield, in the vicinity of the ramp from Ironbridge Road, motorists can expect delays due to a vehicle crash. The north right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"04/03/2025 07:12 AM ET","Rockbridge (County)","I-81N",186.6,"On I-81 at mile marker 186.6 in the County of Rockbridge, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
