Update Time,Jurisdiction,Route,MRM,Description,Label
"06/11/2025 07:07 AM ET","Norfolk (City)","I-464S",5.9,"On I-464 at mile marker 5.9 in the City of Norfolk, near Berkley Avenue, motorists can expect delays due to a disabled vehicle. The south exit ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 07:04 AM ET","Fairfax (County)","I-95N",164,"On I-95 at mile marker 164 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The north left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"06/11/2025 06:39 AM ET","Suffolk (City)","I-664N",8.9,"On I-664 North in the City of Suffolk, at Monitor Merrimac Memorial Bridge Tunnel North, motorists can expect delays due to congestion. Traffic backups are approximately 1.25 miles.","Major Incident - Traffic - Congestion/Delay"
"06/11/2025 07:13 AM ET","Loudoun (County)","Rt. 2020N (Loudoun County)",1.8,"On Rt. 2020 in the County of Loudoun, in the vicinity of Ashburn Village Blvd; Pavilion Pkwy, motorists can expect delays due to a vehicle crash. All north lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"06/11/2025 07:12 AM ET","Hanover (County)","I-95S",88,"On I-95 at mile marker 88 in the County of Hanover, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 07:08 AM ET","Petersburg (City)","I-95N",51.8,"On I-95 at mile marker 51.8 in the City of Petersburg, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 07:16 AM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 6.5 miles.","Major Incident - Traffic - Congestion/Delay"
"06/11/2025 07:17 AM ET","Norfolk (City)","I-64E",279,"On I-64 at mile marker 279 in the City of Norfolk, near Chesapeake Boulevard, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 06:49 AM ET","Hampton (City)","I-64E",270,"On I-64 East in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to congestion. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Congestion/Delay"
"06/11/2025 07:10 AM ET","Fairfax (County)","I-495N",53.3,"On I-495 at mile marker 53.3 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 06:50 AM ET","Chesapeake (City)","I-64E",289.8,"On I-64 at mile marker 289.8 in the City of Chesapeake, near Greenbrier Parkway, motorists can expect delays due to a disabled vehicle. The east inside right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 07:13 AM ET","Rockbridge (County)","I-81N",205,"On I-81 at mile marker 205 in the County of Rockbridge, motorists can expect delays due to a vehicle crash. The north right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"06/11/2025 07:06 AM ET","York (County)","I-64W",242.9,"On I-64 at mile marker 242.9 in the County of York, near Route 199, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 05:53 AM ET","Fairfax (County)","On I-495S Express Lanes at mile marker 47.4","","On I-495S Express Lanes at mile marker 47.4 in the County of Fairfax, motorists can expect potential delays due to a tractor trailer crash. The south left shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"06/11/2025 07:07 AM ET","Chesterfield (County)","I-95N",63.3,"On I-95 at mile marker 63.3 in the County of Chesterfield, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 07:08 AM ET","Fredericksburg (City)","I-95S",130.8,"On I-95 at mile marker 130.8 in the City of Fredericksburg, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 07:10 AM ET","Norfolk (City)","I-264W",7,"On I-264 West in the City of Norfolk, at Downtown Tunnel West, motorists can expect major delays due to congestion. Traffic backups are approximately 1.0 mile.","Minor Incident - Traffic - Congestion/Delay"
