Update Time,Jurisdiction,Route,MRM,Description,Label
"06/05/2025 10:08 AM ET","Louisa (County)","US-33E",75.4,"On US-33 in the County of Louisa, in the vicinity of Old Louisa Rd; Rt. 691N/S (Louisa County), motorists can expect delays due to a vehicle crash. All east lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"06/06/2025 09:21 AM ET","Spotsylvania (County)","Rt. 612N (Spotsylvania County)",5.3,"On Rt. 612 in the County of Spotsylvania, in the vicinity of Hidden View Dr; Noranda Dr; Rt. 1530N/S (Spotsylvania County), motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"06/06/2025 07:32 AM ET","Chesterfield (County)","Rt. 602E (Chesterfield County)",4.2,"On Rt. 602 East in the County of Chesterfield, in the vicinity of Eppes Falls Rd; Rt. 621N/S (Chesterfield County), motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"06/06/2025 09:26 AM ET","Hampton (City)","I-64E",261.3,"On I-64 at mile marker 261.3 in the City of Hampton, near Hampton Roads Center Parkway, motorists can expect delays due to a tractor trailer crash. The east left shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"06/06/2025 09:27 AM ET","Fairfax (County)","I-95S",163.6,"On I-95 at mile marker 163.6 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The south left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"06/06/2025 09:00 AM ET","Stafford (County)","I-95N",138,"On I-95 at mile marker 138 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/06/2025 09:25 AM ET","Henrico (County)","I-295N",28.7,"On I-295 at mile marker 28.7 in the County of Henrico, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/06/2025 09:27 AM ET","Roanoke (City)","I-581N",1,"On I-581 at mile marker 1 in the City of Roanoke, motorists can expect delays due to a vehicle crash. The north right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"06/06/2025 09:23 AM ET","Spotsylvania (County)","I-95S",120.5,"On I-95 at mile marker 120.5 in the County of Spotsylvania, motorists can expect delays due to a disabled vehicle. The south left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/06/2025 09:25 AM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 4.5 miles.","Major Incident - Traffic - Congestion/Delay"
"06/06/2025 08:49 AM ET","Fairfax (County)","I-66W",66.2,"On I-66 at mile marker 66.2 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/06/2025 09:29 AM ET","Norfolk (City)","I-64E",283.1,"On I-64 at mile marker 283.1 in the City of Norfolk, near Virginia Beach Boulevard, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/06/2025 09:28 AM ET","Fairfax (County)","I-95N",176.8,"On I-95 at mile marker 176.8 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
