Update Time,Jurisdiction,Route,MRM,Description,Label
"10/15/2025, 09:14 PM ET","Portsmouth (City)","I-264W",2.3,"On I-264 at mile marker 2.3 in the City of Portsmouth, near Greenwood Drive, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/15/2025, 09:11 PM ET","Fairfax (County)","I-495S",56.4,"On I-495 at mile marker 56.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south exit ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"10/15/2025, 09:03 PM ET","Mecklenburg (County)","VA-47N",1.7,"On VA-47 North in the County of Mecklenburg, in the vicinity of Radio Rd; Rt. 755N/S (Mecklenburg County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"10/15/2025, 08:59 PM ET","Fairfax (County)","I-95N",172.4,"On I-95 at mile marker 172.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/15/2025, 09:11 PM ET","Fairfax (County)","I-495N",50,"On I-495 at mile marker 50 in the County of Fairfax, motorists can expect delays due to a multi-vehicle crash. The north entrance ramp narrows.","Minor Incident - Traffic - Multi-Vehicle Crash"
"10/15/2025, 09:21 PM ET","Prince William (County)","I-95N",148.5,"On I-95 at mile marker 148.5 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/15/2025, 05:56 PM ET","Norfolk (City)","I-264",7.5,"On I-264 in the City of Norfolk, at Berkley Bridge, motorists can expect potential delays due to a disabled vehicle. The east left lane is closed.","Major Incident - Traffic - Disabled Vehicle"
"10/15/2025, 09:15 PM ET","Spotsylvania (County)","I-95N",126,"On I-95 at mile marker 126 in the County of Spotsylvania, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/15/2025, 08:34 PM ET","Franklin (County)","Rt. 678E (Franklin County)",3.7,"On Rt. 678 East in the County of Franklin, in the vicinity of Truman Hill Rd; Rt. 679N/S (Franklin County), motorists can expect delays due to a disabled vehicle. Lane closures exist.","Minor Incident - Traffic - Disabled Vehicle"
"10/15/2025, 08:24 PM ET","Carroll (County)","I-77S",24.1,"On I-77 at mile marker 24.1 in the County of Carroll, motorists can expect delays due to a tractor trailer crash. The south entrance ramp is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"10/15/2025, 09:15 PM ET","Caroline (County)","I-95N",108,"On I-95 North at mile marker 108 in the County of Caroline, motorists can expect delays due to a disabled tractor trailer.","Minor Incident - Traffic - Disabled Tractor Trailer"
"10/15/2025, 09:16 PM ET","Stafford (County)","I-95N",138.8,"On I-95 at mile marker 138.8 in the County of Stafford, motorists can expect delays due to a vehicle crash. The north left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"10/15/2025, 09:20 PM ET","Chesterfield (County)","VA-76W",4.2,"On VA-76 in the County of Chesterfield, in the vicinity of the ramp to Rt. 653, motorists can expect delays due to a vehicle crash. The west right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"10/15/2025, 09:15 PM ET","Newport News (City)","US-17S",50.4,"On US-17 in the City of Newport News, at James River Bridge (Rte 17), motorists can expect delays due to a disabled vehicle. The south right lane is closed.","Major Incident - Traffic - Disabled Vehicle"
"10/15/2025, 08:58 PM ET","Fairfax (County)","I-95S",164.4,"On I-95 at mile marker 164.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
