Update Time,Jurisdiction,Route,MRM,Description,Label
"10/21/2025, 11:37 PM ET","Fairfax (County)","I-495N",51,"On I-495 at mile marker 51 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/21/2025, 06:29 PM ET","Sussex (County)","VA-31N",2.4,"On VA-31 North in the County of Sussex, in the vicinity of Terrapin Rd; Rt. 629E/W (Sussex County), motorists can expect delays due to weather. Lane closures exist.","Weather Incident - Other Weather - Advisory"
"10/21/2025, 09:49 PM ET","Nottoway (County)","US-460E",287.4,"On US-460 in the County of Nottoway, in the vicinity of Morgan Circle Rd; Rocky Hill Rd; VA-153N/S, motorists can expect delays due to a vehicle crash. All east lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"10/22/2025, 12:15 AM ET","Henrico (County)","I-295S",45,"On I-295 at mile marker 45 in the County of Henrico, motorists can expect delays due to a vehicle crash. The south right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"10/21/2025, 09:38 PM ET","Powhatan (County)","US-60W",165.5,"On US-60 West in the County of Powhatan, in the vicinity of Red Lane Rd; Turnaround; Rt. 628N/S (Powhatan County), motorists can expect delays due to a disabled vehicle. Lane closures exist.","Minor Incident - Traffic - Disabled Vehicle"
"10/22/2025, 12:15 AM ET","Richmond (City)","I-95N",76.2,"On I-95 at mile marker 76.2 in the City of Richmond, motorists can expect delays due to an incident. The north right shoulder is closed.","Minor Incident - Traffic - Other Traffic"
"10/22/2025, 12:08 AM ET","Dinwiddie (County)","I-85S",52,"On I-85 South at mile marker 52 in the County of Dinwiddie, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"10/21/2025, 06:38 PM ET","Southampton (County)","Rt. 709W (Southampton County)",1.9,"On Rt. 709 West in the County of Southampton, in the vicinity of Melon Field Rd; Rt. 749N/S (Southampton County), motorists can expect delays due to weather. Lane closures exist.","Weather Incident - Other Weather - Advisory"
"10/22/2025, 12:20 AM ET","Fairfax (County)","I-495N",43,"On I-495 at mile marker 43 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north exit 43 is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/21/2025, 11:38 PM ET","Mecklenburg (County)","VA-47N",8,"On VA-47 North in the County of Mecklenburg, in the vicinity of Saffold Rd; Rt. 635N/S (Mecklenburg County), motorists can expect delays due to a vehicle fire. Lane closures exist.","Minor Incident - Traffic - Vehicle Fire"
"10/21/2025, 11:49 PM ET","Virginia Beach (City)","I-264W",15.3,"On I-264 at mile marker 15.3 in the City of Virginia Beach, near Witchduck Road, motorists can expect delays due to a vehicle crash. The west left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
