Update Time,Jurisdiction,Route,MRM,Description,Label
"07/08/2025, 07:03 AM ET","Fairfax (County)","On I-66E Express Lanes at mile marker 57.2","","On I-66E Express Lanes at mile marker 57.2 in the County of Fairfax, motorists can expect potential delays due to a vehicle crash. The east left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"07/08/2025, 01:11 PM ET","Chesterfield (County)","Rt. 746N (Chesterfield County)",0.2,"On Rt. 746 in the County of Chesterfield, in the vicinity of Jefferson Davis Hwy; Ruffin Mill Rd; US-1N/S; US-301N/S, motorists can expect delays due to a disabled vehicle. The north through lanes are closed.","Major Incident - Traffic - Disabled Vehicle"
"07/08/2025, 01:11 PM ET","Louisa (County)","VA-208E",9.7,"On VA-208 in the County of Louisa, in the vicinity of Davis Hwy; Jefferson Hwy; US-33E/W, motorists can expect delays due to a tractor trailer crash. The east right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"07/08/2025, 01:16 PM ET","Fairfax (County)","I-495N",46.1,"On I-495 at mile marker 46.1 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north exit 45 narrows.","Minor Incident - Traffic - Disabled Vehicle"
"07/08/2025, 01:10 PM ET","Fauquier (County)","VA-28S",11.1,"On VA-28 in the County of Fauquier, in the vicinity of Elk Run Rd; Old Dumfries Rd; Rt. 806N/S (Fauquier County); Rt. 667N/S (Fauquier County), motorists can expect delays due to a vehicle crash. All north lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"07/08/2025, 01:12 PM ET","Fairfax (County)","I-95N",164.4,"On I-95 at mile marker 164.4 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The north left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"07/08/2025, 12:57 PM ET","Northumberland (County)","Rt. 669N (Northumberland County)",5.3,"On Rt. 669 in the County of Northumberland, in the vicinity of Cobbs Hall Ln; Rt. 690E/W (Northumberland County), motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"07/08/2025, 12:36 PM ET","Washington (County)","Rt. 670E (Washington County)",9.1,"On Rt. 670 in the County of Washington, in the vicinity of Denton Valley Rd; Rt. 674E/W (Washington County), motorists can expect delays due to a vehicle crash. All east lanes are closed. All west lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"07/08/2025, 12:33 PM ET","Washington (County)","I-81S",4.8,"On I-81 at mile marker 4.8 in the County of Washington, motorists can expect delays due to a tractor trailer crash. The south right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"07/08/2025, 12:47 PM ET","Alexandria (City)","I-395R",4,"On I-395R at mile marker 4 in the City of Alexandria, motorists can expect potential delays due to a disabled vehicle. The south right lane is closed.","Major Incident - Traffic - Disabled Vehicle"
"07/08/2025, 01:10 PM ET","Fairfax (County)","I-95N",165.4,"On I-95 at mile marker 165.4 in the County of Fairfax, motorists can expect delays due to a tractor trailer crash. The north right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"07/08/2025, 12:55 PM ET","Richmond (City)","I-64W",192,"On I-64 at mile marker 192 in the City of Richmond, motorists can expect delays due to a disabled vehicle. The west center lane is closed.","Major Incident - Traffic - Disabled Vehicle"
"07/08/2025, 01:06 PM ET","Fairfax (County)","I-66W",57,"On I-66 at mile marker 57 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/08/2025, 01:15 PM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 2.5 miles.","Major Incident - Traffic - Congestion/Delay"
"07/08/2025, 12:58 PM ET","Fairfax (County)","I-495S",42.6,"On I-495 at mile marker 42.6 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/08/2025, 11:55 AM ET","Fairfax (County)","On I-66W Express Lanes at mile marker 58.9","","On I-66W Express Lanes at mile marker 58.9 in the County of Fairfax, motorists can expect potential delays due to a disabled vehicle. The west left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
