Update Time,Jurisdiction,Route,MRM,Description,Label
"06/13/2025, 04:09 PM ET","Newport News (City)","I-64E",257.9,"On I-64 at mile marker 257.9 in the City of Newport News, near J Clyde Morris Boulevard, motorists can expect delays due to a multi-vehicle crash. The east left shoulder, left lane, and left center lane are closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"06/13/2025, 03:54 PM ET","Arlington (County)","I-395N",9.6,"On I-395 at mile marker 9.6 in the County of Arlington, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/13/2025, 04:12 PM ET","Fairfax (County)","I-95N",173,"On I-95 at mile marker 173 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The north left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"06/13/2025, 03:32 PM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 7.5 miles.","Major Incident - Traffic - Congestion/Delay"
"06/13/2025, 03:29 PM ET","Hampton (City)","I-64E",270,"On I-64 in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect potential delays due to a bridge/tunnel stoppage. All east lanes are closed.","Major Incident - Traffic - Bridge/Tunnel Stoppage"
"06/13/2025, 04:12 PM ET","Prince William (County)","I-95S",150.6,"On I-95 at mile marker 150.6 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/13/2025, 04:10 PM ET","Fairfax (County)","I-95S",169.7,"On I-95 at mile marker 169.7 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/13/2025, 04:15 PM ET","Chesapeake (City)","I-464S",4,"On I-464 at mile marker 4 in the City of Chesapeake, near Poindexter Street, motorists can expect delays due to a vehicle crash. All south outside lanes are closed. The south outside exit 4 is closed.","Major Incident - Traffic - Vehicle Crash"
"06/13/2025, 12:20 PM ET","Fairfax (County)","On I-495N Express Lanes at mile marker 44.8","","On I-495N Express Lanes at mile marker 44.8 in the County of Fairfax, motorists can expect major delays due to congestion. Traffic backups are approximately 1.0 mile.","Minor Incident - Traffic - Congestion/Delay"
"06/13/2025, 04:07 PM ET","Richmond (City)","I-64E",186.8,"On I-64 at mile marker 186.8 in the City of Richmond, motorists can expect delays due to a vehicle crash. The east left shoulder and right shoulder are closed.","Minor Incident - Traffic - Vehicle Crash"
