Update Time,Jurisdiction,Route,MRM,Description,Label
"06/28/2025, 02:19 AM ET","New Kent (County)","I-64E",216.8,"On I-64 at mile marker 216.8 in the County of New Kent, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/28/2025, 02:20 AM ET","Arlington (County)","I-395S",6.9,"On I-395 at mile marker 6.9 in the County of Arlington, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/28/2025, 01:55 AM ET","Dinwiddie (County)","I-85S",50,"On I-85 at mile marker 50 in the County of Dinwiddie, motorists can expect delays due to a vehicle crash. The south right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"06/28/2025, 01:32 AM ET","Fairfax (County)","Rt. 1127N (Fairfax County)",0.1,"On Rt. 1127 North in the County of Fairfax, in the vicinity of Briar Ridge Rd, motorists can expect delays due to an incident. Lane closures exist.","Minor Incident - Traffic - Other Traffic"
"06/27/2025, 08:32 PM ET","Accomack (County)","Rt. 614W (Accomack County)",7,"On Rt. 614 in the County of Accomack, in the vicinity of Lankford Hwy; US-13S, near Wayside Drive, motorists can expect delays due to standing water. All east lanes are closed. All west lanes are closed.","Major Incident - Standing Water - Closed"
"06/28/2025, 01:58 AM ET","Norfolk (City)","I-64E",276.3,"On I-64 at mile marker 276.3 in the City of Norfolk, near 564 Interchange, motorists can expect delays due to a disabled vehicle. The east left shoulder and left lane are closed.","Major Incident - Traffic - Disabled Vehicle"
"06/27/2025, 02:21 PM ET","Augusta (County)","I-64E",99.9,"On I-64 East at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"06/28/2025, 02:07 AM ET","Montgomery (County)","I-81N",125.7,"On I-81 at mile marker 125.7 in the County of Montgomery, motorists can expect delays due to a vehicle crash. The north left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"06/28/2025, 02:14 AM ET","Fairfax (County)","I-95N",164.4,"On I-95 at mile marker 164.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/28/2025, 02:24 AM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 2.5 miles.","Major Incident - Traffic - Congestion/Delay"
"06/28/2025, 02:24 AM ET","Chesapeake (City)","I-264E",1.1,"On I-264 at mile marker 1.1 in the City of Chesapeake, near Bowers Hill Interchange, motorists can expect delays due to a vehicle crash. The east right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"06/27/2025, 05:41 PM ET","Augusta (County)","I-64W",99.9,"On I-64 West at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"06/27/2025, 02:17 PM ET","Powhatan (County)","US-60E",170.8,"On US-60 East in the County of Powhatan, in the vicinity of Holly Hills Rd; Turnaround; Rt. 1101N/S (Powhatan County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
