Update Time,Jurisdiction,Route,MRM,Description,Label
"09/05/2025, 10:11 AM ET","Fairfax (County)","I-495N",48,"On I-495 at mile marker 48 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/05/2025, 10:06 AM ET","Fairfax (County)","I-95S",164.9,"On I-95 at mile marker 164.9 in the County of Fairfax, motorists can expect delays due to a tractor trailer crash. The south right shoulder is closed. Traffic backups are approximately 5.0 miles.","Major Incident - Traffic - Tractor Trailer Crash"
"09/05/2025, 10:15 AM ET","York (County)","I-64W",240.6,"On I-64 at mile marker 240.6 in the County of York, near Colonial Parkway, motorists can expect delays due to a disabled vehicle. The west left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/05/2025, 10:07 AM ET","Washington (County)","I-81S",5,"On I-81 at mile marker 5 in the County of Washington, motorists can expect delays due to a disabled tractor trailer. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"09/05/2025, 10:08 AM ET","Spotsylvania (County)","I-95S",121.3,"On I-95 at mile marker 121.3 in the County of Spotsylvania, motorists can expect delays due to a disabled tractor trailer. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"09/05/2025, 07:27 AM ET","Grayson (County)","Rt. 850N (Grayson County)",0.3,"On Rt. 850 North in the County of Grayson, in the vicinity of Fishers Gap Rd; Rt. 785N/S (Grayson County), motorists can expect delays due to weather. Lane closures exist.","Weather Incident - Other Weather - Advisory"
"09/05/2025, 10:14 AM ET","Fairfax (County)","VA-28S",35.4,"On VA-28 in the County of Fairfax, in the vicinity of Willard Rd; Rt. 8457W (Fairfax County), motorists can expect delays due to a disabled vehicle. The south exit ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"09/05/2025, 10:00 AM ET","Petersburg (City)","I-95N",49.9,"On I-95 North at mile marker 49.9 in the City of Petersburg, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"09/05/2025, 09:54 AM ET","Petersburg (City)","I-95S",51.5,"On I-95 at mile marker 51.5 in the City of Petersburg, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/05/2025, 10:12 AM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 2.5 miles.","Major Incident - Traffic - Congestion/Delay"
"09/05/2025, 09:48 AM ET","Dinwiddie (County)","I-85N",61.6,"On I-85 at mile marker 61.6 in the County of Dinwiddie, motorists can expect delays due to a disabled tractor trailer. The north exit 61 narrows.","Minor Incident - Traffic - Disabled Tractor Trailer"
"09/05/2025, 09:46 AM ET","Chesapeake (City)","I-64W",293.4,"On I-64 in the City of Chesapeake, at High Rise Bridge, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/05/2025, 08:19 AM ET","Hanover (County)","Rt. 726S (Hanover County)",0,"On Rt. 726 in the County of Hanover, in the vicinity of Verdon Rd; Rt. 684E/W (Hanover County), motorists can expect delays due to weather. All north lanes are closed. All south lanes are closed.","Weather Incident - Other Weather - Closed"
