Update Time,Jurisdiction,Route,MRM,Description,Label
"04/11/2025 05:18 AM ET","Chesterfield (County)","Rt. 643E (Chesterfield County)",0,"On Rt. 643 in the County of Chesterfield, in the vicinity of Belmont Rd; Turner Rd; Rt. 651E/W (Chesterfield County); Rt. 650N/S (Chesterfield County), motorists can expect delays due to standing water. All west lanes are closed.","Major Incident - Standing Water - Closed"
"04/11/2025 10:14 AM ET","Henrico (County)","I-295S",38,"On I-295 at mile marker 38 in the County of Henrico, motorists can expect delays due to a vehicle crash. The south left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"04/11/2025 09:59 AM ET","Henrico (County)","I-295N",21.7,"On I-295 at mile marker 21.7 in the County of Henrico, motorists can expect delays due to a vehicle crash. The north left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"04/11/2025 10:13 AM ET","Washington (County)","US-58W",95.7,"On US-58 in the County of Washington, in the vicinity of US-11N, US-58E, motorists can expect delays due to a vehicle crash. All west lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"04/11/2025 10:12 AM ET","Frederick (County)","I-81S",307,"On I-81 at mile marker 307 in the County of Frederick, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/11/2025 10:14 AM ET","Hampton (City)","I-64W",264.5,"On I-64 at mile marker 264.5 in the City of Hampton, near Mercury Boulevard, motorists can expect delays due to a vehicle crash. The west right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"04/10/2025 10:28 PM ET","Stafford (County)","On I-95R Express Lanes at mile marker 135","","On I-95R Express Lanes at mile marker 135 in the County of Stafford, motorists can expect potential delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/11/2025 10:01 AM ET","Fairfax (County)","I-95S",169,"On I-95 at mile marker 169 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south entrance ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"04/11/2025 10:12 AM ET","Richmond (City)","I-64E",187,"On I-64 at mile marker 187 in the City of Richmond, motorists can expect delays due to a vehicle crash. The east left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"04/11/2025 09:53 AM ET","Hampton (City)","I-64E",270,"On I-64 East in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to congestion. Traffic backups are approximately 1.0 mile.","Minor Incident - Traffic - Congestion/Delay"
"04/11/2025 09:55 AM ET","Smyth (County)","VA-16N",31.2,"On VA-16 North in the County of Smyth, in the vicinity of Holden Dr; Solar Ln; Rt. 712E/W (Smyth County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"04/11/2025 10:01 AM ET","Suffolk (City)","I-664N",8.9,"On I-664 in the City of Suffolk, at Monitor Merrimac Memorial Bridge Tunnel North, motorists can expect potential delays due to a bridge/tunnel stoppage. All north lanes are closed.","Major Incident - Traffic - Bridge/Tunnel Stoppage"
