Update Time,Jurisdiction,Route,MRM,Description,Label
"11/02/2025, 12:43 PM ET","Greensville (County)","I-95S",3,"On I-95 at mile marker 3 in the County of Greensville, motorists can expect delays due to a multi-vehicle crash. The south right shoulder is closed. Traffic backups are approximately 2.5 miles.","Major Incident - Traffic - Multi-Vehicle Crash"
"11/02/2025, 01:14 PM ET","Fairfax (County)","I-66W",50.4,"On I-66 at mile marker 50.4 in the County of Fairfax, motorists can expect delays due to a multi-vehicle crash. The west left shoulder, left lane, center lane, and right lane are closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"11/02/2025, 12:37 PM ET","Arlington (County)","I-66W",70,"On I-66 at mile marker 70 in the County of Arlington, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/02/2025, 11:48 AM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 2.5 miles.","Major Incident - Traffic - Congestion/Delay"
"11/02/2025, 01:15 PM ET","Fairfax (County)","On I-66W Express Lanes at mile marker 50.4","","On I-66W Express Lanes at mile marker 50.4 in the County of Fairfax, motorists can expect potential delays due to a vehicle crash. The west left lane and right lane are closed.","Major Incident - Traffic - Vehicle Crash"
"11/02/2025, 12:35 PM ET","Loudoun (County)","Rt. 694E (Loudoun County)",2.1,"On Rt. 694 East in the County of Loudoun, in the vicinity of Sacred Heart La, motorists can expect delays due to an incident. Lane closures exist.","Minor Incident - Traffic - Other Traffic"
"11/02/2025, 12:48 PM ET","Rockingham (County)","I-81S",257,"On I-81 at mile marker 257 in the County of Rockingham, motorists can expect delays due to a disabled vehicle. The south exit ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"11/02/2025, 12:49 PM ET","Fairfax (County)","I-495N",43,"On I-495 at mile marker 43 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/02/2025, 11:59 AM ET","Fairfax (County)","I-66E",53.8,"On I-66 at mile marker 53.8 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/02/2025, 12:53 PM ET","Fairfax (County)","I-495N",49.7,"On I-495 at mile marker 49.7 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
