Update Time,Jurisdiction,Route,MRM,Description,Label
"06/29/2025, 09:18 PM ET","Roanoke (City)","I-581S",2,"On I-581 at mile marker 2 in the City of Roanoke, motorists can expect delays due to a vehicle crash. The south right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"06/29/2025, 09:42 PM ET","Hanover (County)","I-295S",32.8,"On I-295 at mile marker 32.8 in the County of Hanover, motorists can expect delays due to a vehicle crash. The south left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"06/29/2025, 09:12 PM ET","Warren (County)","Rt. 629E (Warren County)","","On Rt. 629 in the County of Warren, in the vicinity of Rocky Hollow Rd; Rt. 628N/S (Warren County), motorists can expect potential delays due to standing water. All east lanes are closed. All west lanes are closed.","Major Incident - Standing Water - Closed"
"06/29/2025, 09:36 PM ET","Virginia Beach (City)","I-264W",16.9,"On I-264 at mile marker 16.9 in the City of Virginia Beach, near Independence Boulevard, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/29/2025, 09:31 PM ET","Goochland (County)","I-64W",170,"On I-64 at mile marker 170 in the County of Goochland, motorists can expect delays due to a vehicle crash. The west right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"06/29/2025, 06:00 PM ET","Arlington (County)","I-395S",6.4,"On I-395 at mile marker 6.4 in the County of Arlington, motorists can expect delays due to a disabled vehicle. The south entrance ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"06/29/2025, 09:40 PM ET","Roanoke (County)","I-81N",140,"On I-81 at mile marker 140 in the County of Roanoke, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/29/2025, 08:39 PM ET","Warren (County)","Rt. 620N (Warren County)","","On Rt. 620 in the County of Warren, in the vicinity of Bennys Beach Rd; Dead End, motorists can expect potential delays due to standing water. All north lanes are closed. All south lanes are closed.","Major Incident - Standing Water - Closed"
"06/29/2025, 09:28 PM ET","Henrico (County)","I-295S",19,"On I-295 at mile marker 19 in the County of Henrico, motorists can expect delays due to a vehicle crash. The south left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"06/29/2025, 09:40 PM ET","Fairfax (County)","I-495S",54.5,"On I-495 at mile marker 54.5 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/29/2025, 09:40 PM ET","Hanover (County)","I-95N",89.5,"On I-95 at mile marker 89.5 in the County of Hanover, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
