Update Time,Jurisdiction,Route,MRM,Description,Label
"04/18/2025 09:15 PM ET","Fairfax (County)","I-95N",166.4,"On I-95 at mile marker 166.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/18/2025 04:24 PM ET","Augusta (County)","I-64W",99.9,"On I-64 West at mile marker 99.9 in the County of Augusta, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"04/18/2025 09:19 PM ET","Spotsylvania (County)","I-95N",120,"On I-95 at mile marker 120 in the County of Spotsylvania, motorists can expect delays due to a vehicle crash. The north left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"04/18/2025 09:19 PM ET","Fairfax (County)","I-95S",170,"On I-95 at mile marker 170 in the County of Fairfax, motorists can expect delays due to a disabled tractor trailer. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"04/18/2025 09:20 PM ET","Fairfax (County)","I-495N",50.6,"On I-495 at mile marker 50.6 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/18/2025 09:15 PM ET","Rockbridge (County)","I-81S",191,"On I-81 at mile marker 191 in the County of Rockbridge, motorists can expect delays due to a vehicle crash. The south right lane and right shoulder are closed. Traffic backups are approximately 4.0 miles.","Major Incident - Traffic - Vehicle Crash"
"04/18/2025 04:23 PM ET","Augusta (County)","I-64E",99.9,"On I-64 East at mile marker 99.9 in the County of Augusta, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"04/18/2025 09:11 PM ET","Carroll (County)","I-77N",0,"On I-77 North at mile marker 0 in the County of Carroll, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"04/18/2025 09:16 PM ET","Prince William (County)","I-95S",153,"On I-95 at mile marker 153 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/18/2025 09:03 PM ET","Caroline (County)","I-95S",108,"On I-95 at mile marker 108 in the County of Caroline, motorists can expect delays due to a disabled vehicle. The south left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/18/2025 09:03 PM ET","Frederick (County)","Rt. 771N (Frederick County)",0,"On Rt. 771 in the County of Frederick, in the vicinity of Red Oak Rd; Redland Rd; Rt. 701E/W (Frederick County), motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"04/18/2025 09:05 PM ET","Dinwiddie (County)","I-85S",66,"On I-85 at mile marker 66 in the County of Dinwiddie, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/18/2025 09:20 PM ET","Petersburg (City)","I-95S",52.8,"On I-95 at mile marker 52.8 in the City of Petersburg, motorists can expect delays due to a disabled tractor trailer. The south right lane and right shoulder are closed.","Major Incident - Traffic - Disabled Tractor Trailer"
"04/18/2025 09:12 PM ET","Carroll (County)","I-77S",24.1,"On I-77 South at mile marker 24.1 in the County of Carroll, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"04/18/2025 09:16 PM ET","Hampton (City)","I-64W",266.4,"On I-64 at mile marker 266.4 in the City of Hampton, near La Salle Avenue, motorists can expect delays due to a disabled vehicle. The west right lane and right shoulder are closed.","Major Incident - Traffic - Disabled Vehicle"
"04/18/2025 09:13 PM ET","Fairfax (County)","I-66E",59.5,"On I-66 at mile marker 59.5 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east exit 60 narrows.","Minor Incident - Traffic - Disabled Vehicle"
"04/18/2025 09:20 PM ET","Chesapeake (City)","I-64W",289.3,"On I-64 at mile marker 289.2 in the City of Chesapeake, near Greenbrier Parkway, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/18/2025 09:18 PM ET","Henrico (County)","I-295N",37.5,"On I-295 at mile marker 37.5 in the County of Henrico, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
