Update Time,Jurisdiction,Route,MRM,Description,Label
"11/24/2025, 09:29 AM ET","Caroline (County)","Rt. 671N (Caroline County)",2.5,"On Rt. 671 North in the County of Caroline, in the vicinity of Partlow Rd; Rt. 738N/S (Caroline County), motorists can expect delays due to weather.","Weather Incident - Other Weather - Advisory"
"11/24/2025, 01:28 PM ET","Augusta (County)","I-81S",224.2,"On I-81 at mile marker 224.2 in the County of Augusta, motorists can expect delays due to a disabled tractor trailer. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"11/24/2025, 01:22 PM ET","Albemarle (County)","US-29S",128.1,"On US-29 in the County of Albemarle, in the vicinity of Taylors Gap Rd; Rt. 710N/S (Albemarle County), motorists can expect delays due to a vehicle crash. All south lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"11/24/2025, 01:24 PM ET","Lynchburg (City)","US-460W",203.7,"On US-460 in the City of Lynchburg, in the vicinity of Ramp Intersection:FROM UNIVERSITY BLVD, motorists can expect delays due to a vehicle crash. The west right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"11/24/2025, 01:24 PM ET","Hampton (City)","I-64E",270,"On I-64 East in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to congestion. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Congestion/Delay"
"11/24/2025, 01:08 PM ET","Chesterfield (County)","VA-150N",13.2,"On VA-150 North in the County of Chesterfield, in the vicinity of the ramp at Chippenham, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"11/24/2025, 01:28 PM ET","Prince William (County)","US-29S",218.8,"On US-29 in the County of Prince William, in the vicinity of the ramp from I-66E/W, motorists can expect delays due to a vehicle crash. The south exit ramp narrows.","Minor Incident - Traffic - Vehicle Crash"
"11/24/2025, 01:02 PM ET","Fairfax (County)","I-95N",164.5,"On I-95 at mile marker 164.5 in the County of Fairfax, motorists can expect potential delays due to a disabled vehicle. The north left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/24/2025, 01:24 PM ET","Stafford (County)","I-95N",139.5,"On I-95 at mile marker 139.5 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/24/2025, 01:23 PM ET","Richmond (City)","I-95S",77,"On I-95 at mile marker 77 in the City of Richmond, motorists can expect delays due to a tractor trailer crash. The south right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"11/24/2025, 01:26 PM ET","Fairfax (County)","I-495N",43,"On I-495 at mile marker 43 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The north right lane is closed.","Major Incident - Traffic - Vehicle Crash"
"11/24/2025, 01:22 PM ET","Fairfax (County)","On I-495S Express Lanes at mile marker 42.8","","On I-495S Express Lanes at mile marker 42.8 in the County of Fairfax, motorists can expect potential delays due to a vehicle crash. The south left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"11/24/2025, 01:28 PM ET","Newport News (City)","I-64W",259.4,"On I-64 at mile marker 259.4 in the City of Newport News, near Harpersville Road, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/24/2025, 01:24 PM ET","Fairfax (County)","I-95N",161.5,"On I-95 at mile marker 161.5 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The north right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
