Update Time,Jurisdiction,Route,MRM,Description,Label
"05/04/2025 04:14 AM ET","Mecklenburg (County)","Rt. 669N (Mecklenburg County)",5.7,"On Rt. 669 in the County of Mecklenburg, in the vicinity of Bowers Rd; Rt. 672E/W (Mecklenburg County), motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"05/04/2025 04:19 AM ET","Rockbridge (County)","I-81N",188,"On I-81 at mile marker 188 in the County of Rockbridge, motorists can expect delays due to a vehicle crash. The north right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"05/04/2025 04:20 AM ET","Alleghany (County)","I-64E",16,"On I-64 at mile marker 16 in the County of Alleghany, motorists can expect delays due to a vehicle crash. The east right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"05/04/2025 03:31 AM ET","Augusta (County)","I-64E",99.9,"On I-64 East at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"05/04/2025 03:16 AM ET","Augusta (County)","I-64W",99.9,"On I-64 West at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"05/04/2025 03:23 AM ET","Rockingham (County)","Rt. 617N (Rockingham County)",9.9,"On Rt. 617 in the County of Rockingham, in the vicinity of Lohr Ln; Rt. 874N/S (Rockingham County), motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"05/04/2025 03:35 AM ET","Suffolk (City)","US-58W",477.2,"On US-58 in the City of Suffolk, in the vicinity of Ramp Intersection, near Weigh Station, motorists can expect delays due to a vehicle crash. All west lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"05/04/2025 03:28 AM ET","Dinwiddie (County)","I-85N",62.2,"On I-85 at mile marker 62.2 in the County of Dinwiddie, motorists can expect delays due to a vehicle crash. The north left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"05/04/2025 04:01 AM ET","Fairfax (County)","I-95N",174.3,"On I-95 at mile marker 174.3 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north entrance ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"05/04/2025 03:30 AM ET","Fairfax (County)","I-495S",47.9,"On I-495 at mile marker 47.9 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
