Update Time,Jurisdiction,Route,MRM,Description,Label
"07/31/2025, 07:15 AM ET","West Point (Town)","VA-30E",45.7,"On VA-30 in the Town of West Point, in the vicinity of County/City/Town Line: KING WILLIAM COUNTY LINE/NEW KENT COUNTY LINE/, motorists can expect delays due to a vehicle crash. The east left lane, right lane, and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"07/31/2025, 06:55 AM ET","Hampton (City)","I-64E",270,"On I-64 East in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to congestion. Traffic backups are approximately 1.0 mile.","Minor Incident - Traffic - Congestion/Delay"
"07/31/2025, 06:39 AM ET","Suffolk (City)","I-664N",8.9,"On I-664 North in the City of Suffolk, at Monitor Merrimac Memorial Bridge Tunnel North, motorists can expect delays due to congestion. Traffic backups are approximately 1.25 miles.","Major Incident - Traffic - Congestion/Delay"
"07/31/2025, 06:49 AM ET","Louisa (County)","I-64W",146.4,"On I-64 at mile marker 146.4 in the County of Louisa, motorists can expect delays due to a vehicle crash. The west right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"07/31/2025, 07:15 AM ET","Petersburg (City)","I-95S",49.7,"On I-95 at mile marker 49.7 in the City of Petersburg, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/31/2025, 06:37 AM ET","Giles (County)","Rt. 644E (Giles County)",1.9,"On Rt. 644 in the County of Giles, in the vicinity of Market Rd; Rt. 645N/S (Giles County), motorists can expect delays due to standing water. All east lanes are closed. All west lanes are closed.","Weather Incident - Standing Water - Closed"
"07/31/2025, 06:38 AM ET","Montgomery (County)","Rt. 663N (Montgomery County)",0.9,"On Rt. 663 in the County of Montgomery, in the vicinity of Hawley Rd; Snapdragon Ln; Spaulding Rd; Rt. 720E/W (Montgomery County), motorists can expect delays due to standing water. All north lanes are closed. All south lanes are closed.","Weather Incident - Standing Water - Closed"
"07/31/2025, 07:11 AM ET","Norfolk (City)","I-264E",10.6,"On I-264 at mile marker 10.6 in the City of Norfolk, near Ingleside, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/31/2025, 07:11 AM ET","Chesterfield (County)","I-95S",57.2,"On I-95 at mile marker 57.2 in the County of Chesterfield, motorists can expect delays due to a vehicle crash. The south left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"07/31/2025, 07:09 AM ET","Fairfax (County)","I-495N",53.1,"On I-495 at mile marker 53.1 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/31/2025, 07:04 AM ET","Chesterfield (County)","Rt. 2116N (Chesterfield County)",0.1,"On Rt. 2116 in the County of Chesterfield, in the vicinity of Mckenna Cir; Rt. 2132E/W (Chesterfield County), motorists can expect delays due to weather. All north lanes are closed. All south lanes are closed.","Weather Incident - Other Weather - Closed"
"07/31/2025, 06:53 AM ET","Fairfax (County)","Rt. 4721E (Fairfax County)",2.3,"On Rt. 4721 East in the County of Fairfax, in the vicinity of Triple Crown Rd; Rt. 4707E/W (Fairfax County), motorists can expect delays due to weather. Lane closures exist.","Weather Incident - Other Weather - Advisory"
"07/30/2025, 04:32 PM ET","Rockingham (County)","VA-276N",3.9,"On VA-276 North in the County of Rockingham, in the vicinity of E Timber Ridge Rd; W Timber Ridge Rd; Rt. 668E/W (Rockingham County), motorists can expect potential delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"07/31/2025, 07:16 AM ET","Chesterfield (County)","I-95S",73.4,"On I-95 at mile marker 73.4 in the County of Chesterfield, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/31/2025, 07:16 AM ET","Fairfax (County)","Rt. 729N (Fairfax County)",0,"On Rt. 729 North in the County of Fairfax, in the vicinity of Little River Tp; Little River Tpke; VA-236W, motorists can expect delays due to an incident.","Minor Incident - Traffic - Other Traffic"
"07/31/2025, 06:56 AM ET","Virginia Beach (City)","I-64E",286.3,"On I-64 at mile marker 286.3 in the City of Virginia Beach, near Providence Road, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
