Update Time,Jurisdiction,Route,MRM,Description,Label
"06/11/2025 02:07 PM ET","Prince William (County)","I-95S",160.9,"On I-95 at mile marker 160.9 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 02:27 PM ET","Augusta (County)","I-81N",225,"On I-81 at mile marker 225 in the County of Augusta, motorists can expect delays due to a disabled tractor trailer. The north exit ramp narrows.","Minor Incident - Traffic - Disabled Tractor Trailer"
"06/11/2025 02:24 PM ET","Chesterfield (County)","I-95N",59.5,"On I-95 at mile marker 59.5 in the County of Chesterfield, motorists can expect delays due to a vehicle crash. The north right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"06/11/2025 02:23 PM ET","Hampton (City)","I-64E",270,"On I-64 in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect potential delays due to a bridge/tunnel stoppage. All east lanes are closed.","Major Incident - Traffic - Bridge/Tunnel Stoppage"
"06/11/2025 02:26 PM ET","Richmond (City)","I-64W",192.2,"On I-64 at mile marker 192.2 in the City of Richmond, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 02:15 PM ET","Fairfax (County)","I-66E",59.3,"On I-66 at mile marker 59.3 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The east right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"06/11/2025 12:03 PM ET","Prince George (County)","US-460W",332.7,"On US-460 in the County of Prince George, in the vicinity of Alden Rd; Rt. 601E/W (Prince George County); Rt. 624N/S (Prince George County), motorists can expect delays due to a multi-vehicle crash. The west left shoulder and left lane are closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"06/11/2025 02:15 PM ET","Hanover (County)","I-295N",40.3,"On I-295 at mile marker 40.3 in the County of Hanover, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 02:25 PM ET","Fairfax (County)","I-66W",65.2,"On I-66 at mile marker 65.2 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The west exit ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 02:24 PM ET","Suffolk (City)","I-664S",13.8,"On I-664 at mile marker 13.8 in the City of Suffolk, near Western Freeway, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 02:24 PM ET","Fairfax (County)","I-495S",48,"On I-495 at mile marker 48 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 01:40 PM ET","Fairfax (County)","Rt. 650S (Fairfax County)",3.3,"On Rt. 650 South in the County of Fairfax, in the vicinity of Rt. 650S Ramp 3A (Fairfax County), motorists can expect delays due to an incident. Lane closures exist.","Minor Incident - Traffic - Other Traffic"
"06/11/2025 01:41 PM ET","Fairfax (County)","On I-496N Express Lanes at mile marker 44.6","","On I-496N Express Lanes at mile marker 44.6 in the County of Fairfax, motorists can expect potential delays due to congestion.","Minor Incident - Traffic - Congestion/Delay"
"06/11/2025 02:25 PM ET","James City (County)","I-64W",230.7,"On I-64 at mile marker 230.7 in the County of James City, near Croaker Road, motorists can expect delays due to a vehicle crash. The west left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"06/11/2025 02:00 PM ET","Fairfax (County)","I-95S",168.8,"On I-95 at mile marker 168.8 in the County of Fairfax, motorists can expect delays due to a disabled tractor trailer. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"06/11/2025 02:23 PM ET","Fairfax (County)","I-95N",175,"On I-95 at mile marker 175 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/11/2025 02:24 PM ET","Fairfax (County)","I-95N",171.3,"On I-95 at mile marker 171.3 in the County of Fairfax, motorists can expect delays due to an incident. The north entrance ramp narrows.","Minor Incident - Traffic - Other Traffic"
"06/11/2025 02:25 PM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 3.5 miles.","Major Incident - Traffic - Congestion/Delay"
"06/11/2025 02:14 PM ET","Fairfax (County)","I-395S",3,"On I-395 at mile marker 3 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
