Update Time,Jurisdiction,Route,MRM,Description,Label
"02/03/2025 10:08 AM ET","Carroll (County)","I-77N",7.1,"On I-77 at mile marker 7.1 in the County of Carroll, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"02/03/2025 10:11 AM ET","Prince William (County)","I-95N",148,"On I-95 at mile marker 148 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The north entrance ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"02/03/2025 10:10 AM ET","Norfolk (City)","I-64W",272.4,"On I-64 in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect potential delays due to a bridge/tunnel stoppage. All west lanes are closed.","Major Incident - Traffic - Bridge/Tunnel Stoppage"
"02/03/2025 08:04 AM ET","Amelia (County)","US-360E",109.52,"On US-360 in the County of Amelia, in the vicinity of Chula Rd; Rt. 604N/S (Amelia County), motorists can expect delays due to an incident. All east lanes are closed. All west lanes are closed.","Major Incident - Traffic - Other Traffic"
"02/02/2025 02:41 PM ET","Chesterfield (County)","Rt. 603E (Chesterfield County)",8.73,"On Rt. 603 East in the County of Chesterfield, in the vicinity of Black Rd; Clover Hill Rd; Coalboro Rd; Winterpock Rd; Rt. 664N/S (Chesterfield County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"02/03/2025 10:13 AM ET","New Kent (County)","I-64E",204.6,"On I-64 at mile marker 204.6 in the County of New Kent, motorists can expect delays due to a vehicle crash. The east left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"02/03/2025 09:38 AM ET","Fairfax (County)","On I-495N Express Lanes at mile marker 48.6","","On I-495N Express Lanes at mile marker 48.6 in the County of Fairfax, motorists can expect potential delays due to a disabled vehicle. The north left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"02/03/2025 09:59 AM ET","Chesterfield (County)","US-360W",118.05,"On US-360 in the County of Chesterfield, in the vicinity of Skinquarter Rd; Rt. 603E/W (Chesterfield County), motorists can expect delays due to a vehicle crash. The east left shoulder and left lane are closed. All west lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"02/03/2025 10:09 AM ET","Suffolk (City)","I-664N",8.9,"On I-664 in the City of Suffolk, at Monitor Merrimac Memorial Bridge Tunnel North, motorists can expect potential delays due to a bridge/tunnel stoppage. All north lanes are closed.","Major Incident - Traffic - Bridge/Tunnel Stoppage"
"02/02/2025 02:38 PM ET","Chesterfield (County)","Rt. 650N (Chesterfield County)",0,"On Rt. 650 North in the County of Chesterfield, in the vicinity of Belmont Rd; Turner Rd; Rt. 643E/W (Chesterfield County); Rt. 651E/W (Chesterfield County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"02/03/2025 10:10 AM ET","Chesterfield (County)","I-95S",59.6,"On I-95 South at mile marker 59.6 in the County of Chesterfield, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"02/03/2025 07:37 AM ET","Giles (County)","Rt. 749E (Giles County)",0.13,"On Rt. 749 in the County of Giles, in the vicinity of Pulaski Giles Tpke; VA-100N, motorists can expect delays due to standing water. All east lanes are closed. All west lanes are closed.","Major Incident - Standing Water - Closed"
"02/03/2025 09:39 AM ET","Amelia (County)","US-360W",107.29,"On US-360 West in the County of Amelia, in the vicinity of Elm Cottage Rd; Rt. 630N/S (Amelia County), motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"02/03/2025 10:07 AM ET","Fairfax (County)","I-66W",62.6,"On I-66 at mile marker 62.6 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"02/03/2025 07:36 AM ET","Giles (County)","Rt. 759N (Giles County)",0.1,"On Rt. 759 in the County of Giles, in the vicinity of Pleasant Hill Dr; Wolf Creek Hwy; Wolf Creek Rd; VA-61E/W, motorists can expect delays due to standing water. All north lanes are closed. All south lanes are closed.","Major Incident - Standing Water - Closed"
"02/03/2025 05:32 AM ET","Goochland (County)","I-64W",158,"On I-64 at mile marker 158 in the County of Goochland, motorists can expect delays due to a vehicle crash. The west left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"02/03/2025 10:03 AM ET","Southampton (County)","Rt. 616S (Southampton County)",17.32,"On Rt. 616 South in the County of Southampton, in the vicinity of General Mahone Blvd; US-460E/W; /PROCTORS BR. RD., motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
