Update Time,Jurisdiction,Route,MRM,Description,Label
"11/09/2025, 08:37 PM ET","Chesterfield (County)","VA-150S",11.3,"On VA-150 South in the County of Chesterfield, in the vicinity of the ramp from VA-10, motorists can expect delays due to standing water.","Weather Incident - Standing Water - Advisory"
"11/09/2025, 08:24 PM ET","Loudoun (County)","Rt. 659N (Loudoun County)",4.2,"On Rt. 659 North in the County of Loudoun, in the vicinity of Braddock Rd; Gum Spring Rd; Rt. 620E/W (Loudoun County), near Lennox Hale Drive, motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"11/09/2025, 08:10 PM ET","Henry (County)","Rt. 687E (Henry County)",17.8,"On Rt. 687 East in the County of Henry, in the vicinity of Lee Ford Camp Rd; Magna Vista School Rd; Turfman Dr; Rt. 1060N/S (Henry County), motorists can expect delays due to a disabled vehicle. Lane closures exist.","Minor Incident - Traffic - Disabled Vehicle"
"11/09/2025, 08:20 PM ET","Augusta (County)","I-64E",89,"On I-64 at mile marker 89 in the County of Augusta, motorists can expect delays due to a vehicle crash. The east right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"11/09/2025, 08:33 PM ET","Henrico (County)","I-295N",38.5,"On I-295 at mile marker 38.5 in the County of Henrico, motorists can expect delays due to a vehicle crash. The north left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"11/09/2025, 08:39 PM ET","Chesterfield (County)","VA-150N",13,"On VA-150 North in the County of Chesterfield, in the vicinity of the ramp from VA-10, motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"11/09/2025, 08:23 PM ET","Albemarle (County)","I-64W",124,"On I-64 at mile marker 124 in the County of Albemarle, motorists can expect delays due to a vehicle crash. The west left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"11/09/2025, 08:35 PM ET","Rockbridge (County)","I-81S",202.2,"On I-81 at mile marker 202.2 in the County of Rockbridge, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/09/2025, 08:38 PM ET","Fairfax (County)","I-395S",4,"On I-395 at mile marker 4 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The south exit ramp narrows.","Minor Incident - Traffic - Vehicle Crash"
"11/09/2025, 08:01 PM ET","Carroll (County)","I-77S",24.1,"On I-77 South at mile marker 24.1 in the County of Carroll, motorists can expect delays due to high wind.","Weather Incident - High Wind - Advisory"
"11/09/2025, 08:00 PM ET","Carroll (County)","I-77N",0,"On I-77 North at mile marker 0 in the County of Carroll, motorists can expect delays due to high wind.","Weather Incident - High Wind - Advisory"
"11/09/2025, 07:15 PM ET","Fairfax (County)","I-495S",45.7,"On I-495 at mile marker 45.7 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/09/2025, 08:39 PM ET","Fredericksburg (City)","VA-3E",31.9,"On VA-3 East in the City of Fredericksburg, in the vicinity of the ramp to and from I-95, motorists can expect delays due to weather.","Weather Incident - Other Weather - Advisory"
"11/09/2025, 08:31 PM ET","Fairfax (County)","I-95N",165.1,"On I-95 at mile marker 165.1 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/09/2025, 08:35 PM ET","Chesterfield (County)","VA-150S",13,"On VA-150 in the County of Chesterfield, in the vicinity of the ramp to VA-10, motorists can expect delays due to a multi-vehicle crash. The south left shoulder and right shoulder are closed.","Minor Incident - Traffic - Multi-Vehicle Crash"
"11/09/2025, 08:20 PM ET","Fairfax (County)","I-95N",166,"On I-95 at mile marker 166 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/09/2025, 08:34 PM ET","Fairfax (County)","I-495N",50.6,"On I-495 at mile marker 50.6 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
