Update Time,Jurisdiction,Route,MRM,Description,Label
"09/11/2025, 06:04 AM ET","Fairfax (County)","I-66W",54.9,"On I-66 at mile marker 54.9 in the County of Fairfax, motorists can expect delays due to a multi-vehicle crash. The west right center lane, right lane, and right shoulder are closed. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Multi-Vehicle Crash"
"09/11/2025, 06:15 AM ET","Suffolk (City)","I-664N",13.7,"On I-664 at mile marker 13.7 in the City of Suffolk, near Bridge Road, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/11/2025, 06:00 AM ET","Fairfax (County)","I-95S",164,"On I-95 at mile marker 164 in the County of Fairfax, motorists can expect delays due to a disabled tractor trailer. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"09/11/2025, 06:07 AM ET","Fairfax (County)","I-395N",4.6,"On I-395 at mile marker 4.6 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/11/2025, 06:11 AM ET","Virginia Beach (City)","I-264E",15.4,"On I-264 at mile marker 15.4 in the City of Virginia Beach, near Witchduck Road, motorists can expect delays due to a vehicle crash. The east right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"09/11/2025, 06:08 AM ET","Chesapeake (City)","I-64W",290.2,"On I-64 at mile marker 290.1 in the City of Chesapeake, near Greenbrier Parkway, motorists can expect delays due to a disabled vehicle. The west outside right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/11/2025, 06:16 AM ET","Fairfax (County)","I-495N",53,"On I-495 at mile marker 53 in the County of Fairfax, motorists can expect delays due to a multi-vehicle crash. The north left lane is closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"09/11/2025, 05:57 AM ET","Essex (County)","Rt. 627E (Essex County)",12.1,"On Rt. 627 East in the County of Essex, in the vicinity of Scotts Mill Rd; County/City/Town Line: TAPP, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"09/11/2025, 06:13 AM ET","Portsmouth (City)","VA-164 East near High Street","","VA-164 East near High Street in the City of Portsmouth, motorists can expect potential delays due to a multi-vehicle crash. The east left lane and right lane are closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"09/11/2025, 06:13 AM ET","Hampton (City)","I-64E",270,"On I-64 East in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to congestion. Traffic backups are approximately 1.0 mile.","Minor Incident - Traffic - Congestion/Delay"
"09/11/2025, 06:14 AM ET","Newport News (City)","I-664S",7.8,"On I-664 in the City of Newport News, at Monitor Merrimac Memorial Bridge Tunnel South, motorists can expect delays due to a disabled vehicle. The south right lane and right shoulder are closed.","Major Incident - Traffic - Disabled Vehicle"
