Update Time,Jurisdiction,Route,MRM,Description,Label
"08/16/2025, 10:26 PM ET","Greensville (County)","I-95S",4.5,"On I-95 South at mile marker 4.5 in the County of Greensville, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"08/16/2025, 11:05 PM ET","New Kent (County)","I-64W",212.8,"On I-64 at mile marker 212.8 in the County of New Kent, motorists can expect delays due to a vehicle crash. The west left shoulder, left lane, and right lane are closed.","Major Incident - Traffic - Vehicle Crash"
"08/16/2025, 11:19 PM ET","Hampton (City)","I-64E",270,"On I-64 in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to a disabled vehicle. All east lanes are closed.","Major Incident - Traffic - Disabled Vehicle"
"08/16/2025, 09:31 PM ET","Chesapeake (City)","I-664S",18,"On I-664 at mile marker 18 in the City of Chesapeake, near Dock Landing Road, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"08/16/2025, 11:23 PM ET","Fairfax (County)","I-495N",55.6,"On I-495 at mile marker 55.6 in the County of Fairfax, motorists can expect delays due to a disabled tractor trailer. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"08/16/2025, 11:06 PM ET","Norfolk (City)","I-564W",0.8,"On I-564 at mile marker 0.8 in the City of Norfolk, near Terminal Boulevard, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"08/16/2025, 11:15 PM ET","Norfolk (City)","I-264E",13.3,"On I-264 at mile marker 13.3 in the City of Norfolk, near 64 Interchange, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"08/16/2025, 11:22 PM ET","Fairfax (County)","I-66E",64,"On I-66 at mile marker 64 in the County of Fairfax, motorists can expect delays due to a tractor trailer crash. The east right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"08/16/2025, 10:48 PM ET","Fairfax (County)","I-66E",57.9,"On I-66 at mile marker 57.9 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"08/16/2025, 09:36 PM ET","Chesterfield (County)","Rt. 638E (Chesterfield County)",6.5,"On Rt. 638 in the County of Chesterfield, in the vicinity of Meadow Oaks Blvd; Rt. 5450N/S (Chesterfield County), motorists can expect delays due to weather. All east lanes are closed. All west lanes are closed.","Weather Incident - Other Weather - Closed"
"08/16/2025, 10:39 PM ET","Chesterfield (County)","VA-10E",15.6,"On VA-10 in the County of Chesterfield, in the vicinity of Old Centralia Rd; Rt. 609N/S (Chesterfield County), motorists can expect delays due to other security/police activity. All east lanes are closed. All west lanes are closed.","Major Incident - Security/Police Activity - Other Security/Police Activity"
"08/16/2025, 01:37 PM ET","King George (County)","Rt. 690N (King George County)",0,"On Rt. 690 in the County of King George, in the vicinity of Colbys Ln; Hudson Ln; Kings Hwy; VA-3W, motorists can expect delays due to standing water. All north lanes are closed. All south lanes are closed.","Weather Incident - Standing Water - Closed"
"08/16/2025, 09:21 PM ET","James City (County)","VA-30E",60,"On VA-30 in the County of James City, in the vicinity of Ashington Way; Rt. 1070N/S (James City County), motorists can expect delays due to a sinkhole. The east left shoulder and left lane are closed.","Major Incident - Disaster (Natural/Man-Made) - Sinkhole"
