Update Time,Jurisdiction,Route,MRM,Description,Label
"05/11/2025 09:17 PM ET","Prince William (County)","I-95S",158.5,"On I-95 at mile marker 158.5 in the County of Prince William, motorists can expect delays due to a vehicle crash. The south right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"05/11/2025 09:36 PM ET","Louisa (County)","I-64W",135,"On I-64 at mile marker 135 in the County of Louisa, motorists can expect delays due to a vehicle crash. The west right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"05/11/2025 09:29 PM ET","Hampton (City)","I-64E",266.7,"On I-64 at mile marker 266.7 in the City of Hampton, near Settlers Landing Road, motorists can expect delays due to a disabled vehicle. The east right lane and right shoulder are closed.","Major Incident - Traffic - Disabled Vehicle"
"05/11/2025 09:29 PM ET","Buchanan (County)","VA-83W",37.6,"On VA-83 in the County of Buchanan, in the vicinity of Rt. 718N/S (Buchanan County), motorists can expect delays due to a vehicle crash. All east lanes are closed. All west lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"05/11/2025 09:28 PM ET","Shenandoah (County)","I-81N",293.4,"On I-81 at mile marker 293.4 in the County of Shenandoah, motorists can expect delays due to a vehicle crash. The north right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"05/11/2025 09:31 PM ET","Fairfax (County)","I-495N",43.2,"On I-495 at mile marker 43.2 in the County of Fairfax, motorists can expect delays due to a disabled tractor trailer. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"05/11/2025 09:37 PM ET","Dinwiddie (County)","Rt. 611N (Dinwiddie County)",8.9,"On Rt. 611 North in the County of Dinwiddie, in the vicinity of Cox Rd; Poole Siding Rd; Rt. 751E/W (Dinwiddie County); Rt. 716E/W (Dinwiddie County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"05/11/2025 09:38 PM ET","Henrico (County)","I-295S",21.7,"On I-295 at mile marker 21.7 in the County of Henrico, motorists can expect delays due to a tractor trailer crash. The south left shoulder and left lane are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"05/11/2025 09:36 PM ET","Suffolk (City)","I-664S",13.3,"On I-664 at mile marker 13.3 in the City of Suffolk, near Western Freeway, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/11/2025 09:36 PM ET","Spotsylvania (County)","I-95N",124.1,"On I-95 at mile marker 124.1 in the County of Spotsylvania, motorists can expect delays due to a tractor trailer crash. The north right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"05/11/2025 09:09 PM ET","Fairfax (County)","I-95N",169,"On I-95 at mile marker 169 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/11/2025 09:31 PM ET","Fairfax (County)","I-95S",171,"On I-95 at mile marker 171 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
