Update Time,Jurisdiction,Route,MRM,Description,Label
"06/10/2025 06:18 AM ET","Richmond (City)","I-95S",76.3,"On I-95 at mile marker 76.3 in the City of Richmond, motorists can expect delays due to a multi-vehicle crash. The south right lane and right shoulder are closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"06/10/2025 06:08 AM ET","Norfolk (City)","I-64E",276.2,"On I-64 at mile marker 276.2 in the City of Norfolk, near Granby Street, motorists can expect delays due to a disabled vehicle. The east left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/10/2025 06:18 AM ET","Virginia Beach (City)","I-64W",286.9,"On I-64 at mile marker 286.9 in the City of Virginia Beach, near Providence Road, motorists can expect potential delays due to an incident. The east left lane is closed.","Major Incident - Traffic - Other Traffic"
"06/10/2025 06:18 AM ET","Prince William (County)","I-66E",36.8,"On I-66 East at mile marker 36.8 in the County of Prince William, motorists can expect delays due to a vehicle crash. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Vehicle Crash"
"06/10/2025 06:18 AM ET","Prince George (County)","I-95N",46.3,"On I-95 at mile marker 46.3 in the County of Prince George, motorists can expect delays due to a vehicle crash. All north lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"06/10/2025 06:07 AM ET","Fairfax (County)","I-495N",48.4,"On I-495 at mile marker 48.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/10/2025 06:10 AM ET","Prince George (County)","I-95N",45.1,"On I-95 at mile marker 45.1 in the County of Prince George, motorists can expect delays due to an incident. All north lanes are closed.","Major Incident - Traffic - Other Traffic"
"06/10/2025 06:11 AM ET","Chesapeake (City)","I-664N",16.5,"On I-664 at mile marker 16.4 in the City of Chesapeake, near Portsmouth Boulevard, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/10/2025 06:15 AM ET","Henrico (County)","I-295N",50.1,"On I-295 at mile marker 50.1 in the County of Henrico, motorists can expect delays due to a vehicle crash. The north left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"06/10/2025 06:10 AM ET","Henrico (County)","I-295S",21,"On I-295 South at mile marker 21 in the County of Henrico, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"06/10/2025 06:03 AM ET","Prince William (County)","I-95S",157.2,"On I-95 at mile marker 157.2 in the County of Prince William, motorists can expect delays due to a disabled tractor trailer. The south entrance ramp narrows.","Minor Incident - Traffic - Disabled Tractor Trailer"
"06/10/2025 05:38 AM ET","Arlington (County)","I-395S",7.4,"On I-395 at mile marker 7.4 in the County of Arlington, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/10/2025 06:17 AM ET","Loudoun (County)","US-15S",222.6,"On US-15 in the County of Loudoun, in the vicinity of Selma La, motorists can expect delays due to a vehicle crash. All south lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"06/10/2025 06:15 AM ET","Franklin (County)","Rt. 756E (Franklin County)",3.1,"On Rt. 756 East in the County of Franklin, in the vicinity of Madcap Rd; Rt. 736N/S (Franklin County), motorists can expect delays due to a disabled tractor trailer. Lane closures exist.","Minor Incident - Traffic - Disabled Tractor Trailer"
"06/10/2025 06:19 AM ET","Botetourt (County)","US-220N",80.5,"On US-220 North in the County of Botetourt, in the vicinity of Ashley Way; Rt. 1126E/W (Botetourt County); Rt. 839E/W (Botetourt County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
