Update Time,Jurisdiction,Route,MRM,Description,Label
"08/27/2025, 11:17 AM ET","Carroll (County)","I-77N",0,"On I-77 North at mile marker 0 in the County of Carroll, motorists can expect delays due to high wind.","Weather Incident - High Wind - Advisory"
"08/27/2025, 12:00 PM ET","Norfolk (City)","I-64W",272.4,"On I-64 in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect potential delays due to a bridge/tunnel stoppage. All west lanes are closed.","Major Incident - Traffic - Bridge/Tunnel Stoppage"
"08/27/2025, 11:09 AM ET","Arlington (County)","VA-120E",1.1,"On VA-120 East in the County of Arlington, in the vicinity of Chesterbrook Rd; Rt. 6770N/S (Arlington County), motorists can expect delays due to an incident.","Minor Incident - Traffic - Other Traffic"
"08/27/2025, 11:18 AM ET","Carroll (County)","I-77S",24.1,"On I-77 South at mile marker 24.1 in the County of Carroll, motorists can expect delays due to high wind.","Weather Incident - High Wind - Advisory"
"08/27/2025, 12:20 PM ET","Chesterfield (County)","VA-150S",10.9,"On VA-150 in the County of Chesterfield, in the vicinity of the ramp at Chippenham, motorists can expect delays due to a vehicle crash. The south exit ramp is closed.","Minor Incident - Traffic - Vehicle Crash"
"08/27/2025, 12:21 PM ET","Fairfax (County)","US-50E",77,"On US-50 in the County of Fairfax, in the vicinity of the ramp from I-495N, motorists can expect delays due to an incident. The east left shoulder, left lane, left center lane, right center lane, and entrance ramp are closed.","Major Incident - Traffic - Other Traffic"
"08/27/2025, 12:07 PM ET","Fairfax (County)","I-66E",55.9,"On I-66 at mile marker 55.9 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"08/27/2025, 12:21 PM ET","Rockbridge (County)","I-81S",198,"On I-81 at mile marker 198 in the County of Rockbridge, motorists can expect delays due to a tractor trailer crash. The south left shoulder and left lane are closed. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Tractor Trailer Crash"
"08/27/2025, 12:16 PM ET","Chesapeake (City)","I-64W",293.1,"On I-64 at mile marker 293.1 in the City of Chesapeake, near Great Bridge Boulevard, motorists can expect delays due to a disabled tractor trailer. The west exit 292 narrows.","Minor Incident - Traffic - Disabled Tractor Trailer"
"08/27/2025, 12:11 PM ET","Henrico (County)","I-64E",180,"On I-64 at mile marker 180 in the County of Henrico, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"08/27/2025, 12:16 PM ET","Botetourt (County)","US-460E",163.4,"On US-460 East in the County of Botetourt, in the vicinity of Rt. 1425N/S (Botetourt County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"08/27/2025, 12:20 PM ET","Shenandoah (County)","I-81S",287.7,"On I-81 at mile marker 287.7 in the County of Shenandoah, motorists can expect delays due to a tractor trailer crash. The south right shoulder is closed. Traffic backups are approximately 5.5 miles.","Major Incident - Traffic - Tractor Trailer Crash"
"08/27/2025, 12:13 PM ET","Prince William (County)","On I-66W Express Lanes at mile marker 43.2","","On I-66W Express Lanes at mile marker 43.2 in the County of Prince William, motorists can expect potential delays due to an incident.","Minor Incident - Traffic - Other Traffic"
"08/27/2025, 11:54 AM ET","Spotsylvania (County)","I-95S",119.1,"On I-95 at mile marker 119.1 in the County of Spotsylvania, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
