Update Time,Jurisdiction,Route,MRM,Description,Label
"10/18/2025, 02:56 PM ET","Prince William (County)","I-95S",152.2,"On I-95 at mile marker 152.2 in the County of Prince William, motorists can expect delays due to a multi-vehicle crash. The south left shoulder is closed.","Minor Incident - Traffic - Multi-Vehicle Crash"
"10/18/2025, 02:52 PM ET","Fairfax (County)","Rt. 1048N (Fairfax County)",0.3,"On Rt. 1048 North in the County of Fairfax, in the vicinity of Lucy La; Rt. 1165E/W (Fairfax County), motorists can expect delays due to weather.","Weather Incident - Other Weather - Advisory"
"10/18/2025, 02:52 PM ET","Fairfax (County)","Rt. 677W (Fairfax County)",5.9,"On Rt. 677 West in the County of Fairfax, in the vicinity of Gallows Rd; Old Gallows Rd; Rt. 650N (Fairfax County), motorists can expect delays due to an incident.","Minor Incident - Traffic - Other Traffic"
"10/18/2025, 03:05 PM ET","Rockingham (County)","I-81N",246.4,"On I-81 at mile marker 246.4 in the County of Rockingham, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/18/2025, 02:56 PM ET","Virginia Beach (City)","I-264W",16.6,"On I-264 at mile marker 16.6 in the City of Virginia Beach, near Independence Boulevard, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/18/2025, 12:21 PM ET","Stafford (County)","On I-95R Express Lanes at mile marker 135.3","","On I-95R Express Lanes at mile marker 135.3 in the County of Stafford, motorists can expect potential delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/18/2025, 03:03 PM ET","Fairfax (County)","I-66W",60,"On I-66 at mile marker 60 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/18/2025, 03:05 PM ET","Augusta (County)","Rt. 640N (Augusta County)",0,"On Rt. 640 in the County of Augusta, in the vicinity of Goose Creek Rd; Tinkling Spring Rd; Rt. 636E/W (Augusta County); VA-285N/S, motorists can expect delays due to a vehicle crash. The north left shoulder is closed. All south lanes are closed.","Minor Incident - Traffic - Vehicle Crash"
"10/18/2025, 03:00 PM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 3.5 miles.","Major Incident - Traffic - Congestion/Delay"
"10/18/2025, 03:09 PM ET","Stafford (County)","I-95S",138.4,"On I-95 at mile marker 138.4 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/18/2025, 03:06 PM ET","Hampton (City)","I-64W",261.2,"On I-64 at mile marker 261.1 in the City of Hampton, near Hampton Roads Center Parkway, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/18/2025, 02:43 PM ET","New Kent (County)","Rt. 606N (New Kent County)",4.9,"On Rt. 606 in the County of New Kent, in the vicinity of Bayberry Ln; Hampstead Ln; Putneys Mill Rd; Steel Trap Rd; Waterloo Rd; Rt. 607N/S (New Kent County), motorists can expect delays due to a vehicle crash. All north lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"10/18/2025, 02:27 PM ET","New Kent (County)","VA-33E",32.1,"On VA-33 in the County of New Kent, in the vicinity of the ramp from I-64W, motorists can expect delays due to a vehicle crash. The east exit ramp is closed.","Minor Incident - Traffic - Vehicle Crash"
"10/18/2025, 03:09 PM ET","Stafford (County)","I-95S",146.7,"On I-95 at mile marker 146.7 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
