Update Time,Jurisdiction,Route,MRM,Description,Label
"02/12/2025 08:29 AM ET","Goochland (County)","US-522S",10.5,"On US-522 South in the County of Goochland, in the vicinity of River Rd W; Scott Rd, motorists can expect potential delays due to icy conditions.","Minor Incident - Icy Conditions - Advisory"
"02/12/2025 04:18 AM ET","Chesterfield (County)","Rt. 763N (Chesterfield County)",1.46,"On Rt. 763 North in the County of Chesterfield, in the vicinity of Hull Street Rd; US-360E, motorists can expect delays due to icy conditions.","Minor Incident - Icy Conditions - Advisory"
"02/12/2025 05:29 AM ET","Carroll (County)","I-77S",24,"On I-77 South at mile marker 24 in the County of Carroll, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"02/12/2025 10:03 AM ET","Augusta (County)","I-64W",99.9,"On I-64 West at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"02/12/2025 11:15 AM ET","Spotsylvania (County)","I-95S",120.1,"On I-95 South at mile marker 120.1 in the County of Spotsylvania, motorists can expect delays due to a multi-vehicle crash. Traffic backups are approximately 2.5 miles.","Major Incident - Traffic - Multi-Vehicle Crash"
"02/12/2025 11:15 AM ET","Spotsylvania (County)","I-95S",125.1,"On I-95 at mile marker 125.1 in the County of Spotsylvania, motorists can expect delays due to a disabled vehicle. The south left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"02/12/2025 11:10 AM ET","Albemarle (County)","Rt. 631N (Albemarle County)",4.22,"On Rt. 631 in the County of Albemarle, in the vicinity of Red Hill Rd; Rt. 708E/W (Albemarle County); Rt. 708E (Albemarle County), motorists can expect delays due to a tractor trailer crash. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"02/12/2025 11:08 AM ET","York (County)","I-64W",242.16,"On I-64 at mile marker 242.2 in the County of York, near Colonial Parkway, motorists can expect delays due to a disabled vehicle. The west left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"02/12/2025 11:13 AM ET","Roanoke (County)","I-81N",142,"On I-81 at mile marker 142 in the County of Roanoke, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"02/12/2025 05:32 AM ET","King William (County)","Rt. 618E (King William County)",1.28,"On Rt. 618 East in the County of King William, in the vicinity of Mt Pleasant Rd; Rt. 661N/S (King William County), motorists can expect delays due to icy conditions.","Minor Incident - Icy Conditions - Advisory"
"02/12/2025 11:14 AM ET","Richmond (City)","I-195N",1.8,"On I-195 at mile marker 1.8 in the City of Richmond, motorists can expect delays due to a vehicle crash. The north right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"02/12/2025 11:14 AM ET","Henrico (County)","I-295N",40.2,"On I-295 at mile marker 40.2 in the County of Henrico, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"02/11/2025 01:58 PM ET","Fairfax (County)","On I-66W Express Lanes from mile marker 65 to mile marker 43","","On I-66W Express Lanes from mile marker 65 to mile marker 43 in the County of Fairfax, motorists can expect potential delays due to icy conditions.","Minor Incident - Icy Conditions - Advisory"
"02/12/2025 10:58 AM ET","Washington (County)","I-81S",8.5,"On I-81 at mile marker 8.5 in the County of Washington, motorists can expect delays due to a vehicle crash. The south right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"02/12/2025 05:29 AM ET","Carroll (County)","I-77N",0,"On I-77 North at mile marker 0 in the County of Carroll, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"02/12/2025 07:24 AM ET","Mecklenburg (County)","US-58E",377.92,"On US-58 East in the County of Mecklenburg, in the vicinity of N Main St; Rt. 621N/S (Mecklenburg County), motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"02/12/2025 11:15 AM ET","Suffolk (City)","I-664N",8.9,"On I-664 in the City of Suffolk, at Monitor Merrimac Memorial Bridge Tunnel North, motorists can expect major delays due to an incident. All north lanes are closed. Traffic backups are approximately 1.3 miles.","Major Incident - Traffic - Other Traffic"
"02/12/2025 10:23 AM ET","Giles (County)","VA-100N",41.49,"On VA-100 North in the County of Giles, in the vicinity of Meadows Rd; Rt. 606E/W (Giles County), motorists can expect delays due to a disabled vehicle. Lane closures exist.","Minor Incident - Traffic - Disabled Vehicle"
"02/12/2025 08:52 AM ET","Amelia (County)","Rt. 609N (Amelia County)",7.53,"On Rt. 609 North in the County of Amelia, in the vicinity of Genito Rd; Rt. 616N/S (Amelia County), motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"02/11/2025 01:57 PM ET","Prince William (County)","On I-66E Express Lanes from mile marker 43 to mile marker 65","","On I-66E Express Lanes from mile marker 43 to mile marker 65 in the County of Prince William, motorists can expect potential delays due to icy conditions.","Minor Incident - Icy Conditions - Advisory"
"02/12/2025 11:18 AM ET","Norfolk (City)","I-64E",271.95,"On I-64 at mile marker 271.9 in the City of Norfolk, near Willoughby Bay Bridge, motorists can expect delays due to a disabled vehicle. The east left shoulder and left lane are closed.","Major Incident - Traffic - Disabled Vehicle"
"02/12/2025 08:28 AM ET","Hanover (County)","Rt. 787E (Hanover County)",0.2,"On Rt. 787 East in the County of Hanover, in the vicinity of Rural Point Rd; Rt. 643N/S (Hanover County), motorists can expect potential delays due to icy conditions. Lane closures exist.","Minor Incident - Icy Conditions - Advisory"
"02/12/2025 06:55 AM ET","Nottoway (County)","Rt. 626E (Nottoway County)",0.68,"On Rt. 626 East in the County of Nottoway, in the vicinity of Rubermont Rd; Rt. 626E/W (Lunenburg County); County/City/Town Line: NOTTOWAY COUNTY LINE/LUNENBURG CL, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"02/12/2025 10:53 AM ET","Prince George (County)","Rt. 1170E (Prince George County)",0.59,"On Rt. 1170 in the County of Prince George, in the vicinity of Baxter Rd; Rt. 603E/W (Prince George County), near Lakeside Drive, motorists can expect delays due to standing water. All east lanes are closed. All west lanes are closed.","Major Incident - Standing Water - Closed"
"02/12/2025 10:03 AM ET","Augusta (County)","I-64E",99.9,"On I-64 East at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
