Update Time,Jurisdiction,Route,MRM,Description,Label
"06/03/2025 04:26 PM ET","Gloucester (County)","US-17N",74.3,"On US-17 North in the County of Gloucester, in the vicinity of Ernest Ln; Rt. 667E/W (Gloucester County), motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"06/03/2025 05:01 PM ET","Prince William (County)","I-95S",156.3,"On I-95 at mile marker 156.3 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/03/2025 04:54 PM ET","Prince William (County)","I-95N",149.8,"On I-95 at mile marker 149.8 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The north left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"06/03/2025 05:06 PM ET","Hampton (City)","I-64E",266.6,"On I-64 at mile marker 266.6 in the City of Hampton, near Hampton River Bridge, motorists can expect delays due to a disabled vehicle. The east left shoulder and left lane are closed.","Major Incident - Traffic - Disabled Vehicle"
"06/03/2025 04:53 PM ET","Carroll (County)","I-77S",24,"On I-77 South at mile marker 24 in the County of Carroll, motorists can expect delays due to high wind.","Minor Incident - High Wind - Advisory"
"06/03/2025 04:56 PM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 5.0 miles.","Major Incident - Traffic - Congestion/Delay"
"06/03/2025 05:05 PM ET","Chesterfield (County)","I-95N",73,"On I-95 at mile marker 73 in the County of Chesterfield, motorists can expect delays due to a vehicle crash. The north right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"06/03/2025 04:03 PM ET","Chesapeake (City)","I-64E",293.4,"On I-64 East in the City of Chesapeake, at High Rise Bridge, motorists can expect delays due to congestion. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Congestion/Delay"
"06/03/2025 04:29 PM ET","Floyd (County)","Rt. 790N (Floyd County)",1.4,"On Rt. 790 in the County of Floyd, in the vicinity of Griffith Creek Rd; Griffith Creek Rd NE; Lick Ridge Rd; Lick Ridge Rd NE; Rt. 659E/W (Floyd County), motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"06/03/2025 05:03 PM ET","Norfolk (City)","I-64E",283.7,"On I-64 at mile marker 283.7 in the City of Norfolk, near 264 Interchange, motorists can expect delays due to a multi-vehicle crash. The east exit 284A narrows.","Minor Incident - Traffic - Multi-Vehicle Crash"
"06/03/2025 05:14 PM ET","Fairfax (County)","On I-495S Express Lanes at mile marker 50.2","","On I-495S Express Lanes at mile marker 50.2 in the County of Fairfax, motorists can expect major delays due to congestion. Traffic backups are approximately 1.0 mile.","Minor Incident - Traffic - Congestion/Delay"
