Update Time,Jurisdiction,Route,MRM,Description,Label
"04/09/2025 03:06 PM ET","Chesterfield (County)","Rt. 643E (Chesterfield County)",0,"On Rt. 643 in the County of Chesterfield, in the vicinity of Belmont Rd; Turner Rd; Rt. 651E/W (Chesterfield County); Rt. 650N/S (Chesterfield County), motorists can expect delays due to standing water. All west lanes are closed.","Major Incident - Standing Water - Closed"
"04/09/2025 02:38 PM ET","Rockbridge (County)","I-64W",51,"On I-64 at mile marker 51 in the County of Rockbridge, motorists can expect delays due to a vehicle crash. The west right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"04/09/2025 03:08 PM ET","Hanover (County)","Rt. 738N (Hanover County)",9.3,"On Rt. 738 North in the County of Hanover, in the vicinity of Hewlett Rd; Old Ridge Rd; Rt. 601N/S (Hanover County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"04/09/2025 03:06 PM ET","Suffolk (City)","I-664N",8.9,"On I-664 in the City of Suffolk, at Monitor Merrimac Memorial Bridge Tunnel North, motorists can expect potential delays due to a bridge/tunnel stoppage. All north lanes are closed.","Major Incident - Traffic - Bridge/Tunnel Stoppage"
"04/09/2025 03:11 PM ET","Prince William (County)","I-95S",160.7,"On I-95 at mile marker 160.7 in the County of Prince William, motorists can expect delays due to a disabled tractor trailer. The south right lane is closed.","Major Incident - Traffic - Disabled Tractor Trailer"
"04/09/2025 03:09 PM ET","Frederick (County)","I-81N",323.5,"On I-81 at mile marker 323.5 in the County of Frederick, motorists can expect delays due to a tractor trailer crash. The north right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"04/09/2025 02:29 PM ET","Rockingham (County)","I-81S",247,"On I-81 at mile marker 247 in the County of Rockingham, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/09/2025 02:36 PM ET","Newport News (City)","I-64E",250,"On I-64 at mile marker 250 in the City of Newport News, near Fort Eustis Boulevard, motorists can expect delays due to a disabled vehicle. The east left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/09/2025 03:03 PM ET","Rockbridge (County)","I-81S",205,"On I-81 South at mile marker 205 in the County of Rockbridge, motorists can expect delays due to a disabled tractor trailer.","Minor Incident - Traffic - Disabled Tractor Trailer"
"04/09/2025 03:11 PM ET","Norfolk (City)","I-264W",9,"On I-264 West at mile marker 9 in the City of Norfolk, near Campostella Road, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"04/09/2025 03:10 PM ET","Virginia Beach (City)","I-264E",16.9,"On I-264 East at mile marker 16.9 in the City of Virginia Beach, near Mount Trashmore, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"04/09/2025 09:56 AM ET","Charlotte (County)","Rt. 619E (Charlotte County)",20.4,"On Rt. 619 in the County of Charlotte, in the vicinity of Saxkey Rd; Rt. 637N/S (Charlotte County), motorists can expect delays due to standing water. All east lanes are closed. All west lanes are closed.","Major Incident - Standing Water - Closed"
"04/09/2025 02:31 PM ET","Fairfax (County)","On I-495N Express Lanes at mile marker 44.5","","On I-495N Express Lanes at mile marker 44.5 in the County of Fairfax, motorists can expect major delays due to congestion. Traffic backups are approximately 1.0 mile.","Minor Incident - Traffic - Congestion/Delay"
"04/09/2025 03:07 PM ET","Chesterfield (County)","I-95S",57,"On I-95 at mile marker 57 in the County of Chesterfield, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"04/09/2025 02:50 PM ET","York (County)","I-64E",238.9,"On I-64 at mile marker 238.9 in the County of York, near Queens Creek Bridge, motorists can expect potential delays due to an incident. The east right lane is closed.","Major Incident - Traffic - Other Traffic"
"04/09/2025 03:04 PM ET","Fairfax (County)","I-495S",50.4,"On I-495 South at mile marker 50.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"04/09/2025 01:53 PM ET","Rockbridge (County)","I-64W",43.4,"On I-64 West at mile marker 43.4 in the County of Rockbridge, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"04/09/2025 02:51 PM ET","Charles City (County)","Rt. 618N (Charles City County)",4.6,"On Rt. 618 North in the County of Charles City, in the vicinity of Church Ln; Rt. 607E/W (Charles City County), motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
