Update Time,Jurisdiction,Route,MRM,Description,Label
"05/14/2025 12:58 PM ET","Prince George (County)","I-95N",38.6,"On I-95 at mile marker 38.6 in the County of Prince George, motorists can expect delays due to a disabled vehicle. The north right lane and right shoulder are closed.","Major Incident - Traffic - Disabled Vehicle"
"05/14/2025 12:49 PM ET","Stafford (County)","I-95S",141,"On I-95 at mile marker 141 in the County of Stafford, motorists can expect delays due to a vehicle crash. The south right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"05/14/2025 12:49 PM ET","Augusta (County)","I-81S",222,"On I-81 South at mile marker 222 in the County of Augusta, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"05/14/2025 12:19 PM ET","Augusta (County)","I-64E",99.9,"On I-64 East at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"05/14/2025 12:38 PM ET","Giles (County)","US-460E",102.9,"On US-460 East in the County of Giles, in the vicinity of Eggleston Rd; VA-42N/S, Rt. 730E/W (Giles County); Rt. 778E/W (Giles County), VA-42S, motorists can expect delays due to a disabled tractor trailer. Lane closures exist.","Minor Incident - Traffic - Disabled Tractor Trailer"
"05/14/2025 01:09 PM ET","Norfolk (City)","I-64E",275.3,"On I-64 at mile marker 275.3 in the City of Norfolk, near Bay Avenue, motorists can expect delays due to a disabled vehicle. The east left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/14/2025 12:31 PM ET","Carroll (County)","I-77N",0,"On I-77 North at mile marker 0 in the County of Carroll, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"05/14/2025 12:29 PM ET","Washington (County)","VA-80N",14.1,"On VA-80 North in the County of Washington, in the vicinity of County/City/Town Line: WASHINGTON COUNTY LINE/RUSSELL COUNTY LINE, motorists can expect delays due to a disabled tractor trailer. Lane closures exist.","Minor Incident - Traffic - Disabled Tractor Trailer"
"05/14/2025 01:05 PM ET","Amelia (County)","Rt. 616N (Amelia County)",21.1,"On Rt. 616 North in the County of Amelia, in the vicinity of Archers Creek Ln; Rt. 651N/S (Amelia County), motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"05/14/2025 01:11 PM ET","New Kent (County)","I-64E",212.9,"On I-64 at mile marker 212.9 in the County of New Kent, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/13/2025 05:39 PM ET","Nelson (County)","US-250E",74.7,"On US-250 East in the County of Nelson, in the vicinity of Afton Mountain Rd; VA-6E/W, motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"05/14/2025 01:06 PM ET","Caroline (County)","I-95S",111.4,"On I-95 at mile marker 111.4 in the County of Caroline, motorists can expect delays due to a tractor trailer crash. The south left shoulder and right shoulder are closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"05/14/2025 12:19 PM ET","Augusta (County)","I-64W",99.9,"On I-64 West at mile marker 99.9 in the County of Augusta, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"05/14/2025 01:02 PM ET","Chesterfield (County)","I-95S",59.3,"On I-95 at mile marker 59.3 in the County of Chesterfield, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"05/14/2025 12:32 PM ET","Carroll (County)","I-77S",24,"On I-77 South at mile marker 24 in the County of Carroll, motorists can expect delays due to fog.","Minor Incident - Fog - Advisory"
"05/14/2025 01:05 PM ET","Arlington (County)","I-395N",6.4,"On I-395 at mile marker 6.4 in the County of Arlington, motorists can expect delays due to a disabled vehicle. The north exit 7A narrows.","Minor Incident - Traffic - Disabled Vehicle"
"05/14/2025 01:14 PM ET","Montgomery (County)","I-81S",111.4,"On I-81 at mile marker 111.4 in the County of Montgomery, motorists can expect delays due to a disabled vehicle. The south left shoulder and left lane are closed.","Major Incident - Traffic - Disabled Vehicle"
