Update Time,Jurisdiction,Route,MRM,Description,Label
"03/24/2025 09:48 PM ET","Fairfax (County)","I-66E",50.8,"On I-66 at mile marker 50.8 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/24/2025 11:28 PM ET","Richmond (City)","I-64W",190,"On I-64 at mile marker 190 in the City of Richmond, motorists can expect delays due to a disabled vehicle. The west exit 190 narrows.","Minor Incident - Traffic - Disabled Vehicle"
"03/24/2025 11:20 PM ET","Norfolk (City)","I-264W",13,"On I-264 at mile marker 13 in the City of Norfolk, near I-64 Interchange, motorists can expect delays due to a disabled vehicle. The west outside right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/24/2025 11:30 PM ET","Portsmouth (City)","VA-164W",2.8,"On VA-164 in the City of Portsmouth, in the vicinity of Cedar Ln On Ramp 164 W, near Towne Point Road, motorists can expect delays due to a multi-vehicle crash. All west lanes are closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"03/24/2025 11:17 PM ET","Fairfax (County)","I-66W",63,"On I-66 at mile marker 63 in the County of Fairfax, motorists can expect delays due to a tractor trailer crash. The west right center lane, right lane, and right shoulder are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"03/24/2025 11:12 PM ET","Rockingham (County)","I-81S",237,"On I-81 South at mile marker 237 in the County of Rockingham, motorists can expect delays due to congestion. Traffic backups are approximately 2.5 miles.","Major Incident - Traffic - Congestion/Delay"
"03/24/2025 11:30 PM ET","Fairfax (County)","I-66E",50.2,"On I-66 at mile marker 50.2 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/24/2025 11:12 PM ET","Stafford (County)","I-95S",145.2,"On I-95 at mile marker 145.2 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The south left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/24/2025 11:25 PM ET","Wise (County)","ALT US-58W",50.6,"On ALT US-58 in the County of Wise, in the vicinity of Lawson Hollow Rd, motorists can expect delays due to a tractor trailer crash. The east left shoulder and left lane are closed. All west lanes are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"03/24/2025 01:34 PM ET","Prince George (County)","Rt. 625N (Prince George County)",0,"On Rt. 625 North in the County of Prince George, in the vicinity of Holdsworth Rd; Newville Rd; Rt. 625N/S (Sussex County); County/City/Town Line: SUSSEX - PRINCE GEORGE COUNTY LINE, motorists can expect delays due to standing water.","Minor Incident - Standing Water - Advisory"
"03/24/2025 11:32 PM ET","Mecklenburg (County)","I-85N",2.2,"On I-85 North at mile marker 2.2 in the County of Mecklenburg, motorists can expect delays due to a disabled vehicle. Alternating lane closures exist.","Minor Incident - Traffic - Disabled Vehicle"
