Update Time,Jurisdiction,Route,MRM,Description,Label
"12/12/2025, 09:15 AM ET","Prince William (County)","I-66E",45,"On I-66 at mile marker 45 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The east entrance ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 09:14 AM ET","Fairfax (County)","VA-28N",36.4,"On VA-28 in the County of Fairfax, in the vicinity of Ramp Intersection:MCLEAREN RD., motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 09:10 AM ET","Greensville (County)","I-95S",8,"On I-95 at mile marker 8 in the County of Greensville, motorists can expect delays due to a tractor trailer crash. The south exit 8 is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"12/12/2025, 09:11 AM ET","Fairfax (County)","I-95N",177.6,"On I-95 at mile marker 177.6 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north left shoulder and left lane are closed.","Major Incident - Traffic - Disabled Vehicle"
"12/12/2025, 08:54 AM ET","Albemarle (County)","I-64E",104,"On I-64 at mile marker 104 in the County of Albemarle, motorists can expect delays due to a vehicle crash. The east right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"12/12/2025, 09:10 AM ET","Henrico (County)","I-64W",185,"On I-64 West at mile marker 185 in the County of Henrico, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 09:16 AM ET","Mecklenburg (County)","US-1N",3.4,"On US-1 North in the County of Mecklenburg, in the vicinity of Hardage Rd; Mineral Springs Rd; Rt. 711N/S (Mecklenburg County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"12/12/2025, 08:57 AM ET","Virginia Beach (City)","I-264W",15.5,"On I-264 at mile marker 15.5 in the City of Virginia Beach, near Witchduck Road, motorists can expect delays due to a disabled vehicle. The west left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 09:15 AM ET","Portsmouth (City)","I-264E",5.1,"On I-264 East at mile marker 5.1 in the City of Portsmouth, near Frederick Boulevard, motorists can expect potential delays due to an incident.","Minor Incident - Traffic - Other Traffic"
"12/12/2025, 09:08 AM ET","Hampton (City)","I-64E",270,"On I-64 East in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to congestion. Traffic backups are approximately 1.0 mile.","Minor Incident - Traffic - Congestion/Delay"
"12/12/2025, 09:11 AM ET","New Kent (County)","I-64W",215.6,"On I-64 at mile marker 215.6 in the County of New Kent, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 05:10 AM ET","Roanoke (County)","Rt. 694N (Roanoke County)","","On Rt. 694 in the County of Roanoke, in the vicinity of Mowles Rd, motorists can expect potential delays due to weather. All north lanes are closed. All south lanes are closed.","Weather Incident - Other Weather - Closed"
"12/12/2025, 08:48 AM ET","Stafford (County)","I-95N",135.1,"On I-95 at mile marker 135.1 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 09:07 AM ET","Prince William (County)","On I-66E Express Lanes at mile marker 48","","On I-66E Express Lanes at mile marker 48 in the County of Prince William, motorists can expect potential delays due to a disabled vehicle. The east left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 09:11 AM ET","Henrico (County)","I-64W",185,"On I-64 at mile marker 185 in the County of Henrico, motorists can expect delays due to a vehicle crash. The west right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"12/12/2025, 09:10 AM ET","Newport News (City)","I-64E",247.2,"On I-64 at mile marker 247.2 in the City of Newport News, near Yorktown Road, motorists can expect delays due to a disabled vehicle. The east left shoulder and right shoulder are closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 09:16 AM ET","Washington (County)","I-81N",26.3,"On I-81 at mile marker 26.3 in the County of Washington, motorists can expect delays due to a vehicle crash. The north right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"12/12/2025, 08:47 AM ET","Fairfax (County)","VA-28S",32,"On VA-28 in the County of Fairfax, in the vicinity of Braddock Rd; Rt. 620E/W (Fairfax County), motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 09:07 AM ET","Prince William (County)","I-95S",150.4,"On I-95 at mile marker 150.4 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/12/2025, 09:06 AM ET","Fairfax (County)","I-95S",176,"On I-95 at mile marker 176 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
