Update Time,Jurisdiction,Route,MRM,Description,Label
"12/21/2025, 02:47 AM ET","Prince William (County)","I-95S",155.7,"On I-95 at mile marker 155.7 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/21/2025, 02:45 AM ET","Fairfax (County)","I-395S",1.8,"On I-395 at mile marker 1.8 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/21/2025, 03:20 AM ET","Fairfax (County)","I-495S",53,"On I-495 at mile marker 53 in the County of Fairfax, motorists can expect delays due to a multi-vehicle crash. The south left shoulder, left outside lane, and left center lane are closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"12/21/2025, 03:02 AM ET","Fairfax (County)","On I-495S Express Lanes at mile marker 53","","On I-495S Express Lanes at mile marker 53 in the County of Fairfax, motorists can expect potential delays due to a vehicle crash. The south left lane and right lane are closed.","Major Incident - Traffic - Vehicle Crash"
"12/21/2025, 02:49 AM ET","Nelson (County)","US-60E",101.6,"On US-60 East in the County of Nelson, in the vicinity of Norwood Rd; Rt. 626E/W (Nelson County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"12/21/2025, 03:25 AM ET","Rockbridge (County)","I-81N",196.6,"On I-81 at mile marker 196.6 in the County of Rockbridge, motorists can expect delays due to a vehicle fire. The north right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Fire"
"12/21/2025, 03:12 AM ET","Northampton (County)","Rt. 617E (Northampton County)",5.2,"On Rt. 617 in the County of Northampton, in the vicinity of Seaside Rd; Rt. 600N/S (Northampton County), near 10264 Red Bank Rd, motorists can expect delays due to a vehicle crash. All east lanes are closed. All west lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"12/21/2025, 02:41 AM ET","Prince William (County)","I-95S",150.4,"On I-95 at mile marker 150.4 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/21/2025, 02:40 AM ET","Loudoun (County)","On Olympia Drive and Ringneck Place","","On Olympia Drive and Ringneck Place in the County of Loudoun, motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"12/21/2025, 03:22 AM ET","Fairfax (County)","I-95S",170.1,"On I-95 at mile marker 170.1 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The south right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"12/21/2025, 03:07 AM ET","Portsmouth (City)","I-264E",2.5,"On I-264 at mile marker 2.5 in the City of Portsmouth, near Victory Boulevard, motorists can expect delays due to a vehicle crash. The east exit 3 narrows.","Minor Incident - Traffic - Vehicle Crash"
"12/21/2025, 03:12 AM ET","Fairfax (County)","I-495S",46,"On I-495 at mile marker 46 in the County of Fairfax, motorists can expect delays due to a tractor trailer crash. The south entrance ramp narrows.","Minor Incident - Traffic - Tractor Trailer Crash"
"12/21/2025, 03:09 AM ET","Goochland (County)","I-64W",167,"On I-64 West at mile marker 167 in the County of Goochland, motorists can expect delays due to an incident. Lane closures exist.","Minor Incident - Disaster (Natural/Man-Made) - Other Incident"
"12/21/2025, 03:17 AM ET","Fairfax (County)","I-66W",51.4,"On I-66 at mile marker 51.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/21/2025, 02:54 AM ET","Prince William (County)","I-95S",156,"On I-95 at mile marker 156 in the County of Prince William, motorists can expect delays due to an incident. The south exit 156B is closed.","Minor Incident - Traffic - Other Traffic"
"12/20/2025, 05:50 PM ET","Lee (County)","Rt. 624N (Lee County)",0,"On Rt. 624 North in the County of Lee, in the vicinity of Keokee Rd; Rt. 606N/S (Lee County), motorists can expect delays due to weather. Lane closures exist.","Weather Incident - Other Weather - Advisory"
