Update Time,Jurisdiction,Route,MRM,Description,Label
"03/12/2025 12:07 PM ET","Fairfax (County)","I-66E",54,"On I-66 at mile marker 54 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/12/2025 12:17 PM ET","Arlington (County)","I-395N",7.6,"On I-395 at mile marker 7.6 in the County of Arlington, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/12/2025 12:17 PM ET","Washington (County)","Rt. 647N (Washington County)",10.2,"On Rt. 647 North in the County of Washington, in the vicinity of Dennison Dr; FR-24E/W, motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"03/12/2025 08:49 AM ET","Nelson (County)","VA-151N",20.2,"On VA-151 in the County of Nelson, in the vicinity of Rhue Hollow Rd; Rt. 628E/W (Nelson County), motorists can expect delays due to a tractor trailer crash. The north right lane is closed.","Major Incident - Traffic - Tractor Trailer Crash"
"03/12/2025 12:20 PM ET","Norfolk (City)","I-64W",285.5,"On I-64 at mile marker 285.4 in the City of Norfolk, near Twin Bridges, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/12/2025 12:07 PM ET","Henrico (County)","I-64E",197,"On I-64 at mile marker 197 in the County of Henrico, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/12/2025 12:12 PM ET","Accomack (County)","VA-187E",3.7,"On VA-187 in the County of Accomack, in the vicinity of Lankford Hwy; US-13N, motorists can expect delays due to a vehicle crash. All east lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"03/12/2025 12:17 PM ET","Prince William (County)","I-95S",155.3,"On I-95 at mile marker 155.3 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/12/2025 12:15 PM ET","Henrico (County)","I-64E",185,"On I-64 at mile marker 185 in the County of Henrico, motorists can expect delays due to a disabled vehicle. The east left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/12/2025 12:19 PM ET","Prince William (County)","I-95S",152,"On I-95 at mile marker 152 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south entrance ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"03/12/2025 12:19 PM ET","Newport News (City)","I-64W",247.4,"On I-64 at mile marker 247.4 in the City of Newport News, near Lee Hall, motorists can expect delays due to a disabled vehicle. The west left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/12/2025 12:01 PM ET","Chesterfield (County)","I-95S",60.2,"On I-95 at mile marker 60.2 in the County of Chesterfield, motorists can expect delays due to a vehicle crash. The south left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"03/12/2025 12:05 PM ET","Richmond (City)","I-95N",74,"On I-95 at mile marker 74 in the City of Richmond, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
