Update Time,Jurisdiction,Route,MRM,Description,Label
"09/24/2025, 06:01 AM ET","Fairfax (County)","I-66W",56.2,"On I-66 at mile marker 56.2 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/24/2025, 06:04 AM ET","Fairfax (County)","I-495N",50.1,"On I-495 at mile marker 50.1 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The north exit 50B is closed.","Minor Incident - Traffic - Vehicle Crash"
"09/24/2025, 05:44 AM ET","Hampton (City)","I-64W",265.7,"On I-64 at mile marker 265.7 in the City of Hampton, near LaSalle Avenue, motorists can expect delays due to a multi-vehicle crash. The west entrance ramp narrows.","Minor Incident - Traffic - Multi-Vehicle Crash"
"09/24/2025, 06:07 AM ET","Chesterfield (County)","Rt. 643E (Chesterfield County)",0,"On Rt. 643 East in the County of Chesterfield, in the vicinity of Belmont Rd; Turner Rd; Rt. 651E/W (Chesterfield County); Rt. 650N/S (Chesterfield County), motorists can expect delays due to standing water.","Weather Incident - Standing Water - Advisory"
"09/24/2025, 06:18 AM ET","Chesterfield (County)","I-95N",65,"On I-95 at mile marker 65 in the County of Chesterfield, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/24/2025, 06:05 AM ET","Prince William (County)","I-95N",148.7,"On I-95 at mile marker 148.7 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"09/24/2025, 06:13 AM ET","Hampton (City)","I-64E",270,"On I-64 East in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to congestion. Traffic backups are approximately 3.0 miles.","Major Incident - Traffic - Congestion/Delay"
"09/24/2025, 04:56 AM ET","Bland (County)","I-77S",47.8,"On I-77 at mile marker 47.8 in the County of Bland, motorists can expect potential delays due to a bridge/tunnel stoppage. All south lanes are closed.","Major Incident - Traffic - Bridge/Tunnel Stoppage"
"09/24/2025, 06:09 AM ET","Rockingham (County)","I-81N",245.8,"On I-81 at mile marker 245.8 in the County of Rockingham, motorists can expect delays due to a vehicle crash. The north left shoulder and left lane are closed.","Major Incident - Traffic - Vehicle Crash"
"09/24/2025, 05:02 AM ET","Fairfax (County)","VA-28S",32.4,"On VA-28 in the County of Fairfax, in the vicinity of Braddock Rd; Rt. 620E/W (Fairfax County), motorists can expect delays due to a disabled vehicle. The south left shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
