Update Time,Jurisdiction,Route,MRM,Description,Label
"07/06/2025, 10:15 AM ET","Westmoreland (County)","VA-205E",14.6,"On VA-205 in the County of Westmoreland, in the vicinity of Pomona Rd; Stoney Knl; Rt. 628E/W (Westmoreland County), motorists can expect delays due to a vehicle crash. All east lanes are closed.","Major Incident - Traffic - Vehicle Crash"
"07/06/2025, 10:06 AM ET","Norfolk (City)","I-64W",274.7,"On I-64 at mile marker 274.7 in the City of Norfolk, near 1st View Street, motorists can expect delays due to a disabled vehicle. The west right lane and right shoulder are closed.","Major Incident - Traffic - Disabled Vehicle"
"07/06/2025, 10:13 AM ET","Norfolk (City)","I-64E",275.6,"On I-64 at mile marker 275.6 in the City of Norfolk, near Mason Creek Bridge, motorists can expect delays due to a vehicle crash. The east right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"07/06/2025, 10:14 AM ET","Spotsylvania (County)","Rt. 1869E (Spotsylvania County)",0.3,"On Rt. 1869 East in the County of Spotsylvania, in the vicinity of Cranston Ln; New Pembrook Ln; Woodburn Ct; Rt. 1862E/W (Spotsylvania County); Rt. 1856N/S (Spotsylvania County), motorists can expect delays due to an incident.","Minor Incident - Traffic - Other Traffic"
"07/06/2025, 09:58 AM ET","Dinwiddie (County)","I-85N",53.8,"On I-85 at mile marker 53.8 in the County of Dinwiddie, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/06/2025, 09:39 AM ET","Newport News (City)","I-64E",258.4,"On I-64 at mile marker 258.4 in the City of Newport News, near J Clyde Morris Boulevard, motorists can expect delays due to a vehicle crash. The east right lane, right shoulder, and exit 258A are closed.","Major Incident - Traffic - Vehicle Crash"
"07/06/2025, 09:51 AM ET","Stafford (County)","I-95N",133.4,"On I-95 at mile marker 133.4 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/06/2025, 10:09 AM ET","Fredericksburg (City)","I-95S",132.4,"On I-95 at mile marker 132.4 in the City of Fredericksburg, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/06/2025, 10:15 AM ET","Fairfax (County)","I-66E",64.2,"On I-66 at mile marker 64.2 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/06/2025, 10:10 AM ET","Chesapeake (City)","I-64E",289.9,"On I-64 at mile marker 289.9 in the City of Chesapeake, near Greenbrier Parkway, motorists can expect delays due to a disabled vehicle. The east inside right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/06/2025, 10:12 AM ET","Smyth (County)","VA-16N",39.3,"On VA-16 North in the County of Smyth, in the vicinity of E Hungry Mother Dr; VA-348N/S, motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"07/06/2025, 10:12 AM ET","Frederick (County)","I-81N",299.4,"On I-81 at mile marker 299.4 in the County of Frederick, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/06/2025, 09:52 AM ET","Prince William (County)","I-95S",161,"On I-95 at mile marker 161 in the County of Prince William, motorists can expect delays due to a vehicle crash. The south left shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"07/06/2025, 09:50 AM ET","Fredericksburg (City)","I-95S",130.6,"On I-95 at mile marker 130.6 in the City of Fredericksburg, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/06/2025, 09:50 AM ET","Spotsylvania (County)","I-95N",129.3,"On I-95 at mile marker 129.3 in the County of Spotsylvania, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/06/2025, 10:08 AM ET","Chesterfield (County)","I-95S",69.3,"On I-95 at mile marker 69.3 in the County of Chesterfield, motorists can expect delays due to a vehicle crash. The south right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"07/06/2025, 10:11 AM ET","Augusta (County)","I-81S",234.9,"On I-81 at mile marker 234.9 in the County of Augusta, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/06/2025, 10:15 AM ET","Prince William (County)","I-95S",149.2,"On I-95 at mile marker 149.2 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
