Update Time,Jurisdiction,Route,MRM,Description,Label
"08/11/2025, 07:12 AM ET","Fairfax (County)","Rt. 620E (Fairfax County)",18,"On Rt. 620 in the County of Fairfax, in the vicinity of the ramp to I-495N, motorists can expect delays due to a vehicle crash. The east exit ramp is closed.","Minor Incident - Traffic - Vehicle Crash"
"08/11/2025, 07:17 AM ET","Fairfax (County)","I-495N",53,"On I-495 at mile marker 53 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"08/11/2025, 07:16 AM ET","Hampton (City)","I-64W",265,"On I-64 at mile marker 265 in the City of Hampton, near 664 Interchange, motorists can expect delays due to a tractor trailer crash. The west right shoulder and exit 264 are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"08/11/2025, 07:07 AM ET","Henrico (County)","VA-895E",2.9,"On VA-895 in the County of Henrico, in the vicinity of the ramp from Pocahontas Express Parkway, motorists can expect delays due to a multi-vehicle crash. The east left shoulder and left lane are closed.","Major Incident - Traffic - Multi-Vehicle Crash"
"08/11/2025, 07:16 AM ET","Petersburg (City)","I-85N",65,"On I-85 at mile marker 65 in the City of Petersburg, motorists can expect delays due to a disabled vehicle. The north exit 65 narrows.","Minor Incident - Traffic - Disabled Vehicle"
"08/11/2025, 07:16 AM ET","Fairfax (County)","I-95S",176.2,"On I-95 at mile marker 176.2 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"08/11/2025, 07:16 AM ET","Rockingham (County)","I-81S",250.8,"On I-81 at mile marker 250.8 in the County of Rockingham, motorists can expect delays due to a tractor trailer crash. The north left shoulder and left lane are closed. The south left shoulder, right lane, and right shoulder are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"08/11/2025, 07:12 AM ET","Richmond (City)","I-95S",72.6,"On I-95 at mile marker 72.6 in the City of Richmond, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"08/11/2025, 07:16 AM ET","Chesterfield (County)","VA-150S",9.4,"On VA-150 South in the County of Chesterfield, in the vicinity of Chippenham Rp, motorists can expect delays due to a disabled vehicle. Lane closures exist.","Minor Incident - Traffic - Disabled Vehicle"
"08/11/2025, 07:16 AM ET","Hampton (City)","I-64E",270,"On I-64 East in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect delays due to congestion. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Congestion/Delay"
"08/11/2025, 06:43 AM ET","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect delays due to congestion. Traffic backups are approximately 2.5 miles.","Major Incident - Traffic - Congestion/Delay"
"08/11/2025, 07:02 AM ET","Henrico (County)","I-64E",186,"On I-64 at mile marker 186 in the County of Henrico, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"08/11/2025, 06:56 AM ET","Fairfax (County)","I-66E",62.7,"On I-66 at mile marker 62.7 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east entrance ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"08/11/2025, 06:06 AM ET","Nottoway (County)","VA-153N",3.1,"On VA-153 North in the County of Nottoway, in the vicinity of Spainville Rd; Rt. 610N/S (Nottoway County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"08/11/2025, 07:10 AM ET","Henrico (County)","I-64E",195.1,"On I-64 at mile marker 195.1 in the County of Henrico, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"08/11/2025, 07:16 AM ET","Fairfax (County)","US-1N",177.1,"On US-1 in the County of Fairfax, in the vicinity of Furnace Rd; Rt. 611N/S (Fairfax County), motorists can expect delays due to a vehicle crash. The north right lane is closed.","Major Incident - Traffic - Vehicle Crash"
"08/11/2025, 06:50 AM ET","Prince William (County)","I-95N",159.6,"On I-95 at mile marker 159.6 in the County of Prince William, motorists can expect delays due to a multi-vehicle crash. The north right shoulder is closed.","Minor Incident - Traffic - Multi-Vehicle Crash"
"08/11/2025, 06:47 AM ET","Fairfax (County)","Rt. 1025N (Fairfax County)",0.1,"On Rt. 1025 North in the County of Fairfax, in the vicinity of Morningside Dr; Rt. 978N (Fairfax County); Rt. 978N/S (Fairfax County), motorists can expect delays due to weather. Lane closures exist.","Weather Incident - Other Weather - Advisory"
