Update Time,Jurisdiction,Route,MRM,Description,Label
"03/24/2025 06:10 AM ET","New Kent (County)","I-64E",207.7,"On I-64 at mile marker 207.7 in the County of New Kent, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/24/2025 05:46 AM ET","Norfolk (City)","I-264W",13.3,"On I-264 at mile marker 13.3 in the City of Norfolk, near 64 Interchange, motorists can expect delays due to a disabled tractor trailer. The west inside left shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"03/24/2025 06:18 AM ET","Suffolk (City)","I-664N",8.9,"On I-664 in the City of Suffolk, at Monitor Merrimac Memorial Bridge Tunnel North, motorists can expect delays due to a disabled vehicle. The north right lane and right shoulder are closed.","Major Incident - Traffic - Disabled Vehicle"
"03/24/2025 06:18 AM ET","Prince William (County)","I-66W",44.4,"On I-66 at mile marker 44.4 in the County of Prince William, motorists can expect delays due to a vehicle crash. The west right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"03/24/2025 06:17 AM ET","Fairfax (County)","On I-495N Express Lanes at mile marker 49.0","","On I-495N Express Lanes at mile marker 49.0 in the County of Fairfax, motorists can expect potential delays due to an incident. The north left lane is closed.","Major Incident - Traffic - Other Traffic"
"03/24/2025 06:03 AM ET","Fairfax (County)","I-495S",56.5,"On I-495 at mile marker 56.5 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/24/2025 05:59 AM ET","Fairfax (County)","I-66W",66.4,"On I-66 at mile marker 66.4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The west right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/24/2025 06:09 AM ET","Richmond (City)","I-95S",75,"On I-95 at mile marker 75 in the City of Richmond, motorists can expect delays due to a multi-vehicle crash. The south right shoulder is closed.","Minor Incident - Traffic - Multi-Vehicle Crash"
"03/24/2025 06:13 AM ET","Shenandoah (County)","I-81N",286.8,"On I-81 at mile marker 286.8 in the County of Shenandoah, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"03/24/2025 06:05 AM ET","Caroline (County)","I-95N",114.9,"On I-95 at mile marker 114.9 in the County of Caroline, motorists can expect delays due to a tractor trailer crash. The north right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
"03/24/2025 06:15 AM ET","Newport News (City)","I-64W",251.1,"On I-64 at mile marker 251.1 in the City of Newport News, near Fort Eustis Boulevard, motorists can expect delays due to a tractor trailer crash. All west lanes are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"03/24/2025 06:16 AM ET","Norfolk (City)","I-64R",280.1,"On I-64R at mile marker 280.1 in the City of Norfolk, near Norview Avenue, motorists can expect delays due to a vehicle fire. All west lanes are closed.","Major Incident - Traffic - Vehicle Fire"
