Update Time,Jurisdiction,Route,MRM,Description,Label
"07/20/2025, 08:39 AM ET","Caroline (County)","Rt. 734N (Caroline County)",0,"On Rt. 734 North in the County of Caroline, in the vicinity of Sparta Rd; Rt. 721E/W (Caroline County), motorists can expect delays due to a vehicle crash. Lane closures exist.","Minor Incident - Traffic - Vehicle Crash"
"07/20/2025, 07:43 AM ET","Hanover (County)","Rt. 1737N (Hanover County)",0.6,"On Rt. 1737 in the County of Hanover, in the vicinity of Colesbury Ct; Rt. 1738E/W (Hanover County), motorists can expect delays due to weather. All north lanes are closed. All south lanes are closed.","Weather Incident - Other Weather - Closed"
"07/20/2025, 03:29 AM ET","Hanover (County)","Rt. 656N (Hanover County)",7,"On Rt. 656 in the County of Hanover, in the vicinity of Cheroy Rd; Rt. 659N/S (Hanover County), motorists can expect delays due to standing water. All north lanes are closed. All south lanes are closed.","Weather Incident - Standing Water - Closed"
"07/20/2025, 08:50 AM ET","Chesterfield (County)","Rt. 643E (Chesterfield County)",0,"On Rt. 643 East in the County of Chesterfield, in the vicinity of Belmont Rd; Turner Rd; Rt. 651E/W (Chesterfield County); Rt. 650N/S (Chesterfield County), motorists can expect delays due to standing water.","Weather Incident - Standing Water - Advisory"
"07/20/2025, 09:27 AM ET","Frederick (County)","I-81S",299.7,"On I-81 at mile marker 299.7 in the County of Frederick, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/20/2025, 09:08 AM ET","Prince William (County)","I-95S",151,"On I-95 at mile marker 151 in the County of Prince William, motorists can expect delays due to weather. The south right shoulder is closed.","Weather Incident - Other Weather - Advisory"
"07/20/2025, 08:50 AM ET","Lunenburg (County)","Rt. 619E (Lunenburg County)",2,"On Rt. 619 in the County of Lunenburg, in the vicinity of Bacon Fork Rd; Rt. 610N/S (Lunenburg County), motorists can expect delays due to weather. All east lanes are closed. All west lanes are closed.","Weather Incident - Other Weather - Closed"
"07/20/2025, 08:43 AM ET","King George (County)","Rt. 1040N (King George County)",1.5,"On Rt. 1040 in the County of King George, in the vicinity of Potomac Landing Dr; Tides Rd; Rt. 1041E/W (King George County), motorists can expect delays due to weather. All north lanes are closed. All south lanes are closed.","Weather Incident - Other Weather - Closed"
"07/20/2025, 08:50 AM ET","Chesterfield (County)","Rt. 701E (Chesterfield County)",3,"On Rt. 701 East in the County of Chesterfield, in the vicinity of Whitepine Rd; Rt. 701W (Chesterfield County), motorists can expect delays due to standing water.","Weather Incident - Standing Water - Advisory"
"07/20/2025, 08:50 AM ET","Chesterfield (County)","Rt. 1515N (Chesterfield County)",0.9,"On Rt. 1515 in the County of Chesterfield, in the vicinity of Curtis St; Rt. 616N/S (Chesterfield County), motorists can expect delays due to weather. All north lanes are closed. All south lanes are closed.","Weather Incident - Other Weather - Closed"
"07/20/2025, 09:20 AM ET","Prince William (County)","I-95S",161.6,"On I-95 at mile marker 161.6 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/20/2025, 09:20 AM ET","Chesterfield (County)","I-95S",68.2,"On I-95 at mile marker 68.2 in the County of Chesterfield, motorists can expect delays due to a disabled tractor trailer. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"07/20/2025, 08:49 AM ET","Goochland (County)","FR-92N",0.4,"On VA-92 in the County of Goochland, in the vicinity of Rt. 1215N/S (Goochland County), motorists can expect delays due to weather. All north lanes are closed. All south lanes are closed.","Weather Incident - Other Weather - Closed"
"07/20/2025, 05:04 AM ET","Hanover (County)","Rt. 656N (Hanover County)",6.6,"On Rt. 656 in the County of Hanover, in the vicinity of N Oaks Dr; Rt. 1040N/S (Hanover County), motorists can expect delays due to weather. All north lanes are closed.","Weather Incident - Other Weather - Closed"
"07/20/2025, 08:50 AM ET","Hanover (County)","US-33E",120.3,"On US-33 in the County of Hanover, in the vicinity of Ashland Rd; Rt. 623E/W (Hanover County), motorists can expect delays due to standing water. All east lanes are closed. All west lanes are closed.","Weather Incident - Standing Water - Closed"
"07/20/2025, 01:52 AM ET","Bedford (County)","Rt. 620N (Bedford County)",0.2,"On Rt. 620 in the County of Bedford, in the vicinity of Forest Rd; US-221N/S, motorists can expect delays due to a disabled tractor trailer. All north lanes are closed. All south lanes are closed.","Major Incident - Traffic - Disabled Tractor Trailer"
"07/20/2025, 08:36 AM ET","Norfolk (City)","I-264W",12.3,"On I-264 at mile marker 12.3 in the City of Norfolk, near Military Highway, motorists can expect potential delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"07/20/2025, 08:50 AM ET","Hanover (County)","Rt. 625E (Hanover County)",3.8,"On Rt. 625 in the County of Hanover, in the vicinity of Winns Church Rd; Rt. 660E/W (Hanover County), motorists can expect delays due to weather. All east lanes are closed. All west lanes are closed.","Weather Incident - Other Weather - Closed"
"07/20/2025, 07:41 AM ET","Dinwiddie (County)","Rt. 613E (Dinwiddie County)",14.7,"On Rt. 613 in the County of Dinwiddie, in the vicinity of Colemans Lake Rd; Rt. 624N/S (Dinwiddie County), motorists can expect delays due to standing water. All east lanes are closed. All west lanes are closed.","Weather Incident - Standing Water - Closed"
"07/20/2025, 09:12 AM ET","New Kent (County)","I-64E",206.3,"On I-64 at mile marker 206.3 in the County of New Kent, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
