Update Time,Jurisdiction,Route,MRM,Description,Label
"12/07/2025, 05:37 AM ET","Fairfax (County)","VA-28S",32.2,"On VA-28 in the County of Fairfax, in the vicinity of Braddock Rd; Rt. 620E/W (Fairfax County), motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/07/2025, 06:04 AM ET","Norfolk (City)","I-64W",273.8,"On I-64 West at mile marker 273.8 in the City of Norfolk, motorists can expect potential delays due to fog.","Weather Incident - Fog - Advisory"
"12/07/2025, 06:07 AM ET","Henrico (County)","I-295S",30.5,"On I-295 at mile marker 30.5 in the County of Henrico, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/07/2025, 05:53 AM ET","Fairfax (County)","I-95S",175.6,"On I-95 at mile marker 175.6 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/07/2025, 12:42 AM ET","Suffolk (City)","I-664N",8.9,"On I-664 North in the City of Suffolk, at Monitor Merrimac Memorial Bridge Tunnel North, motorists can expect potential delays due to fog.","Weather Incident - Fog - Advisory"
"12/07/2025, 12:45 AM ET","Newport News (City)","I-664S",7.8,"On I-664 South in the City of Newport News, at Monitor Merrimac Memorial Bridge Tunnel South, motorists can expect potential delays due to fog.","Weather Incident - Fog - Advisory"
"12/07/2025, 05:31 AM ET","Prince William (County)","I-95S",160,"On I-95 at mile marker 160 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south exit ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"12/07/2025, 05:45 AM ET","Prince William (County)","I-66W",47.6,"On I-66 at mile marker 47.6 in the County of Prince William, motorists can expect delays due to a vehicle crash. The west right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"12/07/2025, 06:04 AM ET","Hampton (City)","I-64E",267.3,"On I-64 East at mile marker 267.3 in the City of Hampton, motorists can expect potential delays due to fog.","Weather Incident - Fog - Advisory"
"12/07/2025, 05:40 AM ET","Fairfax (County)","I-495S",44.2,"On I-495 at mile marker 44.2 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/07/2025, 06:09 AM ET","Virginia Beach (City)","I-64E",285.7,"On I-64 at mile marker 285.7 in the City of Virginia Beach, near Twin Bridges, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
