Update Time,Jurisdiction,Route,MRM,Description,Label
"11/02/2025, 12:19 AM ET","Portsmouth (City)","VA-164E",3.7,"On VA-164 in the City of Portsmouth, in the vicinity of the ramp from VA-164, near Cedar Lane, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/01/2025, 11:56 PM ET","Prince William (County)","I-95N",159.4,"On I-95 at mile marker 159.4 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/02/2025, 12:17 AM ET","Norfolk (City)","I-64W",275.9,"On I-64 at mile marker 275.9 in the City of Norfolk, near Bay Avenue, motorists can expect delays due to a vehicle crash. The west right lane and right shoulder are closed.","Major Incident - Traffic - Vehicle Crash"
"11/02/2025, 12:06 AM ET","Franklin (County)","Rt. 697E (Franklin County)",4.4,"On Rt. 697 in the County of Franklin, in the vicinity of Rock Lily Rd; Rt. 692N/S (Franklin County), motorists can expect delays due to other security/police activity. All east lanes are closed. All west lanes are closed.","Major Incident - Security/Police Activity - Other Security/Police Activity"
"11/02/2025, 12:18 AM ET","Henrico (County)","I-95S",82.6,"On I-95 at mile marker 82.6 in the County of Henrico, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"11/02/2025, 12:15 AM ET","Hampton (City)","I-64E",270,"On I-64 in the City of Hampton, at Hampton Roads Bridge Tunnel East, motorists can expect potential delays due to a bridge/tunnel stoppage. All east lanes are closed.","Major Incident - Traffic - Bridge/Tunnel Stoppage"
"11/02/2025, 12:19 AM ET","Newport News (City)","I-64E",258.4,"On I-64 at mile marker 258.4 in the City of Newport News, near J Clyde Morris Boulevard, motorists can expect delays due to a vehicle crash. The east entrance ramp is closed.","Minor Incident - Traffic - Vehicle Crash"
"11/02/2025, 12:17 AM ET","Nottoway (County)","US-460E",274.6,"On US-460 East in the County of Nottoway, in the vicinity of E Colonial Trail Hwy; Rt. 1049E/W (Nottoway County), motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"11/02/2025, 12:04 AM ET","Sussex (County)","I-95N",24,"On I-95 North at mile marker 24 in the County of Sussex, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"11/02/2025, 12:10 AM ET","Fairfax (County)","I-66E",55,"On I-66 East at mile marker 55 in the County of Fairfax, motorists can expect delays due to an incident.","Minor Incident - Traffic - Other Traffic"
"11/02/2025, 12:14 AM ET","Henrico (County)","I-295N",49,"On I-295 at mile marker 49 in the County of Henrico, motorists can expect delays due to a vehicle crash. The north right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"11/01/2025, 11:35 PM ET","Henrico (County)","US-250W",157.9,"On US-250 West in the County of Henrico, in the vicinity of Row Access None; None, motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"11/01/2025, 06:02 AM ET","Albemarle (County)","I-64E",125,"On I-64 at mile marker 125 in the County of Albemarle, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
