Update Time,Jurisdiction,Route,MRM,Description,Label
"01/16/2025 10:06 AM","Norfolk (City)","I-64W",272.4,"On I-64 in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect potential delays due to a bridge/tunnel stoppage. All west lanes are closed.","Major Incident - Traffic - Bridge/Tunnel Stoppage"
"01/16/2025 11:11 AM","Fairfax (County)","I-66E",57.2,"On I-66 at mile marker 57.2 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Major Incident - Traffic - Disabled Vehicle"
"01/16/2025 08:38 AM","Chesterfield (County)","Rt. 3246N (Chesterfield County)",0,"On Rt. 3246 North in the County of Chesterfield, in the vicinity of Chatham Grove Ln; Rt. 3245E/W (Chesterfield County), motorists can expect delays due to icy conditions. Lane closures exist.","Minor Incident - Icy Conditions - Advisory"
"01/16/2025 11:12 AM","Prince William (County)","On Abbey Oaks Court at Trona Ct","","On Abbey Oaks Court at Trona Ct in the County of Prince William, motorists can expect delays due to icy conditions. Lane closures exist.","Minor Incident - Icy Conditions - Advisory"
"01/16/2025 11:07 AM","Prince William (County)","I-95S",159.8,"On I-95 at mile marker 159.8 in the County of Prince William, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Major Incident - Traffic - Disabled Vehicle"
"01/16/2025 11:19 AM","Petersburg (City)","I-95N",52.1,"On I-95 at mile marker 52.1 in the City of Petersburg, motorists can expect delays due to a disabled tractor trailer. The north exit 52 is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"01/16/2025 10:51 AM","Hanover (County)","I-295S",35.2,"On I-295 at mile marker 35.2 in the County of Hanover, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Major Incident - Traffic - Disabled Vehicle"
"01/16/2025 08:28 AM","King George (County)","Rt. 700E (King George County)",0.2,"On Rt. 700 East in the County of King George, in the vicinity of St. Stephens Rd; Winston Pl; Rt. 648E/W (King George County), motorists can expect delays due to icy conditions. Lane closures exist.","Minor Incident - Icy Conditions - Advisory"
"01/16/2025 11:17 AM","Fairfax (County)","I-395S",1.8,"On I-395 South at mile marker 1.8 in the County of Fairfax, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"01/16/2025 11:10 AM","Arlington (County)","I-66E",71.5,"On I-66 at mile marker 71.5 in the County of Arlington, motorists can expect delays due to a multi-vehicle crash. The east left shoulder, left lane, and right lane are closed. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Multi-Vehicle Crash"
"01/16/2025 08:34 AM","Chesterfield (County)","Rt. 5494E (Chesterfield County)",0,"On Rt. 5494 East in the County of Chesterfield, in the vicinity of Lady Marian Ct; Rt. 4087N/S (Chesterfield County), motorists can expect delays due to icy conditions. Lane closures exist.","Minor Incident - Icy Conditions - Advisory"
"01/16/2025 11:15 AM","Fairfax (County)","I-395S",4,"On I-395 at mile marker 4 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Major Incident - Traffic - Disabled Vehicle"
"01/16/2025 09:57 AM","Chesterfield (County)","Rt. 2714N (Chesterfield County)",0.06,"On Rt. 2714 North in the County of Chesterfield, in the vicinity of Pepperidge Rd; Rt. 2264E/W (Chesterfield County), motorists can expect delays due to icy conditions.","Minor Incident - Icy Conditions - Advisory"
"01/16/2025 09:51 AM","Fairfax (County)","On I-66W Express Lanes at mile marker 62.6","","On I-66W Express Lanes at mile marker 62.6 in the County of Fairfax, motorists can expect potential delays due to a disabled vehicle. The west left shoulder is closed.","Major Incident - Traffic - Disabled Vehicle"
"01/16/2025 11:17 AM","Virginia Beach (City)","I-64E",287.09,"On I-64 at mile marker 287.1 in the City of Virginia Beach, near Indian River Road, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Major Incident - Traffic - Disabled Vehicle"
"01/16/2025 11:17 AM","Norfolk (City)","I-64W",272.4,"On I-64 West in the City of Norfolk, at Hampton Roads Bridge Tunnel West, motorists can expect potential delays due to a bridge/tunnel stoppage.","Minor Incident - Traffic - Bridge/Tunnel Stoppage"
"01/16/2025 11:11 AM","Richmond (City)","I-95N",78,"On I-95 at mile marker 78 in the City of Richmond, motorists can expect delays due to a vehicle crash. The north right shoulder is closed. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Vehicle Crash"
"01/16/2025 09:28 AM","King William (County)","Rt. 1136E (King William County)",0,"On Rt. 1136 East in the County of King William, in the vicinity of Parkwood Dr; Rt. 1135N/S (King William County), motorists can expect delays due to icy conditions.","Minor Incident - Icy Conditions - Advisory"
"01/16/2025 11:05 AM","Spotsylvania (County)","Rt. 1020N (Spotsylvania County)",0.09,"On Rt. 1020 North in the County of Spotsylvania, in the vicinity of Harvard St; Rt. 1019E/W (Spotsylvania County), motorists can expect delays due to icy conditions. Lane closures exist.","Minor Incident - Icy Conditions - Advisory"
