Update Time,Jurisdiction,Route,MRM,Description,Label
"10/31/2025, 07:10 AM ET","Stafford (County)","I-95S",136.9,"On I-95 at mile marker 136.9 in the County of Stafford, motorists can expect delays due to a disabled tractor trailer. The south exit 136 narrows.","Minor Incident - Traffic - Disabled Tractor Trailer"
"10/31/2025, 07:13 AM ET","Hampton (City)","I-64E",265.9,"On I-64 at mile marker 265.9 in the City of Hampton, near Armistead Avenue, motorists can expect delays due to a disabled vehicle. The east left shoulder and left lane are closed.","Major Incident - Traffic - Disabled Vehicle"
"10/30/2025, 10:12 PM ET","Essex (County)","Rt. 680E (Essex County)",0,"On Rt. 680 East in the County of Essex, in the vicinity of Grandview Dr; River Stretch Rd; Rt. 616N/S (Essex County), motorists can expect delays due to standing water.","Weather Incident - Standing Water - Advisory"
"10/31/2025, 06:56 AM ET","Henrico (County)","I-64E",191.5,"On I-64 at mile marker 191.5 in the County of Henrico, motorists can expect delays due to a disabled vehicle. The east right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/31/2025, 07:12 AM ET","Loudoun (County)","VA-9E",2.8,"On VA-9 East in the County of Loudoun, in the vicinity of Creamer La; Rt. 689E/W (Loudoun County), motorists can expect delays due to a vehicle crash. Lane closures exist. Traffic backups are approximately 1.0 mile.","Minor Incident - Traffic - Vehicle Crash"
"10/31/2025, 05:54 AM ET","Fairfax (County)","I-95R",168.6,"On I-95R at mile marker 168.6 in the County of Fairfax, motorists can expect potential delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/31/2025, 07:13 AM ET","Portsmouth (City)","I-264E",6.8,"On I-264 East in the City of Portsmouth, at Downtown Tunnel East, motorists can expect major delays due to congestion. Traffic backups are approximately 2.0 miles.","Major Incident - Traffic - Congestion/Delay"
"10/31/2025, 07:03 AM ET","Fairfax (County)","I-66E",59.1,"On I-66 at mile marker 59.1 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The east right shoulder is closed.","Minor Incident - Traffic - Vehicle Crash"
"10/31/2025, 07:03 AM ET","Fauquier (County)","US-15N",179.5,"On US-15 in the County of Fauquier, in the vicinity of Burke Ln; Rt. 1013E/W (Fauquier County), motorists can expect delays due to a tractor trailer crash. All north lanes are closed.","Major Incident - Traffic - Tractor Trailer Crash"
"10/31/2025, 07:07 AM ET","Fairfax (County)","I-95N",173.1,"On I-95 at mile marker 173.1 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/30/2025, 08:58 PM ET","Tappahannock (Town)","Rt. 1013N (Essex County)",0.1,"On Rt. 1013 North in the Town of Tappahannock, in the vicinity of Queen St; US-360E/W, motorists can expect delays due to standing water.","Weather Incident - Standing Water - Advisory"
"10/31/2025, 06:51 AM ET","Stafford (County)","I-95S",145,"On I-95 at mile marker 145 in the County of Stafford, motorists can expect delays due to a disabled vehicle. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"10/31/2025, 07:08 AM ET","Fairfax (County)","I-495N",54.1,"On I-495 at mile marker 54.1 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north exit ramp narrows.","Minor Incident - Traffic - Disabled Vehicle"
"10/31/2025, 07:07 AM ET","Fairfax (County)","I-95N",175.9,"On I-95 at mile marker 175.9 in the County of Fairfax, motorists can expect delays due to a tractor trailer crash. The north right shoulder is closed.","Minor Incident - Traffic - Tractor Trailer Crash"
