Update Time,Jurisdiction,Route,MRM,Description,Label
"12/09/2025, 12:13 PM ET","Fairfax (County)","I-95N",173,"On I-95 at mile marker 173 in the County of Fairfax, motorists can expect delays due to a vehicle crash. The north entrance ramp narrows.","Minor Incident - Traffic - Vehicle Crash"
"12/09/2025, 06:12 AM ET","Powhatan (County)","Rt. 603N (Powhatan County)",10.9,"On Rt. 603 North in the County of Powhatan, in the vicinity of Goodwyn Rd; Rt. 656E/W (Powhatan County), motorists can expect delays due to icy conditions.","Weather Incident - Icy Conditions - Advisory"
"12/09/2025, 12:17 PM ET","Gloucester (County)","Rt. 606N (Gloucester County)",10.4,"On Rt. 606 North in the County of Gloucester, in the vicinity of Fletcher Rd; Indian Rd; Robert F Robinson Rd; Rt. 607E/W (Gloucester County), motorists can expect delays due to a vehicle crash.","Minor Incident - Traffic - Vehicle Crash"
"12/09/2025, 09:23 AM ET","Chesterfield (County)","Rt. 3750N (Chesterfield County)",1.1,"On Rt. 3750 in the County of Chesterfield, in the vicinity of Lauren Ln; Rt. 3501N/S (Chesterfield County), motorists can expect delays due to icy conditions. All north lanes are closed. All south lanes are closed.","Weather Incident - Icy Conditions - Closed"
"12/09/2025, 08:34 AM ET","Nottoway (County)","Rt. 617N (Nottoway County)",1.6,"On Rt. 617 in the County of Nottoway, in the vicinity of Airport Ln; Indian Oak Rd; Kings Dr; Pine Ridge Dr; Rt. 618E/W (Nottoway County), motorists can expect delays due to weather. All south lanes are closed.","Weather Incident - Other Weather - Closed"
"12/09/2025, 12:08 PM ET","Prince William (County)","I-95S",148.5,"On I-95 at mile marker 148.5 in the County of Prince William, motorists can expect delays due to a disabled tractor trailer. The south right shoulder is closed.","Minor Incident - Traffic - Disabled Tractor Trailer"
"12/09/2025, 12:18 PM ET","Fairfax (County)","I-495N",52.6,"On I-495 at mile marker 52.6 in the County of Fairfax, motorists can expect delays due to a disabled vehicle. The north right shoulder is closed.","Minor Incident - Traffic - Disabled Vehicle"
"12/09/2025, 12:00 PM ET","Augusta (County)","I-64E",94,"On I-64 at mile marker 94 in the County of Augusta, motorists can expect delays due to a vehicle crash. The east left shoulder and left lane are closed. Traffic backups are approximately 1.0 mile.","Major Incident - Traffic - Vehicle Crash"
"12/09/2025, 12:07 PM ET","Albemarle (County)","I-64E",105,"On I-64 East at mile marker 105 in the County of Albemarle, motorists can expect delays due to a disabled vehicle.","Minor Incident - Traffic - Disabled Vehicle"
"12/09/2025, 09:19 AM ET","Chesterfield (County)","Rt. 3471E (Chesterfield County)",0.3,"On Rt. 3471 East in the County of Chesterfield, in the vicinity of Mistwood Forest Dr; Rt. 3470N/S (Chesterfield County), motorists can expect delays due to weather.","Weather Incident - Other Weather - Advisory"
